Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HST,AST,HR,AR,HomeTeamPointLast25,HomeTeamGoalScoredLast25,HomeTeamGoalConcededLast25,HomeTeamShotTargetLast25,HomeTeamRedLast25,HomeTeamRatingLast25,AwayTeamPointLast25,AwayTeamGoalScoredLast25,AwayTeamGoalConcededLast25,AwayTeamShotTargetLast25,AwayTeamRedLast25,AwayTeamRatingLast25,HomeTeamPointH2HLast5,HomeTeamGoalScoredH2HLast5,HomeTeamGoalConcededH2HLast5,HomeTeamShotTargetH2HLast5,HomeTeamRedH2HLast5,HomeTeamWin%H2HLast5,AwayTeamPointH2HLast5,AwayTeamGoalScoredH2HLast5,AwayTeamGoalConcededH2HLast5,AwayTeamShotTargetH2HLast5,AwayTeamRedH2HLast5,AwayTeamWin%H2HLast5,FTR_Prediction
2022-10-20,Fulham,Aston Villa,3,0,H,8,6,0,1,22,24,42,89,1,9.600000000000003,27,28,31,116,0,9.500000000000002,7,6,8,31,0,40,7,8,6,24,0,40,A
2022-10-20,Leicester,Leeds,2,0,H,1,2,0,0,30,40,40,106,0,8.500000000000002,24,26,49,91,3,10.900000000000002,8,5,5,22,0,40,5,5,5,25,0,20,H
2022-10-22,Nottingham,Liverpool,1,0,H,7,7,0,0,6,7,23,27,0,4.300000000000001,57,56,19,150,1,20.000000000000007,0,0,0,0,0,0,0,0,0,0,0,0,A
2022-10-22,Everton,Crystal Palace,3,0,H,6,2,0,0,27,23,37,81,5,11.000000000000004,36,30,24,104,0,15.200000000000005,7,9,11,31,0,40,7,11,9,28,0,40,H
2022-10-22,Man City,Brighton,3,1,H,4,2,0,0,59,77,22,167,0,24.500000000000007,33,31,32,114,1,16.900000000000006,12,16,5,42,1,80,3,5,16,18,0,20,H
2022-10-22,Chelsea,Man United,1,1,D,2,6,0,0,50,45,25,131,2,19.9,38,35,41,127,0,17.500000000000004,5,4,4,30,0,0,5,4,4,14,0,0,H
2022-10-23,Aston Villa,Brentford,4,0,H,11,3,0,0,27,28,33,121,1,8.100000000000003,37,40,33,110,2,15.000000000000004,2,4,6,20,0,0,8,6,4,12,0,50,A
2022-10-23,Leeds,Fulham,2,3,A,5,5,0,0,24,26,48,93,3,9.900000000000002,24,26,41,94,1,11.3,12,11,8,35,0,80,3,8,11,31,0,20,H
2022-10-23,Southampton,Arsenal,1,1,D,3,3,0,0,22,23,48,102,0,8.600000000000001,54,49,32,139,1,25.500000000000007,6,3,9,23,0,40,9,9,3,27,0,60,A
2022-10-23,Wolves,Leicester,0,4,A,5,4,0,0,20,20,39,85,2,8.400000000000002,30,40,40,101,0,10.600000000000003,7,4,4,13,0,40,7,4,4,27,0,40,A
2022-10-23,Tottenham,Newcastle,1,2,A,5,5,0,0,55,60,20,144,1,22.200000000000003,45,36,26,125,0,18.300000000000004,13,18,8,25,0,80,1,8,18,10,2,0,H
2022-10-24,West Ham,Bournemouth,2,0,H,4,3,0,0,27,27,32,90,1,10.700000000000005,23,21,48,65,3,12.500000000000002,6,11,8,27,0,20,6,8,11,25,0,20,H
2022-10-29,Leicester,Man City,0,1,A,5,5,0,0,30,43,40,101,0,13.000000000000004,59,78,23,164,0,25.30000000000001,0,6,16,20,0,0,15,16,6,38,0,100,A
2022-10-29,Bournemouth,Tottenham,2,3,A,4,7,0,0,23,20,48,66,2,11.7,52,57,22,138,1,20.000000000000007,1,3,12,12,0,0,13,12,3,37,0,80,A
2022-10-29,Brentford,Wolves,1,1,D,3,4,0,1,36,40,37,111,2,13.100000000000003,20,19,41,88,2,7.300000000000003,6,6,4,8,2,50,6,4,6,4,0,50,H
2022-10-29,Brighton,Chelsea,4,1,H,9,7,0,0,33,32,33,113,0,15.500000000000004,48,44,26,126,2,19.700000000000003,5,4,4,18,1,0,5,4,4,20,0,0,A
2022-10-29,Crystal Palace,Southampton,1,0,H,3,4,0,0,35,30,27,103,0,14.300000000000002,20,22,49,94,0,9.2,8,9,9,26,0,40,5,9,9,20,0,20,H
2022-10-29,Newcastle,Aston Villa,4,0,H,7,0,0,0,45,36,27,119,0,20.000000000000007,27,30,33,128,1,10.400000000000002,7,3,5,9,0,40,7,5,3,12,0,40,A
2022-10-29,Fulham,Everton,0,0,D,6,4,0,0,24,28,43,92,1,14.300000000000002,30,26,32,87,5,12.9,3,6,13,20,0,20,12,13,6,29,0,80,H
2022-10-29,Liverpool,Leeds,1,2,A,10,6,0,0,54,55,20,153,1,18.10000000000001,24,26,47,92,3,8.500000000000002,13,19,1,55,0,80,1,1,19,17,2,0,H
2022-10-30,Arsenal,Nottingham,5,0,H,10,2,0,0,52,48,32,137,1,24.70000000000001,9,8,23,34,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,H
2022-10-30,Man United,West Ham,1,0,H,3,5,0,0,38,35,41,125,0,17.200000000000003,29,27,30,91,1,12.800000000000002,15,7,2,30,0,100,0,2,7,10,0,0,H
2022-11-05,Leeds,Bournemouth,4,3,H,4,6,0,0,27,28,42,96,3,10.500000000000002,23,20,48,64,2,10.200000000000005,0,0,0,0,0,0,0,0,0,0,0,0,H
2022-11-05,Man City,Fulham,2,1,H,5,2,1,0,59,75,23,160,0,26.10000000000001,24,28,43,94,1,14.000000000000004,15,17,2,44,0,100,0,2,17,9,1,0,H
