Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HST,AST,HR,AR,HomeTeamPointLast15,HomeTeamGoalScoredLast15,HomeTeamGoalConcededLast15,HomeTeamShotTargetLast15,HomeTeamRedLast15,AwayTeamPointLast15,AwayTeamGoalScoredLast15,AwayTeamGoalConcededLast15,AwayTeamShotTargetLast15,AwayTeamRedLast15,HomeTeamPointH2HLast5,HomeTeamGoalScoredH2HLast5,HomeTeamGoalConcededH2HLast5,HomeTeamShotTargetH2HLast5,HomeTeamRedH2HLast5,AwayTeamPointH2HLast5,AwayTeamGoalScoredH2HLast5,AwayTeamGoalConcededH2HLast5,AwayTeamShotTargetH2HLast5,AwayTeamRedH2HLast5,FTR_Prediction
2022-08-14,Chelsea,Tottenham,2,2,D,3,5,0,0,30,29,15,89,0,35,42,9,88,0,15,11,0,36,0,0,0,11,12,0,H
2022-08-15,Liverpool,Crystal Palace,1,1,D,4,3,1,0,39,35,9,92,0,22,18,13,61,0,15,14,2,39,0,0,2,14,18,0,H
2022-08-20,Tottenham,Wolves,1,0,H,4,3,0,0,33,40,11,82,0,12,15,25,57,1,9,4,4,39,0,6,4,4,29,0,H
2022-08-20,Crystal Palace,Aston Villa,3,1,H,9,5,0,0,23,19,13,64,0,18,21,20,80,0,5,7,8,22,0,8,8,7,19,0,H
2022-08-20,Everton,Nottingham,1,1,D,8,5,0,0,17,16,23,52,5,3,1,2,6,0,0,0,0,0,0,0,0,0,0,0,A
2022-08-20,Fulham,Brentford,3,2,H,9,5,0,0,8,8,23,47,0,26,28,18,70,2,0,0,0,0,0,0,0,0,0,0,H
2022-08-20,Leicester,Southampton,1,2,A,1,3,0,0,20,26,22,60,0,9,14,36,57,0,9,13,7,33,0,3,7,13,21,1,H
2022-08-20,Bournemouth,Arsenal,0,3,A,1,6,0,0,13,12,27,38,2,27,26,21,77,1,4,4,8,17,0,10,8,4,19,0,A
2022-08-21,Leeds,Chelsea,3,0,H,6,3,0,1,19,17,26,55,2,28,30,17,89,0,1,4,12,14,2,13,12,4,28,0,A
2022-08-21,West Ham,Brighton,0,2,A,3,2,0,0,15,16,21,51,1,22,19,17,65,0,3,5,9,19,0,9,9,5,22,0,H
2022-08-21,Newcastle,Man City,3,3,D,6,10,0,0,28,18,17,65,0,36,44,12,92,0,0,3,22,13,0,15,22,3,38,0,A
2022-08-22,Man United,Liverpool,2,1,H,4,5,0,0,15,18,31,70,0,37,33,9,88,1,0,2,22,13,2,15,22,2,34,0,A
2022-08-27,Southampton,Man United,0,1,A,5,6,0,0,9,14,37,51,0,15,16,30,65,0,4,4,13,15,2,7,13,4,38,0,A
2022-08-27,Brentford,Everton,1,1,D,5,7,0,0,26,29,19,73,2,18,17,23,58,4,12,8,4,22,0,0,4,8,20,4,H
2022-08-27,Brighton,Leeds,1,0,H,4,2,0,0,25,21,15,66,0,22,20,22,58,2,7,4,2,25,0,4,2,4,20,0,H
2022-08-27,Chelsea,Leicester,2,1,H,3,5,1,0,25,26,20,87,1,20,27,22,58,0,11,10,3,34,0,2,3,10,11,0,H
2022-08-27,Liverpool,Bournemouth,9,0,H,12,2,0,0,34,28,11,78,1,13,10,27,33,2,13,16,2,35,0,1,2,16,7,0,H
2022-08-27,Man City,Crystal Palace,4,2,H,5,2,0,0,37,45,12,98,0,23,18,13,68,0,5,2,4,17,2,8,4,2,12,0,H
2022-08-27,Arsenal,Fulham,2,1,H,8,3,0,0,27,27,21,75,1,10,11,25,52,0,13,14,3,33,0,1,3,14,16,0,H
2022-08-28,Aston Villa,West Ham,0,1,A,3,2,0,0,15,18,23,76,0,14,15,22,51,1,0,5,15,22,2,15,15,5,36,0,H
2022-08-28,Wolves,Newcastle,1,1,D,4,6,0,0,12,15,25,59,1,26,19,19,67,0,7,5,5,14,0,7,5,5,19,0,A
2022-08-28,Nottingham,Tottenham,0,2,A,1,7,0,0,4,2,3,11,0,33,36,11,79,0,0,0,0,0,0,0,0,0,0,0,A
2022-08-30,Crystal Palace,Brentford,1,1,D,4,3,0,0,22,19,16,66,0,27,30,18,77,1,4,0,0,10,0,4,0,0,10,0,H
2022-08-30,Fulham,Brighton,2,1,H,3,4,0,0,10,12,26,52,0,28,21,13,66,0,3,2,2,12,0,3,2,2,14,0,H
2022-08-30,Southampton,Chelsea,2,1,H,7,4,0,0,9,14,34,55,0,25,25,20,83,2,1,3,19,7,2,13,19,3,49,0,A
2022-08-30,Leeds,Everton,1,1,D,5,2,0,0,22,20,22,56,2,16,17,24,62,3,2,5,12,15,0,11,12,5,42,0,A
2022-08-31,Arsenal,Aston Villa,2,1,H,9,3,0,0,30,29,20,81,1,12,15,24,70,0,12,8,3,27,0,3,3,8,18,0,H
2022-08-31,Bournemouth,Wolves,0,0,D,2,4,0,0,13,10,35,32,2,13,16,24,58,1,0,1,2,2,1,3,2,1,7,0,H
2022-08-31,Man City,Nottingham,6,0,H,9,1,0,0,37,48,14,95,0,4,2,5,12,0,0,0,0,0,0,0,0,0,0,0,H
2022-08-31,West Ham,Tottenham,1,1,D,4,4,0,0,14,15,22,49,1,36,36,8,83,0,9,6,7,14,0,6,7,6,20,0,A
2022-08-31,Liverpool,Newcastle,2,1,H,6,2,0,0,34,36,11,85,1,24,18,19,69,0,13,9,3,45,0,1,3,9,12,0,H
2022-09-01,Leicester,Man United,0,1,A,2,2,0,0,17,26,23,59,0,17,17,30,68,0,11,12,7,31,0,2,7,12,23,0,H
2022-09-03,Everton,Liverpool,0,0,D,3,8,0,0,17,17,23,62,2,34,36,12,82,1,3,4,12,12,0,12,12,4,28,0,A
2022-09-03,Brentford,Leeds,5,2,H,8,6,0,0,25,28,18,74,1,23,21,20,60,2,2,6,8,16,2,8,8,6,24,0,H
2022-09-03,Chelsea,West Ham,2,1,H,3,3,0,0,22,25,22,84,2,15,16,22,48,1,9,7,6,30,0,6,6,7,16,3,H
2022-09-03,Newcastle,Crystal Palace,0,0,D,6,9,0,0,24,19,20,69,0,20,18,17,62,0,8,5,4,17,0,5,4,5,13,0,H
2022-09-03,Nottingham,Bournemouth,2,3,A,3,3,0,0,4,2,11,13,0,14,10,32,34,2,0,0,0,0,0,0,0,0,0,0,H
2022-09-03,Tottenham,Fulham,2,1,H,10,3,0,0,34,35,9,80,0,10,13,27,52,0,13,10,4,29,0,1,4,10,20,0,H
2022-09-03,Wolves,Southampton,1,0,H,2,1,0,0,11,12,24,57,1,12,15,33,57,0,15,10,3,20,0,0,3,10,35,0,H
2022-09-03,Aston Villa,Man City,1,1,D,1,4,0,0,12,15,24,66,0,37,50,13,94,0,0,7,12,13,1,15,12,7,27,1,A
2022-09-04,Brighton,Leicester,5,2,H,11,4,0,0,28,22,13,67,0,16,25,23,58,0,8,7,6,22,0,5,6,7,20,0,H
2022-09-04,Man United,Arsenal,3,1,H,6,3,0,0,20,17,26,68,0,30,30,21,87,1,7,8,10,33,0,7,10,8,33,0,A
2022-09-16,Aston Villa,Southampton,1,0,H,3,1,0,0,13,16,24,66,0,12,14,32,51,0,9,9,2,28,0,6,2,9,13,0,H
2022-09-16,Nottingham,Fulham,2,3,A,3,7,0,0,4,4,14,16,0,10,14,26,55,0,0,0,0,0,0,0,0,0,0,0,H
2022-09-17,Wolves,Man City,0,3,A,1,7,1,0,11,12,24,56,1,37,51,14,94,0,0,3,16,9,2,15,16,3,40,0,A
2022-09-17,Newcastle,Bournemouth,1,1,D,7,3,0,0,25,19,19,69,0,14,12,34,35,2,7,7,8,26,0,7,8,7,23,0,H
2022-09-17,Tottenham,Leicester,6,2,H,11,7,0,0,34,34,9,86,0,13,25,27,59,0,15,16,8,38,0,0,8,16,18,0,H
2022-09-18,Brentford,Arsenal,0,3,A,2,7,0,0,25,31,20,78,1,30,31,21,87,1,6,6,4,10,0,6,4,6,24,0,H
2022-09-18,Everton,West Ham,1,0,H,2,4,0,0,18,15,20,61,2,12,15,23,47,1,3,3,6,11,2,12,6,3,18,0,H
2022-10-01,Arsenal,Tottenham,3,1,H,9,3,0,1,33,33,19,90,1,34,35,10,91,0,9,8,9,25,2,6,9,8,23,1,H
2022-10-01,Bournemouth,Brentford,0,0,D,1,4,0,0,15,13,34,38,2,25,30,21,74,1,0,0,0,0,0,0,0,0,0,0,A
2022-10-01,Crystal Palace,Chelsea,1,2,A,3,3,0,0,20,18,17,70,0,25,26,19,79,2,0,1,12,3,0,15,12,1,28,0,A
2022-10-01,Fulham,Newcastle,1,4,A,1,10,1,0,13,16,26,56,0,26,19,15,75,0,4,2,5,12,1,10,5,2,31,0,H
2022-10-01,Liverpool,Brighton,3,3,D,7,6,0,0,32,34,12,87,1,31,27,13,78,0,8,8,5,25,0,5,5,8,22,0,H
2022-10-01,Southampton,Everton,1,2,A,6,5,0,0,11,13,32,46,0,18,15,20,60,2,6,6,7,29,0,9,7,6,13,0,A
2022-10-01,West Ham,Wolves,2,0,H,5,4,0,0,12,14,21,50,1,11,10,24,49,1,9,5,4,20,0,6,4,5,17,0,H
2022-10-02,Man City,Man United,6,3,H,10,8,0,0,37,52,14,95,0,20,17,25,68,0,12,12,4,36,0,3,4,12,12,0,H
2022-10-02,Leeds,Aston Villa,0,0,D,1,7,1,0,20,21,24,59,2,16,16,22,64,0,2,6,13,21,0,11,13,6,30,2,A
2022-10-03,Leicester,Nottingham,4,0,H,7,3,0,0,13,26,31,64,0,4,6,17,19,0,0,0,0,0,0,0,0,0,0,0,H
2022-10-08,Bournemouth,Leicester,2,1,H,4,5,0,0,15,12,33,35,2,15,29,30,68,0,6,7,7,18,0,6,7,7,23,1,A
2022-10-08,Chelsea,Wolves,3,0,H,7,2,0,0,25,22,20,68,2,8,8,25,48,1,5,4,4,19,0,5,4,4,10,0,H
2022-10-08,Man City,Southampton,4,0,H,8,0,0,0,39,56,15,100,0,11,14,28,51,0,7,7,4,22,0,4,4,7,16,0,H
2022-10-08,Newcastle,Brentford,5,1,H,6,3,0,0,26,22,16,81,0,23,26,20,72,1,8,10,6,40,0,2,6,10,10,2,A
2022-10-08,Brighton,Tottenham,0,1,A,4,3,0,0,31,30,16,80,0,31,32,13,89,1,9,3,4,15,0,6,4,3,18,0,H
2022-10-09,Crystal Palace,Leeds,2,1,H,5,4,0,0,17,16,19,68,0,18,18,22,54,3,2,0,4,19,0,11,4,0,17,0,H
2022-10-09,West Ham,Fulham,3,1,H,8,2,0,0,12,14,20,50,1,13,16,27,50,1,7,6,5,27,2,7,5,6,22,0,H
2022-10-09,Arsenal,Liverpool,3,2,H,7,3,0,0,36,36,19,93,1,30,35,15,91,1,0,0,15,12,0,15,15,0,31,0,H
2022-10-09,Everton,Man United,1,2,A,2,4,0,0,20,16,20,62,2,19,19,30,71,0,9,7,5,13,0,3,5,7,25,0,H
2022-10-10,Nottingham,Aston Villa,1,1,D,3,2,0,0,4,6,21,22,0,17,16,18,63,0,0,0,0,0,0,0,0,0,0,0,H
2022-10-14,Brentford,Brighton,2,0,H,3,7,0,0,20,25,25,68,1,28,28,16,81,0,0,0,6,14,0,12,6,0,14,0,A
2022-10-15,Leicester,Crystal Palace,0,0,D,5,1,0,0,14,30,32,71,0,20,17,18,70,0,11,10,7,21,0,2,7,10,16,0,A
2022-10-15,Fulham,Bournemouth,2,2,D,4,6,0,0,13,17,29,49,1,18,14,32,37,2,0,0,3,1,1,3,3,0,5,0,A
2022-10-15,Wolves,Nottingham,1,0,H,2,2,0,0,8,8,27,48,1,5,7,22,25,0,0,0,0,0,0,0,0,0,0,0,H
2022-10-15,Tottenham,Everton,2,0,H,7,0,0,0,34,33,12,92,1,20,17,20,63,2,9,12,2,17,0,3,2,12,11,2,H
2022-10-16,Aston Villa,Chelsea,0,2,A,7,4,0,0,17,17,19,62,0,28,23,16,73,2,3,4,13,17,0,12,13,4,23,1,A
2022-10-16,Leeds,Arsenal,0,1,A,4,4,0,0,17,18,23,55,3,36,35,19,96,1,0,6,16,13,2,15,16,6,47,0,A
2022-10-16,Man United,Newcastle,0,0,D,2,2,0,0,22,21,30,71,0,26,25,16,80,0,11,13,5,29,0,2,5,13,28,0,H
2022-10-16,Southampton,West Ham,1,1,D,8,4,0,0,8,13,32,48,0,15,17,19,57,1,8,6,7,23,0,5,7,6,23,2,H
2022-10-16,Liverpool,Man City,1,0,H,2,6,0,0,29,35,16,90,1,39,57,15,103,0,4,9,12,19,0,7,12,9,21,0,A
2022-10-18,Brighton,Nottingham,0,0,D,7,0,0,0,25,27,18,83,0,5,7,23,27,0,0,0,0,0,0,0,0,0,0,0,H
2022-10-18,Crystal Palace,Wolves,2,1,H,4,4,0,0,21,17,17,69,0,11,9,26,46,1,15,9,0,30,0,0,0,9,18,0,H
2022-10-19,Bournemouth,Southampton,0,1,A,3,3,0,0,19,16,30,41,2,9,14,31,53,0,6,5,4,20,0,6,4,5,24,0,H
2022-10-19,Brentford,Chelsea,0,0,D,5,5,0,0,20,25,24,66,1,28,24,16,72,2,6,8,4,26,0,6,4,8,18,0,A
2022-10-19,Liverpool,West Ham,1,0,H,7,3,0,0,29,32,16,87,1,15,17,19,53,1,9,9,7,25,0,6,7,9,18,0,H
2022-10-19,Newcastle,Everton,1,0,H,4,0,0,0,24,24,16,78,0,17,16,22,59,2,9,8,4,33,0,6,4,8,15,2,H
2022-10-19,Man United,Tottenham,2,0,H,10,2,0,0,20,18,28,64,0,36,35,12,99,1,15,15,5,27,0,0,5,15,9,0,A
2022-10-20,Fulham,Aston Villa,3,0,H,8,6,0,1,13,18,30,52,1,14,15,21,63,0,7,6,8,31,0,7,8,6,24,0,H
2022-10-20,Leicester,Leeds,2,0,H,1,2,0,0,15,29,29,74,0,14,15,24,54,3,8,5,5,22,0,5,5,5,25,0,H
2022-10-22,Nottingham,Liverpool,1,0,H,7,7,0,0,6,7,23,27,0,29,31,16,90,1,0,0,0,0,0,0,0,0,0,0,A
2022-10-22,Everton,Crystal Palace,3,0,H,6,2,0,0,14,14,22,55,2,23,19,18,66,0,7,9,11,31,0,7,11,9,28,0,A
2022-10-22,Man City,Brighton,3,1,H,4,2,0,0,36,52,15,101,0,26,27,15,89,0,12,16,5,42,1,3,5,16,18,0,H
2022-10-22,Chelsea,Man United,1,1,D,2,6,0,0,28,23,15,71,2,23,20,24,73,0,5,4,4,30,0,5,4,4,14,0,H
2022-10-23,Aston Villa,Brentford,4,0,H,11,3,0,0,11,12,23,62,1,20,25,24,69,1,2,4,6,20,0,8,6,4,12,0,A
2022-10-23,Leeds,Fulham,2,3,A,5,5,0,0,13,15,26,54,3,16,21,28,57,1,12,11,8,35,0,3,8,11,31,0,A
2022-10-23,Southampton,Arsenal,1,1,D,3,3,0,0,11,13,29,51,0,36,33,18,93,1,6,3,9,23,0,9,9,3,27,0,A
2022-10-23,Wolves,Leicester,0,4,A,5,4,0,0,11,10,25,49,1,18,30,27,66,0,7,4,4,13,0,7,4,4,27,0,A
2022-10-23,Tottenham,Newcastle,1,2,A,5,5,0,0,33,32,13,94,1,24,22,16,75,0,13,18,8,25,0,1,8,18,10,2,H
2022-10-24,West Ham,Bournemouth,2,0,H,4,3,0,0,15,17,19,54,0,19,16,28,43,2,6,11,8,27,0,6,8,11,25,0,H
2022-10-29,Leicester,Man City,0,1,A,5,5,0,0,18,31,27,62,0,36,51,16,99,0,0,6,16,20,0,15,16,6,38,0,A
2022-10-29,Bournemouth,Tottenham,2,3,A,4,7,0,0,19,16,29,43,1,32,32,14,96,1,1,3,12,12,0,13,12,3,37,0,A
2022-10-29,Brentford,Wolves,1,1,D,3,4,0,1,20,25,25,68,1,10,8,27,50,1,6,6,4,8,2,6,4,6,4,0,H
2022-10-29,Brighton,Chelsea,4,1,H,9,7,0,0,25,26,16,86,0,29,24,15,68,2,5,4,4,18,1,5,4,4,20,0,H
2022-10-29,Crystal Palace,Southampton,1,0,H,3,4,0,0,20,17,20,63,0,12,13,28,51,0,8,9,9,26,0,5,9,9,20,0,H
2022-10-29,Newcastle,Aston Villa,4,0,H,7,0,0,0,27,24,16,78,0,14,15,21,69,1,7,3,5,9,0,7,5,3,12,0,H
2022-10-29,Fulham,Everton,0,0,D,6,4,0,0,19,24,28,59,1,16,17,22,56,2,3,6,13,20,0,12,13,6,29,0,H
2022-10-29,Liverpool,Leeds,1,2,A,10,6,0,0,26,30,17,87,1,13,17,25,57,3,13,19,1,55,0,1,1,19,17,2,H
2022-10-30,Arsenal,Nottingham,5,0,H,10,2,0,0,34,32,18,89,1,9,8,23,34,0,0,0,0,0,0,0,0,0,0,0,H
2022-10-30,Man United,West Ham,1,0,H,3,5,0,0,24,20,22,74,0,18,18,17,55,0,15,7,2,30,0,0,2,7,10,0,H
2022-11-05,Leeds,Bournemouth,4,3,H,4,6,0,0,16,18,24,61,2,16,15,31,44,1,0,0,0,0,0,0,0,0,0,0,H
2022-11-05,Man City,Fulham,2,1,H,5,2,1,0,36,47,16,95,0,20,23,25,62,1,15,17,2,44,0,0,2,17,9,1,H
2022-11-05,Nottingham,Brentford,2,2,D,7,2,0,0,9,8,28,36,0,18,23,26,66,1,0,0,0,0,0,0,0,0,0,0,A
2022-11-05,Wolves,Brighton,2,3,A,5,8,1,0,11,8,23,51,2,25,27,17,86,0,9,4,7,18,0,6,7,4,25,2,A
2022-11-05,Everton,Leicester,0,2,A,2,8,0,0,17,15,19,55,0,15,26,27,60,0,9,7,5,16,0,3,5,7,30,0,A
2022-11-06,Chelsea,Arsenal,0,1,A,1,2,0,0,28,23,17,69,2,34,35,17,90,1,6,8,9,19,0,9,9,8,16,0,A
2022-11-06,Aston Villa,Man United,3,1,H,4,3,0,0,13,14,24,65,1,26,20,21,74,0,8,7,7,29,1,5,7,7,27,0,A
2022-11-06,Southampton,Newcastle,1,4,A,5,4,0,0,12,13,26,51,0,30,28,11,82,0,2,8,11,27,0,11,11,8,22,1,A
2022-11-06,West Ham,Crystal Palace,1,2,A,2,6,0,0,15,14,18,55,0,20,17,20,59,0,11,13,10,25,0,2,10,13,19,0,A
2022-11-06,Tottenham,Liverpool,1,2,A,5,6,0,0,32,32,16,97,1,25,30,18,94,1,4,7,9,18,0,7,9,7,25,2,H
2022-11-12,Man City,Brentford,1,2,A,6,8,0,0,36,44,16,95,1,16,22,26,61,1,12,6,0,20,0,0,0,6,8,0,H
2022-11-12,Bournemouth,Everton,3,0,H,9,3,0,0,13,16,34,44,0,14,12,19,51,0,7,11,12,30,1,7,12,11,23,1,H
2022-11-12,Liverpool,Southampton,3,1,H,7,5,0,0,25,30,18,94,1,12,13,28,54,0,15,14,2,28,0,0,2,14,16,0,H
2022-11-12,Nottingham,Crystal Palace,1,0,H,2,0,0,0,10,10,30,43,0,22,18,20,61,0,0,0,0,0,0,0,0,0,0,0,H
2022-11-12,Tottenham,Leeds,4,3,H,8,5,0,1,29,32,18,94,1,19,22,24,65,1,12,13,5,33,0,3,5,13,27,0,H
2022-11-12,West Ham,Leicester,0,2,A,6,6,0,0,14,13,18,55,0,17,27,26,67,0,11,15,8,24,0,2,8,15,11,2,A
2022-11-12,Newcastle,Chelsea,1,0,H,3,2,0,0,30,30,12,82,0,25,20,18,66,2,0,0,10,10,0,15,10,0,23,0,H
2022-11-12,Wolves,Arsenal,0,2,A,2,4,0,0,10,9,25,52,3,37,36,14,88,0,3,4,7,19,0,12,7,4,17,4,A
2022-11-13,Brighton,Aston Villa,1,2,A,2,2,0,0,25,26,19,88,0,15,16,24,60,1,1,0,8,15,0,13,8,0,19,0,H
2022-11-13,Fulham,Man United,1,2,A,7,9,0,0,19,23,26,59,1,23,18,24,72,0,2,6,12,23,1,11,12,6,35,0,A
2022-12-26,Brentford,Tottenham,2,2,D,5,8,0,0,19,23,25,64,0,29,31,21,89,1,2,0,4,8,0,8,4,0,12,0,A
2022-12-26,Crystal Palace,Fulham,0,3,A,0,11,2,0,22,16,18,56,0,19,24,26,66,1,8,7,7,29,0,5,7,7,24,1,A
2022-12-26,Everton,Wolves,1,2,A,6,4,0,0,14,11,17,52,0,10,8,24,49,3,3,3,6,18,2,12,6,3,17,0,A
2022-12-26,Leicester,Newcastle,0,3,A,2,5,0,0,17,25,25,67,0,30,29,11,79,0,6,12,8,23,0,9,8,12,26,0,A
2022-12-26,Southampton,Brighton,1,3,A,4,4,0,0,12,13,27,57,0,24,26,20,84,0,4,7,8,22,0,7,8,7,24,0,A
2022-12-26,Aston Villa,Liverpool,1,3,A,6,9,0,0,18,16,22,60,1,25,31,18,96,1,0,3,8,13,0,15,8,3,32,0,A
2022-12-26,Arsenal,West Ham,3,1,H,5,4,0,0,40,38,12,90,0,14,12,17,59,0,13,11,5,37,0,1,5,11,13,2,H
2022-12-27,Chelsea,Bournemouth,2,0,H,5,4,0,0,24,19,18,61,2,16,18,32,51,0,9,6,5,26,0,6,5,6,10,0,H
2022-12-27,Man United,Nottingham,3,0,H,8,3,0,0,26,20,21,76,0,13,11,30,45,0,0,0,0,0,0,0,0,0,0,0,H
2022-12-28,Leeds,Man City,1,3,A,1,9,0,0,18,24,27,65,2,35,43,16,93,1,3,2,23,12,1,12,23,2,49,0,A
2022-12-30,West Ham,Brentford,0,2,A,5,6,0,0,14,13,18,62,0,19,23,25,66,0,0,2,8,12,0,12,8,2,26,0,A
2022-12-30,Liverpool,Leicester,2,1,H,5,2,0,0,25,31,18,97,1,16,23,26,64,0,6,5,5,34,0,9,5,5,10,0,H
2022-12-31,Wolves,Man United,0,1,A,3,6,0,0,13,9,23,47,3,29,23,20,80,0,6,3,4,28,0,9,4,3,14,0,A
2022-12-31,Bournemouth,Crystal Palace,0,2,A,2,6,0,0,13,16,34,52,0,19,15,21,53,2,5,6,8,20,0,8,8,6,22,1,H
2022-12-31,Fulham,Southampton,2,1,H,2,3,0,0,21,25,24,74,1,12,13,26,59,0,4,4,10,13,0,10,10,4,28,0,H
2022-12-31,Man City,Everton,1,1,D,3,1,0,0,35,43,15,97,1,14,12,18,54,0,15,13,0,41,0,0,0,13,9,0,H
2022-12-31,Newcastle,Leeds,0,0,D,5,1,0,0,30,30,11,74,0,15,23,29,60,2,8,5,4,25,0,5,4,5,28,0,H
2022-12-31,Brighton,Arsenal,2,4,A,5,7,0,0,24,26,20,81,0,40,36,12,86,0,8,4,4,11,0,5,4,4,17,0,A
2023-01-01,Tottenham,Aston Villa,0,2,A,2,4,0,0,27,29,22,89,1,18,17,23,64,1,12,13,4,30,0,3,4,13,26,0,H
2023-01-01,Nottingham,Chelsea,1,1,D,5,2,0,0,13,11,31,48,0,24,19,17,58,2,0,0,0,0,0,0,0,0,0,0,H
2023-01-02,Brentford,Liverpool,3,1,H,7,6,0,0,19,21,25,65,0,27,31,17,98,1,2,6,12,10,0,8,12,6,38,0,A
2023-01-03,Arsenal,Newcastle,0,0,D,4,1,0,0,40,38,14,91,0,30,30,11,78,0,9,6,4,21,0,6,4,6,19,1,H
2023-01-03,Everton,Brighton,1,4,A,4,8,0,0,15,12,17,51,0,21,26,23,82,0,7,8,6,23,0,7,6,8,19,0,A
2023-01-03,Leicester,Fulham,0,1,A,6,2,0,0,16,22,24,64,0,23,27,25,73,1,4,4,7,24,0,10,7,4,25,0,A
2023-01-03,Man United,Bournemouth,3,0,H,6,4,0,0,32,23,18,81,0,13,16,32,53,0,10,6,3,25,0,4,3,6,23,1,H
2023-01-04,Southampton,Nottingham,0,1,A,0,1,0,0,11,12,26,58,0,11,11,32,47,0,0,0,0,0,0,0,0,0,0,0,H
2023-01-04,Leeds,West Ham,2,2,D,6,2,0,0,13,21,28,57,2,14,13,19,62,0,6,8,10,22,0,9,10,8,29,0,A
2023-01-04,Aston Villa,Wolves,1,1,D,4,3,0,0,18,17,22,64,1,12,9,24,49,3,1,6,10,21,0,13,10,6,20,0,H
2023-01-04,Crystal Palace,Tottenham,0,4,A,4,6,0,0,22,17,19,57,2,26,27,22,86,1,6,7,10,9,2,9,10,7,19,2,A
2023-01-05,Chelsea,Man City,0,1,A,2,3,0,0,22,19,18,54,2,33,42,16,98,1,3,2,5,7,0,12,5,2,24,0,A
2023-01-12,Fulham,Chelsea,2,1,H,3,10,0,1,23,25,23,66,1,21,17,17,53,2,0,1,10,14,1,15,10,1,38,0,H
2023-01-13,Aston Villa,Leeds,2,1,H,5,4,0,0,19,17,20,63,1,13,21,28,58,2,9,12,6,33,2,3,6,12,19,1,H
2023-01-14,Man United,Man City,2,1,H,4,1,0,0,35,26,14,83,0,33,39,16,94,1,0,5,18,14,0,15,18,5,40,0,A
