Combo,Accuracy
"('ShotTargetLast20', 'GoalScoredLast20', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20')",66.89419795221842
"('GoalScoredLast20', 'PointH2HLast10', 'RedH2HLast10', 'GoalConcededLast20')",66.89419795221842
"('GoalScoredLast20', 'PointH2HLast10', 'ShotTargetH2HLast10', 'RedLast20')",66.89419795221842
"('GoalScoredLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedLast20', 'GoalConcededLast20')",66.89419795221842
"('GoalScoredLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'GoalConcededLast20', 'GoalConcededH2HLast10')",66.89419795221842
"('GoalScoredLast20', 'PointLast20', 'GoalScoredH2HLast10', 'GoalConcededLast20', 'GoalConcededH2HLast10')",66.89419795221842
"('GoalScoredLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'GoalConcededH2HLast10')",66.89419795221842
"('GoalScoredLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'GoalConcededLast20')",66.89419795221842
"('GoalScoredLast20', 'PointLast20', 'ShotTargetH2HLast10', 'RedLast20', 'GoalConcededLast20')",66.89419795221842
"('GoalScoredLast20', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'GoalConcededLast20')",66.89419795221842
"('ShotTargetLast20', 'GoalScoredLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'GoalConcededLast20', 'GoalConcededH2HLast10')",66.89419795221842
"('GoalScoredLast20', 'GoalScoredH2HLast10', 'GoalConcededLast20')",66.89419795221842
"('PointLast20', 'GoalScoredH2HLast10', 'GoalConcededLast20')",66.89419795221842
"('ShotTargetLast20', 'GoalScoredLast20', 'PointLast20', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'GoalConcededLast20', 'GoalConcededH2HLast10')",66.89419795221842
"('GoalScoredLast20', 'GoalScoredH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20')",66.89419795221842
"('GoalScoredLast20', 'PointH2HLast10', 'ShotTargetH2HLast10', 'RedLast20', 'GoalConcededLast20', 'GoalConcededH2HLast10')",66.89419795221842
"('ShotTargetLast20', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20')",66.89419795221842
"('ShotTargetLast20', 'PointLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedLast20', 'GoalConcededLast20')",66.89419795221842
"('ShotTargetLast20', 'GoalScoredLast20', 'PointH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20', 'GoalConcededH2HLast10')",66.89419795221842
"('ShotTargetLast20', 'GoalScoredLast20', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20')",66.89419795221842
"('ShotTargetLast20', 'GoalScoredLast20', 'PointLast20', 'ShotTargetH2HLast10', 'RedLast20', 'GoalConcededLast20', 'GoalConcededH2HLast10')",66.89419795221842
"('PointLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10')",66.89419795221842
"('GoalScoredLast20', 'RedH2HLast10', 'GoalConcededLast20', 'GoalConcededH2HLast10')",66.89419795221842
"('ShotTargetLast20', 'GoalScoredLast20', 'PointH2HLast10', 'RedLast20', 'GoalConcededLast20')",66.89419795221842
"('ShotTargetLast20', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20', 'GoalConcededH2HLast10')",66.89419795221842
"('PointLast20', 'ShotTargetH2HLast10')",66.89419795221842
"('GoalScoredLast20', 'PointLast20', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'GoalConcededLast20', 'GoalConcededH2HLast10')",66.89419795221842
"('GoalScoredLast20', 'PointLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20')",66.89419795221842
"('PointH2HLast10', 'GoalScoredH2HLast10', 'RedLast20', 'GoalConcededLast20')",67.23549488054607
"('GoalScoredLast20', 'PointH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20')",67.23549488054607
"('GoalScoredH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20')",67.23549488054607
"('ShotTargetLast20', 'GoalScoredLast20', 'GoalScoredH2HLast10', 'GoalConcededH2HLast10')",67.23549488054607
"('ShotTargetLast20', 'GoalScoredLast20', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.23549488054607
"('ShotTargetLast20', 'GoalScoredLast20', 'PointLast20', 'RedH2HLast10', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.23549488054607
"('ShotTargetLast20', 'RedH2HLast10', 'RedLast20', 'GoalConcededH2HLast10')",67.23549488054607
"('ShotTargetLast20', 'GoalScoredLast20', 'ShotTargetH2HLast10', 'RedLast20', 'GoalConcededH2HLast10')",67.23549488054607
"('GoalScoredLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'RedLast20', 'GoalConcededLast20')",67.23549488054607
"('PointH2HLast10', 'GoalScoredH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.23549488054607
"('GoalScoredLast20', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20')",67.23549488054607
"('PointLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'GoalConcededLast20')",67.23549488054607
"('GoalScoredLast20', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.23549488054607
"('GoalScoredLast20', 'PointLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'RedH2HLast10', 'GoalConcededLast20')",67.23549488054607
"('PointLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.23549488054607
"('ShotTargetLast20', 'PointH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.23549488054607
"('ShotTargetLast20', 'PointH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20')",67.23549488054607
"('ShotTargetLast20', 'GoalScoredLast20', 'GoalScoredH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20')",67.23549488054607
"('ShotTargetLast20', 'GoalScoredLast20', 'PointH2HLast10', 'ShotTargetH2HLast10', 'RedLast20', 'GoalConcededH2HLast10')",67.23549488054607
"('ShotTargetLast20', 'PointH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.23549488054607
"('ShotTargetLast20', 'GoalScoredLast20', 'PointLast20', 'PointH2HLast10', 'RedH2HLast10', 'GoalConcededH2HLast10')",67.23549488054607
"('ShotTargetLast20', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20')",67.23549488054607
"('ShotTargetLast20', 'GoalScoredLast20', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'GoalConcededH2HLast10')",67.23549488054607
"('GoalScoredLast20', 'PointH2HLast10')",67.23549488054607
"('ShotTargetLast20', 'GoalScoredLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'RedH2HLast10')",67.23549488054607
"('ShotTargetLast20', 'GoalScoredLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'GoalConcededLast20')",67.23549488054607
"('ShotTargetLast20', 'GoalScoredLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedLast20', 'GoalConcededLast20')",67.23549488054607
"('PointLast20', 'PointH2HLast10', 'GoalConcededLast20')",67.23549488054607
"('GoalScoredLast20', 'ShotTargetH2HLast10', 'RedH2HLast10')",67.23549488054607
"('PointLast20', 'GoalScoredH2HLast10', 'RedH2HLast10')",67.23549488054607
"('GoalScoredLast20', 'GoalScoredH2HLast10', 'RedLast20', 'GoalConcededH2HLast10')",67.23549488054607
"('GoalScoredLast20', 'GoalScoredH2HLast10', 'RedH2HLast10', 'GoalConcededH2HLast10')",67.23549488054607
"('GoalScoredLast20', 'GoalScoredH2HLast10', 'RedH2HLast10', 'RedLast20')",67.23549488054607
"('GoalScoredLast20', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededH2HLast10')",67.23549488054607
"('GoalScoredLast20', 'PointH2HLast10', 'ShotTargetH2HLast10', 'GoalConcededH2HLast10')",67.23549488054607
"('PointLast20', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.23549488054607
"('PointLast20', 'RedLast20', 'GoalConcededH2HLast10')",67.23549488054607
"('GoalScoredLast20', 'PointLast20', 'PointH2HLast10', 'ShotTargetH2HLast10', 'GoalConcededLast20')",67.23549488054607
"('ShotTargetLast20', 'GoalScoredH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20')",67.23549488054607
"('ShotTargetLast20', 'GoalScoredLast20', 'PointLast20', 'GoalScoredH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20')",67.23549488054607
"('GoalScoredLast20', 'PointLast20', 'GoalConcededLast20')",67.23549488054607
"('ShotTargetLast20', 'GoalScoredLast20', 'PointH2HLast10', 'ShotTargetH2HLast10', 'GoalConcededH2HLast10')",67.23549488054607
"('ShotTargetLast20', 'GoalScoredLast20', 'PointH2HLast10', 'RedLast20', 'GoalConcededH2HLast10')",67.23549488054607
"('PointLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'GoalConcededH2HLast10')",67.23549488054607
"('ShotTargetLast20', 'GoalScoredLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'GoalConcededH2HLast10')",67.23549488054607
"('PointLast20', 'GoalScoredH2HLast10')",67.23549488054607
"('ShotTargetLast20', 'GoalScoredLast20', 'ShotTargetH2HLast10', 'RedH2HLast10', 'GoalConcededLast20')",67.23549488054607
"('ShotTargetLast20', 'GoalScoredLast20', 'PointLast20', 'GoalScoredH2HLast10', 'RedH2HLast10')",67.23549488054607
"('PointLast20', 'RedH2HLast10')",67.23549488054607
"('ShotTargetLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'RedLast20', 'GoalConcededLast20')",67.23549488054607
"('ShotTargetLast20', 'PointH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20')",67.23549488054607
"('PointLast20', 'GoalScoredH2HLast10', 'RedH2HLast10', 'GoalConcededLast20')",67.23549488054607
"('PointLast20', 'ShotTargetH2HLast10', 'RedH2HLast10', 'GoalConcededLast20')",67.23549488054607
"('GoalScoredLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.23549488054607
"('ShotTargetLast20', 'GoalScoredLast20', 'PointLast20', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20')",67.23549488054607
"('ShotTargetLast20', 'PointH2HLast10', 'ShotTargetH2HLast10')",67.23549488054607
"('ShotTargetLast20', 'PointLast20', 'RedLast20')",67.23549488054607
"('ShotTargetLast20', 'GoalScoredLast20', 'PointLast20', 'RedH2HLast10', 'GoalConcededLast20')",67.57679180887372
"('ShotTargetLast20', 'GoalScoredLast20', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10')",67.57679180887372
"('ShotTargetLast20', 'GoalScoredLast20', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.57679180887372
"('ShotTargetLast20', 'GoalScoredLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.57679180887372
"('ShotTargetLast20', 'GoalScoredLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20')",67.57679180887372
"('ShotTargetLast20', 'GoalScoredLast20', 'PointLast20', 'GoalScoredH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.57679180887372
"('PointLast20', 'GoalConcededH2HLast10')",67.57679180887372
"('ShotTargetLast20', 'GoalScoredLast20', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20')",67.57679180887372
"('ShotTargetLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'RedLast20', 'GoalConcededH2HLast10')",67.57679180887372
"('ShotTargetLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'RedH2HLast10', 'RedLast20')",67.57679180887372
"('ShotTargetLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'GoalConcededLast20')",67.57679180887372
"('PointLast20', 'ShotTargetH2HLast10', 'RedLast20', 'GoalConcededLast20')",67.57679180887372
"('ShotTargetLast20', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedLast20', 'GoalConcededH2HLast10')",67.57679180887372
"('ShotTargetLast20', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedLast20', 'GoalConcededLast20')",67.57679180887372
"('ShotTargetLast20', 'PointH2HLast10', 'ShotTargetH2HLast10', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.57679180887372
"('ShotTargetLast20', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededH2HLast10')",67.57679180887372
"('GoalScoredLast20', 'PointLast20', 'PointH2HLast10', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.57679180887372
"('GoalScoredLast20', 'PointLast20', 'PointH2HLast10', 'RedLast20', 'GoalConcededLast20')",67.57679180887372
"('GoalScoredLast20', 'PointH2HLast10', 'RedH2HLast10', 'RedLast20')",67.57679180887372
"('PointLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'GoalConcededLast20')",67.57679180887372
"('GoalScoredLast20', 'GoalScoredH2HLast10', 'RedLast20', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.57679180887372
"('GoalScoredLast20', 'GoalScoredH2HLast10', 'RedH2HLast10', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.57679180887372
"('PointLast20', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededH2HLast10')",67.57679180887372
"('GoalScoredLast20', 'PointLast20', 'ShotTargetH2HLast10', 'GoalConcededLast20')",67.57679180887372
"('PointLast20', 'RedH2HLast10', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.57679180887372
"('ShotTargetLast20', 'GoalScoredLast20', 'RedLast20', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.57679180887372
"('ShotTargetLast20', 'GoalScoredLast20', 'ShotTargetH2HLast10', 'RedLast20', 'GoalConcededLast20')",67.57679180887372
"('ShotTargetLast20', 'RedLast20', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.57679180887372
"('ShotTargetLast20', 'ShotTargetH2HLast10', 'RedLast20', 'GoalConcededH2HLast10')",67.57679180887372
"('ShotTargetLast20', 'ShotTargetH2HLast10', 'RedLast20', 'GoalConcededLast20')",67.57679180887372
"('GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20')",67.57679180887372
"('ShotTargetLast20', 'GoalScoredH2HLast10', 'RedH2HLast10', 'RedLast20')",67.57679180887372
"('ShotTargetLast20', 'PointH2HLast10', 'RedH2HLast10', 'GoalConcededH2HLast10')",67.57679180887372
"('ShotTargetLast20', 'PointH2HLast10', 'RedH2HLast10', 'RedLast20')",67.57679180887372
"('ShotTargetLast20', 'GoalScoredLast20', 'PointLast20', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10')",67.57679180887372
"('ShotTargetLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'GoalConcededH2HLast10')",67.57679180887372
"('ShotTargetLast20', 'PointLast20', 'PointH2HLast10', 'RedH2HLast10', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.57679180887372
"('ShotTargetLast20', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedLast20', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.57679180887372
"('ShotTargetLast20', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededH2HLast10')",67.57679180887372
"('ShotTargetLast20', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20')",67.57679180887372
"('GoalScoredLast20', 'PointLast20', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedLast20', 'GoalConcededLast20')",67.57679180887372
"('ShotTargetLast20', 'GoalScoredLast20', 'RedH2HLast10', 'GoalConcededH2HLast10')",67.57679180887372
"('ShotTargetLast20', 'GoalScoredLast20', 'PointH2HLast10', 'RedH2HLast10')",67.57679180887372
"('ShotTargetLast20', 'GoalScoredLast20', 'PointH2HLast10', 'GoalScoredH2HLast10')",67.57679180887372
"('GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'GoalConcededLast20')",67.57679180887372
"('PointLast20', 'RedH2HLast10', 'GoalConcededH2HLast10')",67.57679180887372
"('ShotTargetLast20', 'GoalScoredLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedLast20', 'GoalConcededH2HLast10')",67.57679180887372
"('ShotTargetLast20', 'GoalScoredLast20', 'PointLast20', 'GoalScoredH2HLast10', 'RedH2HLast10', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.57679180887372
"('ShotTargetLast20', 'GoalScoredLast20', 'PointLast20', 'GoalScoredH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededH2HLast10')",67.57679180887372
"('ShotTargetLast20', 'GoalScoredLast20', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.57679180887372
"('ShotTargetLast20', 'GoalScoredLast20', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.57679180887372
"('ShotTargetLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedLast20', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.57679180887372
"('GoalScoredLast20', 'PointH2HLast10', 'RedH2HLast10')",67.57679180887372
"('ShotTargetLast20', 'RedLast20', 'GoalConcededH2HLast10')",67.57679180887372
"('ShotTargetLast20', 'ShotTargetH2HLast10', 'RedLast20')",67.57679180887372
"('ShotTargetLast20', 'GoalScoredLast20', 'PointH2HLast10', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.57679180887372
"('ShotTargetLast20', 'GoalScoredLast20', 'PointH2HLast10', 'RedH2HLast10', 'GoalConcededLast20')",67.57679180887372
"('ShotTargetLast20', 'GoalScoredLast20', 'PointLast20', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.57679180887372
"('ShotTargetLast20', 'GoalScoredLast20', 'PointLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20')",67.57679180887372
"('ShotTargetLast20', 'GoalScoredLast20', 'RedH2HLast10')",67.57679180887372
"('GoalScoredLast20', 'PointLast20', 'PointH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.57679180887372
"('GoalScoredLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.57679180887372
"('ShotTargetLast20', 'GoalScoredLast20', 'PointLast20', 'PointH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.57679180887372
"('ShotTargetLast20', 'GoalScoredLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10')",67.91808873720136
"('GoalScoredLast20', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.91808873720136
"('ShotTargetLast20', 'GoalScoredLast20', 'GoalConcededLast20')",67.91808873720136
"('ShotTargetLast20', 'GoalScoredLast20', 'PointLast20', 'GoalScoredH2HLast10', 'GoalConcededLast20')",67.91808873720136
"('GoalScoredLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20')",67.91808873720136
"('PointLast20', 'PointH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.91808873720136
"('ShotTargetLast20', 'GoalScoredLast20', 'PointLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'GoalConcededLast20')",67.91808873720136
"('GoalScoredLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededH2HLast10')",67.91808873720136
"('ShotTargetLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20')",67.91808873720136
"('ShotTargetLast20', 'GoalScoredLast20', 'PointH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededH2HLast10')",67.91808873720136
"('ShotTargetLast20', 'GoalScoredLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'GoalConcededH2HLast10')",67.91808873720136
"('ShotTargetLast20', 'PointLast20', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.91808873720136
"('ShotTargetLast20', 'GoalScoredLast20', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedLast20')",67.91808873720136
"('GoalScoredLast20', 'PointLast20', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.91808873720136
"('ShotTargetLast20', 'GoalScoredLast20', 'PointLast20', 'GoalScoredH2HLast10', 'RedLast20', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.91808873720136
"('ShotTargetLast20', 'GoalScoredLast20', 'PointLast20', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededLast20')",67.91808873720136
"('ShotTargetLast20', 'GoalScoredLast20', 'ShotTargetH2HLast10', 'RedH2HLast10', 'GoalConcededH2HLast10')",67.91808873720136
"('PointLast20', 'ShotTargetH2HLast10', 'RedLast20')",67.91808873720136
"('PointLast20', 'ShotTargetH2HLast10', 'GoalConcededH2HLast10')",67.91808873720136
"('PointLast20', 'PointH2HLast10', 'GoalScoredH2HLast10')",67.91808873720136
"('PointLast20', 'PointH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'RedLast20', 'GoalConcededH2HLast10')",67.91808873720136
"('ShotTargetLast20', 'GoalScoredLast20', 'PointLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'RedLast20', 'GoalConcededLast20')",67.91808873720136
"('ShotTargetLast20', 'GoalScoredLast20', 'PointLast20', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedLast20', 'GoalConcededLast20')",67.91808873720136
"('PointH2HLast10', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.91808873720136
"('ShotTargetLast20', 'GoalScoredLast20', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedLast20', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.91808873720136
"('ShotTargetLast20', 'GoalScoredLast20', 'RedH2HLast10', 'RedLast20', 'GoalConcededH2HLast10')",67.91808873720136
"('ShotTargetLast20', 'GoalScoredLast20', 'GoalScoredH2HLast10', 'RedH2HLast10', 'GoalConcededH2HLast10')",67.91808873720136
"('PointLast20', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.91808873720136
"('GoalScoredLast20', 'PointH2HLast10', 'ShotTargetH2HLast10', 'RedH2HLast10', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.91808873720136
"('ShotTargetLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'RedLast20')",67.91808873720136
"('ShotTargetLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.91808873720136
"('ShotTargetLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'RedH2HLast10', 'GoalConcededH2HLast10')",67.91808873720136
"('GoalScoredLast20', 'PointLast20', 'GoalScoredH2HLast10', 'RedH2HLast10', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.91808873720136
"('ShotTargetLast20', 'PointH2HLast10', 'ShotTargetH2HLast10', 'RedLast20', 'GoalConcededH2HLast10')",67.91808873720136
"('PointLast20', 'PointH2HLast10', 'ShotTargetH2HLast10', 'GoalConcededH2HLast10')",67.91808873720136
"('ShotTargetLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'RedH2HLast10', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.91808873720136
"('ShotTargetLast20', 'GoalScoredLast20', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10')",67.91808873720136
"('GoalScoredLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'RedLast20', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.91808873720136
"('ShotTargetLast20', 'GoalScoredLast20', 'GoalScoredH2HLast10', 'RedLast20')",67.91808873720136
"('GoalScoredLast20', 'PointLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'GoalConcededLast20')",67.91808873720136
"('PointLast20', 'ShotTargetH2HLast10', 'RedH2HLast10', 'GoalConcededH2HLast10')",67.91808873720136
"('PointLast20', 'GoalScoredH2HLast10', 'RedH2HLast10', 'GoalConcededH2HLast10')",67.91808873720136
"('GoalScoredLast20', 'PointH2HLast10', 'GoalScoredH2HLast10', 'RedH2HLast10', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.91808873720136
"('ShotTargetLast20', 'PointLast20', 'GoalScoredH2HLast10', 'ShotTargetH2HLast10', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.91808873720136
"('ShotTargetLast20', 'GoalScoredLast20', 'PointH2HLast10', 'RedLast20', 'GoalConcededLast20', 'GoalConcededH2HLast10')",67.91808873720136
