Date,HomeTeam,AwayTeam,HomeTeamShotTargetLast20,HomeTeamRatingLast20,AwayTeamShotTargetLast20,AwayTeamRatingLast20,HomeTeamWin%H2HLast10,AwayTeamWin%H2HLast10,FTR,FTR_Prediction
2023-04-27,Tottenham,Man United,97,15.7,109,21.8,30.0,70.0,D,A
2023-04-29,Crystal Palace,West Ham,61,11.7,73,14.0,30.0,40.0,H,H
2023-04-29,Brentford,Nottingham,81,15.0,67,8.9,0.0,0.0,H,H
2023-04-29,Brighton,Wolves,129,18.5,74,16.4,44.44444444,33.33333333,H,H
2023-04-30,Bournemouth,Leeds,80,15.6,74,9.1,0.0,100.0,H,H
2023-04-30,Fulham,Man City,76,14.2,112,27.7,0.0,90.0,A,A
2023-04-30,Man United,Aston Villa,111,21.1,81,24.2,40.0,30.0,H,H
2023-04-30,Newcastle,Southampton,100,22.7,75,6.7,60.0,10.0,H,H
2023-04-30,Liverpool,Tottenham,107,20.1,97,15.1,60.0,0.0,H,H
2023-05-01,Leicester,Everton,75,8.4,79,8.3,20.0,50.0,D,H
2023-05-02,Arsenal,Chelsea,98,20.5,77,9.3,50.0,40.0,H,H
2023-05-03,Liverpool,Fulham,105,21.3,71,12.8,50.0,30.0,H,H
2023-05-03,Man City,West Ham,116,28.7,72,13.0,70.0,0.0,H,H
2023-05-04,Brighton,Man United,135,19.2,114,21.8,50.0,50.0,H,H
2023-05-06,Bournemouth,Chelsea,81,17.5,80,8.1,33.33333333,66.66666667,A,H
2023-05-06,Man City,Leeds,118,29.0,75,8.6,60.0,20.0,H,H
2023-05-06,Tottenham,Crystal Palace,99,13.7,67,13.7,70.0,20.0,H,H
2023-05-06,Wolves,Aston Villa,71,15.0,78,22.4,50.0,20.0,H,H
2023-05-06,Liverpool,Brentford,101,22.4,87,16.5,40.0,20.0,H,H
2023-05-07,Newcastle,Arsenal,98,23.4,104,21.5,20.0,70.0,A,H
2023-05-07,West Ham,Man United,72,12.0,116,20.1,20.0,70.0,H,A
2023-05-08,Fulham,Leicester,72,11.5,73,8.4,50.0,12.5,H,H
2023-05-08,Brighton,Everton,132,21.1,85,9.0,40.0,50.0,A,H
2023-05-08,Nottingham,Southampton,63,8.3,73,6.4,100.0,0.0,H,A
2023-05-13,Leeds,Newcastle,76,7.6,99,21.6,20.0,40.0,D,A
2023-05-13,Aston Villa,Tottenham,79,20.0,94,15.3,20.0,80.0,H,H
2023-05-13,Chelsea,Nottingham,83,10.5,65,9.8,0.0,0.0,D,H
2023-05-13,Crystal Palace,Bournemouth,69,12.9,76,16.3,33.33333333,22.22222222,H,H
2023-05-13,Man United,Wolves,111,17.8,71,16.7,50.0,20.0,H,H
2023-05-13,Southampton,Fulham,73,5.5,72,13.2,30.0,30.0,A,A
2023-05-14,Brentford,West Ham,80,14.8,70,14.0,100.0,0.0,H,H
2023-05-14,Everton,Man City,87,10.9,118,30.0,0.0,90.0,A,A
2023-05-14,Arsenal,Brighton,105,22.4,129,18.5,40.0,40.0,A,H
2023-05-15,Leicester,Liverpool,76,7.6,97,23.6,30.0,70.0,A,A
2023-05-18,Newcastle,Brighton,101,20.3,133,20.4,20.0,30.0,H,H
2023-05-20,Tottenham,Brentford,88,13.9,85,16.1,40.0,0.0,A,A
2023-05-20,Bournemouth,Man United,72,14.9,112,19.1,22.22222222,66.66666667,A,A
2023-05-20,Fulham,Crystal Palace,65,14.9,68,14.6,37.5,37.5,D,H
2023-05-20,Liverpool,Aston Villa,97,24.7,77,21.5,90.0,10.0,D,H
2023-05-20,Wolves,Everton,67,15.3,84,10.5,50.0,30.0,D,H
2023-05-20,Nottingham,Arsenal,64,10.3,100,20.4,0.0,100.0,H,A
2023-05-21,West Ham,Leeds,70,13.0,79,8.1,40.0,50.0,H,H
2023-05-21,Brighton,Southampton,131,18.1,70,5.2,20.0,20.0,H,H
2023-05-21,Man City,Chelsea,113,30.3,84,10.3,80.0,20.0,H,H
2023-05-22,Newcastle,Leicester,105,21.8,78,6.8,40.0,60.0,D,H
2023-05-24,Brighton,Man City,134,19.7,112,31.0,10.0,90.0,D,A
2023-05-25,Man United,Chelsea,111,20.1,88,9.4,20.0,0.0,H,H
2023-05-28,Arsenal,Wolves,99,18.3,69,14.7,60.0,20.0,H,H
2023-05-28,Aston Villa,Brighton,76,20.4,133,18.7,66.66666667,11.11111111,H,A
2023-05-28,Brentford,Man City,83,17.7,113,29.3,20.0,80.0,H,A
2023-05-28,Chelsea,Newcastle,91,8.4,104,20.7,80.0,20.0,D,A
2023-05-28,Crystal Palace,Nottingham,69,14.8,61,11.8,0.0,100.0,D,H
2023-05-28,Everton,Bournemouth,87,10.1,74,14.0,33.33333333,44.44444444,H,H
2023-05-28,Leeds,Tottenham,76,7.1,94,12.5,10.0,80.0,A,A
2023-05-28,Leicester,West Ham,77,7.3,74,14.7,30.0,40.0,H,A
2023-05-28,Man United,Fulham,114,21.4,67,14.3,80.0,0.0,H,H
2023-05-28,Southampton,Liverpool,68,4.3,96,23.9,10.0,90.0,D,A
