Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HST,AST,HR,AR,HomeTeamPointLast20,HomeTeamGoalScoredLast20,HomeTeamGoalConcededLast20,HomeTeamShotTargetLast20,HomeTeamRedLast20,HomeTeamRatingLast20,AwayTeamPointLast20,AwayTeamGoalScoredLast20,AwayTeamGoalConcededLast20,AwayTeamShotTargetLast20,AwayTeamRedLast20,AwayTeamRatingLast20,HomeTeamPointH2HLast10,HomeTeamGoalScoredH2HLast10,HomeTeamGoalConcededH2HLast10,HomeTeamShotTargetH2HLast10,HomeTeamRedH2HLast10,HomeTeamWin%H2HLast10,AwayTeamPointH2HLast10,AwayTeamGoalScoredH2HLast10,AwayTeamGoalConcededH2HLast10,AwayTeamShotTargetH2HLast10,AwayTeamRedH2HLast10,AwayTeamWin%H2HLast10,FTR_Prediction
2022-10-15,Fulham,Bournemouth,2,2,D,4,6,0,0,16,20,38,68,1,9.600000000000003,22,16,39,45,2,13.7,0,0,3,1,1,0.0,3,3,0,5,0,100.0,H
2022-10-15,Wolves,Nottingham,1,0,H,2,2,0,0,17,17,32,71,2,7.100000000000002,5,7,22,25,0,3.8,0,0,0,0,0,0.0,0,0,0,0,0,0.0,H
2022-10-15,Tottenham,Everton,2,0,H,7,0,0,0,46,47,15,114,1,24.700000000000003,24,22,28,76,3,13.7,19,23,6,47,1,50.0,7,6,23,23,2,10.0,H
2022-10-16,Aston Villa,Chelsea,0,2,A,7,4,0,0,18,19,28,86,0,11.100000000000003,37,36,25,107,2,20.800000000000004,4,7,24,28,1,10.0,25,24,7,53,1,80.0,A
2022-10-16,Leeds,Arsenal,0,1,A,4,4,0,0,24,24,31,76,3,12.300000000000002,42,41,27,116,1,25.800000000000004,4,11,31,33,2,10.0,25,31,11,89,1,80.0,A
2022-10-16,Man United,Newcastle,0,0,D,2,2,0,0,27,26,38,91,0,17.000000000000004,32,29,24,100,0,18.700000000000006,20,24,11,72,0,60.0,8,11,24,47,0,20.0,H
2022-10-16,Southampton,West Ham,1,1,D,8,4,0,0,12,17,43,70,0,6.700000000000001,21,22,27,73,1,12.4,12,10,16,40,0,30.0,15,16,10,47,3,40.0,A
2022-10-16,Liverpool,Man City,1,0,H,2,6,0,0,42,44,18,114,1,19.40000000000001,50,68,18,133,0,28.200000000000006,12,17,22,39,1,20.0,12,22,17,39,0,20.0,A
2022-10-18,Brighton,Nottingham,0,0,D,7,0,0,0,32,30,23,98,0,17.700000000000003,5,7,23,27,0,3.5000000000000004,0,0,0,0,0,0.0,0,0,0,0,0,0.0,H
2022-10-18,Crystal Palace,Wolves,2,1,H,4,4,0,0,28,23,20,88,0,14.500000000000004,17,14,32,68,2,9.3,16,10,4,40,1,62.5,7,4,10,29,1,25.0,H
