Date,HomeTeam,AwayTeam,FTR,HomeTeamShotTargetLast20,HomeTeamRatingLast20,AwayTeamShotTargetLast20,AwayTeamRatingLast20,HomeTeamWin%H2HLast10,AwayTeamWin%H2HLast10
2017-05-01,Watford,Liverpool,A,78,13.6,101,19.5,20,80
2017-05-05,West Ham,Tottenham,H,84,11.5,130,29.1,30,50
2017-05-06,Bournemouth,Stoke,D,89,14,72,10.5,33.33333333,66.66666667
2017-05-06,Burnley,West Brom,D,68,11.4,62,10.9,0,66.66666667
2017-05-06,Hull,Sunderland,A,68,14.5,68,4.5,33.33333333,55.55555556
2017-05-06,Leicester,Watford,H,84,16.4,75,12.4,66.66666667,33.33333333
2017-05-06,Man City,Crystal Palace,H,98,19,65,15.2,88.88888889,11.11111111
2017-05-06,Swansea,Everton,H,74,11.4,102,19.7,10,40
2017-05-07,Arsenal,Man United,H,105,16.2,124,22.2,10,50
2017-05-07,Liverpool,Southampton,D,106,20.5,90,13.4,40,40
2017-05-08,Chelsea,Middlesbrough,H,93,24.8,55,7.3,80,20
2017-05-10,Southampton,Arsenal,A,87,13.3,99,17.8,20,40
2017-05-12,Everton,Watford,H,100,17.2,76,11.4,40,20
2017-05-12,West Brom,Chelsea,A,64,11.1,98,25.5,30,40
2017-05-13,Bournemouth,Burnley,H,88,13.8,70,11.9,0,100
2017-05-13,Man City,Leicester,H,106,20.5,83,18.1,33.33333333,44.44444444
2017-05-13,Middlesbrough,Southampton,A,53,6.9,87,12,33.33333333,44.44444444
2017-05-13,Stoke,Arsenal,A,72,10.9,97,19,20,50
2017-05-13,Sunderland,Swansea,A,71,7.1,74,13.4,20,30
2017-05-14,Crystal Palace,Hull,H,64,14.4,69,13.2,40,40
2017-05-14,Tottenham,Man United,H,131,26.9,123,20,30,40
2017-05-14,West Ham,Liverpool,A,82,12.8,110,19.9,40,40
2017-05-15,Chelsea,Watford,H,97,26.1,76,10.2,60,0
2017-05-16,Arsenal,Sunderland,H,100,20.6,72,6.5,70,0
2017-05-16,Man City,West Brom,H,104,21.4,62,9.5,100,0
2017-05-17,Southampton,Man United,D,87,13.8,119,17.8,20,60
2017-05-18,Leicester,Tottenham,A,83,16.7,129,27.1,30,40
2017-05-21,Arsenal,Everton,H,112,21.8,105,18.9,40,20
2017-05-21,Burnley,West Ham,A,71,10.2,79,11.9,20,80
2017-05-21,Chelsea,Sunderland,H,100,26.8,70,5.8,70,20
2017-05-21,Hull,Tottenham,A,64,12.3,132,27.9,11.11111111,66.66666667
2017-05-21,Leicester,Bournemouth,D,80,15.4,89,15.7,0,33.33333333
2017-05-21,Liverpool,Middlesbrough,H,117,20.7,52,6,50,10
2017-05-21,Man United,Crystal Palace,H,115,16.9,66,15.9,77.77777778,0
2017-05-21,Southampton,Stoke,A,85,13.8,69,9.4,22.22222222,22.22222222
2017-05-21,Swansea,West Brom,H,75,15.4,63,8.6,50,40
2017-05-21,Watford,Man City,A,75,9.5,109,22.6,0,60
2017-08-11,Arsenal,Leicester,H,110,23.1,83,15,70,0
2017-08-12,Brighton,Man City,A,0,0,112,23.5,0,0
2017-08-12,Chelsea,Burnley,A,104,27.4,68,9.6,66.66666667,0
2017-08-12,Crystal Palace,Huddersfield,A,63,15.1,0,0,0,0
2017-08-12,Everton,Stoke,H,109,16.7,70,11.8,40,30
2017-08-12,Southampton,Swansea,D,89,12.4,70,17.1,60,20
2017-08-12,Watford,Liverpool,D,75,8.3,121,22.3,16.66666667,83.33333333
2017-08-12,West Brom,Bournemouth,H,67,7.3,90,15.7,25,50
2017-08-13,Man United,West Ham,H,108,18,76,13.2,50,10
2017-08-13,Newcastle,Tottenham,A,94,13.4,141,28.1,50,40
2017-08-19,Bournemouth,Watford,A,86,14.3,77,8.6,0,0
2017-08-19,Burnley,West Brom,A,67,10.9,70,9.4,0,50
2017-08-19,Leicester,Brighton,H,82,13.8,2,0,0,0
2017-08-19,Liverpool,Crystal Palace,H,125,21.1,63,13.3,40,50
2017-08-19,Southampton,West Ham,H,90,12.6,72,12.6,30,40
2017-08-19,Stoke,Arsenal,H,69,10.4,113,24,20,60
2017-08-19,Swansea,Man United,A,65,16.8,102,19.3,30,50
2017-08-20,Huddersfield,Newcastle,H,6,3,95,12.5,0,0
2017-08-20,Tottenham,Chelsea,A,141,28.9,103,25.1,20,40
2017-08-21,Man City,Everton,D,114,24.7,106,18.1,40,20
2017-08-26,Bournemouth,Man City,A,82,13.2,117,23.6,0,100
2017-08-26,Crystal Palace,Swansea,A,61,12.6,62,15.2,12.5,37.5
2017-08-26,Huddersfield,Southampton,D,9,6,92,14.2,0,0
2017-08-26,Man United,Leicester,H,104,20.4,82,15.3,70,10
2017-08-26,Newcastle,West Ham,H,94,11.4,78,10.9,50,30
2017-08-26,Watford,Brighton,D,82,10.5,4,0,0,0
2017-08-27,Chelsea,Everton,H,103,25.7,102,17.2,70,20
2017-08-27,Liverpool,Arsenal,H,123,22.7,115,22.3,30,30
2017-08-27,Tottenham,Burnley,D,145,26.1,64,10.6,66.66666667,16.66666667
2017-08-27,West Brom,Stoke,D,66,11.1,68,12.5,40,30
2017-09-09,Arsenal,Bournemouth,H,109,20.2,79,12.1,75,0
2017-09-09,Brighton,West Brom,H,6,1,68,11.2,0,0
2017-09-09,Everton,Tottenham,A,98,15.4,139,24.9,10,40
2017-09-09,Leicester,Chelsea,A,84,14.4,107,26.7,10,80
2017-09-09,Man City,Liverpool,H,120,24.5,129,23.7,20,50
2017-09-09,Southampton,Watford,A,90,14.3,77,10.7,50,0
2017-09-09,Stoke,Man United,D,64,12.1,108,21.7,20,50
2017-09-10,Burnley,Crystal Palace,H,64,9.9,63,10.8,50,25
2017-09-10,Swansea,Newcastle,A,62,16.8,96,13.5,60,20
2017-09-11,West Ham,Huddersfield,H,78,10.3,15,6.7,0,0
2017-09-15,Bournemouth,Brighton,H,75,11.1,12,4,0,0
2017-09-16,Crystal Palace,Southampton,A,66,10.1,84,12.6,20,60
2017-09-16,Huddersfield,Leicester,D,17,6.4,84,12.7,0,0
2017-09-16,Liverpool,Burnley,D,127,22.1,59,12.6,83.33333333,16.66666667
2017-09-16,Newcastle,Stoke,H,94,15.4,68,12.2,40,40
2017-09-16,Tottenham,Swansea,D,143,25.4,63,15.5,90,0
2017-09-16,Watford,Man City,A,77,12.3,120,25.6,0,66.66666667
2017-09-16,West Brom,West Ham,D,66,9.9,76,11.6,20,30
2017-09-17,Chelsea,Arsenal,D,108,27,109,21.6,70,10
2017-09-17,Man United,Everton,H,108,20.8,91,13.7,40,40
2017-09-23,Burnley,Huddersfield,D,60,12.1,20,7,0,0
2017-09-23,Everton,Bournemouth,H,89,12.2,76,13,50,25
2017-09-23,Leicester,Liverpool,A,80,12.8,133,20.9,20,60
2017-09-23,Man City,Crystal Palace,H,126,26.2,65,8.3,90,10
2017-09-23,Southampton,Man United,A,86,14.6,109,21.9,20,50
2017-09-23,Stoke,Chelsea,A,65,11,110,26,20,70
2017-09-23,Swansea,Watford,A,58,14.8,72,11.5,25,50
2017-09-23,West Ham,Tottenham,A,76,12.3,148,24.4,40,50
2017-09-24,Brighton,Newcastle,H,14,3.9,95,17.3,0,0
2017-09-25,Arsenal,West Brom,H,106,20.8,62,9.9,70,20
2017-09-30,Bournemouth,Leicester,D,72,12.1,86,11.1,25,0
2017-09-30,Chelsea,Man City,A,108,26.3,130,27.1,40,30
2017-09-30,Huddersfield,Tottenham,A,22,7.7,148,24.7,0,0
2017-09-30,Man United,Crystal Palace,H,104,23,56,7.6,80,0
2017-09-30,Stoke,Southampton,H,65,10.1,83,13.2,30,20
2017-09-30,West Brom,Watford,D,61,8.9,69,12.9,25,50
2017-09-30,West Ham,Swansea,H,76,10.6,59,13.8,50,20
2017-10-01,Arsenal,Brighton,H,107,22.2,17,6.6,0,0
2017-10-01,Everton,Burnley,A,83,13.8,56,12.5,66.66666667,33.33333333
2017-10-01,Newcastle,Liverpool,D,97,16.2,134,22.3,30,40
2017-10-14,Burnley,West Ham,D,54,14.2,76,13.2,16.66666667,83.33333333
2017-10-14,Crystal Palace,Chelsea,H,56,6.1,108,24.3,30,70
2017-10-14,Liverpool,Man United,D,127,21.1,100,23.9,20,60
2017-10-14,Man City,Stoke,H,131,27.7,67,12,50,20
2017-10-14,Swansea,Huddersfield,H,56,12.3,23,7.2,0,0
2017-10-14,Tottenham,Bournemouth,H,153,25.7,75,11.7,75,0
2017-10-14,Watford,Arsenal,H,69,13.4,112,23.3,16.66666667,83.33333333
2017-10-15,Brighton,Everton,D,18,6.5,84,12.4,0,0
2017-10-15,Southampton,Newcastle,D,78,11.9,95,15.8,50,30
2017-10-16,Leicester,West Brom,D,86,11.1,62,8.9,50,33.33333333
2017-10-20,West Ham,Brighton,A,80,12.8,21,6.9,0,0
2017-10-21,Chelsea,Watford,H,108,21.6,70,14.8,66.66666667,0
2017-10-21,Huddersfield,Man United,H,25,6.8,94,23,0,0
2017-10-21,Man City,Burnley,H,135,28.6,56,14.5,50,16.66666667
2017-10-21,Newcastle,Crystal Palace,H,96,15.7,58,8.4,50,12.5
2017-10-21,Southampton,West Brom,H,69,11.5,59,9.2,40,40
2017-10-21,Stoke,Bournemouth,A,65,11.1,72,10.8,50,25
2017-10-21,Swansea,Leicester,A,57,14.3,82,10.4,33.33333333,66.66666667
2017-10-22,Everton,Arsenal,A,82,12,115,21.4,20,40
2017-10-22,Tottenham,Liverpool,H,150,26,125,20.2,10,60
2017-10-28,Arsenal,Swansea,H,127,22.5,51,13.1,50,40
2017-10-28,Bournemouth,Chelsea,A,74,12.3,112,22.7,25,75
2017-10-28,Crystal Palace,West Ham,D,54,6.9,80,12.2,37.5,50
2017-10-28,Liverpool,Huddersfield,H,125,18.2,28,9.3,0,0
2017-10-28,Man United,Tottenham,H,91,20.9,149,26.7,30,40
2017-10-28,Watford,Stoke,A,71,14.2,59,10,25,75
2017-10-28,West Brom,Man City,A,60,8.2,144,29.2,0,100
2017-10-29,Brighton,Southampton,D,26,9.8,72,13.5,0,0
2017-10-29,Leicester,Everton,H,83,12.3,81,10.7,20,30
2017-10-30,Burnley,Newcastle,H,52,13,96,17.5,0,0
2017-11-04,Huddersfield,West Brom,H,28,8.9,62,7.7,0,0
2017-11-04,Newcastle,Bournemouth,A,98,16.3,66,11.4,50,50
2017-11-04,Southampton,Burnley,A,69,13.3,56,15.3,50,50
2017-11-04,Stoke,Leicester,D,59,12.1,81,13.8,16.66666667,50
2017-11-04,Swansea,Brighton,A,50,11.8,28,10.1,0,0
2017-11-04,West Ham,Liverpool,A,75,11.8,130,19.2,30,50
2017-11-05,Chelsea,Man United,H,110,23.3,91,22,40,20
2017-11-05,Everton,Watford,H,78,9.5,69,12.4,50,16.66666667
2017-11-05,Man City,Arsenal,H,146,30.1,129,23.6,30,20
2017-11-05,Tottenham,Crystal Palace,H,147,24,63,7.2,60,20
2017-11-18,Arsenal,Tottenham,H,124,21.4,142,24.7,30,30
2017-11-18,Bournemouth,Huddersfield,H,66,12.7,31,11.1,0,0
2017-11-18,Burnley,Swansea,H,54,16.8,51,10.9,0,100
2017-11-18,Crystal Palace,Everton,D,63,6,75,11.2,20,40
2017-11-18,Leicester,Man City,A,75,13.7,146,30.5,40,40
2017-11-18,Liverpool,Southampton,H,133,20.5,63,12,40,30
2017-11-18,Man United,Newcastle,H,90,20.2,100,14.8,50,20
2017-11-18,West Brom,Chelsea,A,57,6.7,107,24.4,20,50
2017-11-19,Watford,West Ham,H,62,11.8,69,11.2,50,16.66666667
2017-11-20,Brighton,Stoke,D,30,12.7,65,12.3,0,0
2017-11-24,West Ham,Leicester,D,71,9.7,67,12.2,20,60
2017-11-25,Crystal Palace,Stoke,H,67,6.5,69,12.2,62.5,25
2017-11-25,Liverpool,Chelsea,D,135,21.5,110,25,20,30
2017-11-25,Man United,Brighton,H,88,21.1,33,12.9,0,0
2017-11-25,Newcastle,Watford,A,97,13.6,67,13,25,50
2017-11-25,Swansea,Bournemouth,D,49,9.6,68,15.1,0,75
2017-11-25,Tottenham,West Brom,D,138,22.3,58,6.2,30,10
2017-11-26,Burnley,Arsenal,A,59,18.8,126,22.3,0,83.33333333
2017-11-26,Huddersfield,Man City,A,34,10.7,143,31.2,0,0
2017-11-26,Southampton,Everton,H,60,10.8,76,11.3,30,50
2017-11-28,Brighton,Crystal Palace,D,35,12.2,66,8.6,0,0
2017-11-28,Leicester,Tottenham,H,65,12.3,137,21,20,50
2017-11-28,Watford,Man United,A,69,15.7,89,22.4,16.66666667,83.33333333
2017-11-28,West Brom,Newcastle,D,58,6.5,94,12.1,30,50
2017-11-29,Arsenal,Huddersfield,H,124,23.4,34,9.6,0,0
2017-11-29,Bournemouth,Burnley,A,71,14.4,58,17.1,50,50
2017-11-29,Chelsea,Swansea,H,108,23.8,49,9.7,60,10
2017-11-29,Everton,West Ham,H,74,10,73,10.1,70,10
2017-11-29,Man City,Southampton,H,141,31.4,64,12.8,60,20
2017-11-29,Stoke,Liverpool,A,70,11.3,131,20.6,20,70
2017-12-02,Arsenal,Man United,A,126,24,90,23.3,20,40
2017-12-02,Brighton,Liverpool,A,39,12.3,134,21.6,0,0
2017-12-02,Chelsea,Newcastle,H,118,24.4,95,12,50,40
2017-12-02,Everton,Huddersfield,H,72,12,36,9.2,0,0
2017-12-02,Leicester,Burnley,H,67,14.1,60,18.8,50,25
2017-12-02,Stoke,Swansea,H,67,10.1,48,8.5,40,30
2017-12-02,Watford,Tottenham,D,65,13.9,129,18.9,0,83.33333333
2017-12-02,West Brom,Crystal Palace,D,56,7.1,66,9,40,40
2017-12-03,Bournemouth,Southampton,D,72,13.6,62,11.9,25,50
2017-12-03,Man City,West Ham,H,148,31.8,70,8.6,60,20
2017-12-09,Burnley,Watford,H,58,17.4,65,14.3,50,50
2017-12-09,Crystal Palace,Bournemouth,D,65,9.1,76,12.9,25,25
2017-12-09,Huddersfield,Brighton,H,39,8.1,41,11.6,0,0
2017-12-09,Newcastle,Leicester,A,90,10.5,67,16.1,40,30
2017-12-09,Swansea,West Brom,H,47,7.5,60,7.3,50,40
2017-12-09,Tottenham,Stoke,H,127,17.8,66,12.2,60,20
2017-12-09,West Ham,Chelsea,H,71,7.9,120,25.4,20,60
2017-12-10,Liverpool,Everton,D,138,22.7,69,13.8,40,0
2017-12-10,Man United,Man City,A,93,24.6,150,32,30,50
2017-12-10,Southampton,Arsenal,D,64,11.6,137,22.1,20,50
2017-12-12,Burnley,Stoke,H,63,18.9,66,11,33.33333333,33.33333333
2017-12-12,Crystal Palace,Watford,H,72,9.5,65,12.8,50,25
2017-12-12,Huddersfield,Chelsea,A,45,10.7,117,22.7,0,0
2017-12-13,Liverpool,West Brom,D,140,21.7,57,6.8,40,20
2017-12-13,Man United,Bournemouth,H,92,22.5,71,13.1,50,25
2017-12-13,Newcastle,Everton,A,91,9.3,71,13.8,20,70
2017-12-13,Southampton,Leicester,A,67,11.7,71,17.7,30,20
2017-12-13,Swansea,Man City,A,44,9.3,153,32.4,0,80
2017-12-13,Tottenham,Brighton,H,127,19,43,10.6,0,0
2017-12-13,West Ham,Arsenal,D,70,9.7,139,20.7,10,80
2017-12-16,Arsenal,Newcastle,H,138,19.8,92,8.1,90,0
2017-12-16,Brighton,Burnley,D,47,9.9,62,20.5,0,0
2017-12-16,Chelsea,Southampton,H,115,23.7,68,10.4,50,20
2017-12-16,Leicester,Crystal Palace,A,77,19.4,71,11.8,50,33.33333333
2017-12-16,Man City,Tottenham,H,151,32.4,130,20.1,50,40
2017-12-16,Stoke,West Ham,A,69,10.1,66,10.1,30,10
2017-12-16,Watford,Huddersfield,A,60,12.1,47,9.6,0,0
2017-12-17,Bournemouth,Liverpool,A,71,11.3,137,20.8,25,50
2017-12-17,West Brom,Man United,A,55,6.9,90,23.6,30,40
2017-12-18,Everton,Swansea,H,71,15.6,43,8.3,30,20
2017-12-22,Arsenal,Liverpool,D,137,20.6,136,21.7,20,40
2017-12-23,Brighton,Watford,H,49,9.9,61,10.6,0,0
2017-12-23,Burnley,Tottenham,A,64,19.7,125,18.3,14.28571429,57.14285714
2017-12-23,Everton,Chelsea,D,76,17.6,118,24.3,20,70
2017-12-23,Leicester,Man United,D,75,18,91,24.6,10,70
2017-12-23,Man City,Bournemouth,H,157,32.6,71,10.7,100,0
2017-12-23,Southampton,Huddersfield,D,66,9.5,56,11.9,0,0
2017-12-23,Stoke,West Brom,H,66,8.9,58,6.4,20,40
2017-12-23,Swansea,Crystal Palace,D,42,7.1,75,14.1,44.44444444,11.11111111
2017-12-23,West Ham,Newcastle,A,68,11.7,90,7,30,50
2017-12-26,Bournemouth,West Ham,D,66,9.2,71,11.1,50,50
2017-12-26,Chelsea,Brighton,H,117,23.3,52,12.2,0,0
2017-12-26,Huddersfield,Stoke,D,59,11.8,67,11.1,0,0
2017-12-26,Liverpool,Swansea,H,134,21,41,7.2,60,20
2017-12-26,Man United,Burnley,D,96,23.4,63,18.3,50,16.66666667
2017-12-26,Tottenham,Southampton,H,121,19.1,66,9.2,80,10
2017-12-26,Watford,Leicester,H,59,9.9,73,17.7,25,75
2017-12-26,West Brom,Everton,D,63,5.5,70,17.1,20,50
2017-12-27,Newcastle,Man City,A,91,8.9,152,32.6,0,90
2017-12-28,Crystal Palace,Arsenal,A,76,14.1,128,19.9,10,70
2017-12-30,Bournemouth,Everton,H,72,9.7,66,16.8,20,60
2017-12-30,Chelsea,Stoke,H,117,23.9,71,11,70,20
2017-12-30,Huddersfield,Burnley,D,67,11.8,64,17.5,0,0
2017-12-30,Liverpool,Leicester,H,133,21.7,73,16.3,60,20
2017-12-30,Man United,Southampton,D,100,22.1,66,8.6,50,20
2017-12-30,Newcastle,Brighton,D,83,8.1,53,11.1,0,100
2017-12-30,Watford,Swansea,A,57,11.4,43,6.3,60,20
2017-12-31,Crystal Palace,Man City,D,77,13.1,149,32.8,10,90
2017-12-31,West Brom,Arsenal,D,61,6,128,20.7,20,70
2018-01-01,Brighton,Bournemouth,D,54,11.1,77,11.5,0,100
2018-01-01,Burnley,Liverpool,A,63,17.1,134,23.2,14.28571429,71.42857143
2018-01-01,Everton,Man United,A,63,15.5,97,20.9,30,50
2018-01-01,Leicester,Huddersfield,H,71,14.9,62,11.6,0,0
2018-01-01,Stoke,Newcastle,A,71,9.9,82,7.8,40,40
2018-01-02,Man City,Watford,H,149,30.8,57,10.7,71.42857143,0
2018-01-02,Southampton,Crystal Palace,A,67,8.3,74,13.3,70,20
2018-01-02,Swansea,Tottenham,A,47,8.6,114,20.6,0,80
2018-01-02,West Ham,West Brom,H,72,10.7,58,6.1,30,20
2018-01-03,Arsenal,Chelsea,D,122,20.2,123,25.1,10,60
2018-01-04,Tottenham,West Ham,D,113,21.4,76,13.1,50,40
2018-01-13,Chelsea,Leicester,D,127,23.7,72,16.6,80,10
2018-01-13,Crystal Palace,Burnley,H,77,15.3,67,15.2,20,60
2018-01-13,Huddersfield,West Ham,A,60,10.5,69,12.9,0,100
2018-01-13,Newcastle,Swansea,D,83,10.3,47,8,30,60
2018-01-13,Tottenham,Everton,H,115,20.9,61,14.1,50,0
2018-01-13,Watford,Southampton,D,54,8.9,65,7.7,20,40
2018-01-13,West Brom,Brighton,H,60,5.5,58,11,0,100
2018-01-14,Bournemouth,Arsenal,H,83,12,122,19,0,80
2018-01-14,Liverpool,Man City,H,126,23.9,150,31,50,30
2018-01-15,Man United,Stoke,H,95,21.8,71,9,40,20
2018-01-20,Arsenal,Crystal Palace,H,125,17.7,76,17.4,80,10
2018-01-20,Brighton,Chelsea,A,57,9.9,127,22.6,0,100
2018-01-20,Burnley,Man United,A,66,14,97,22.8,14.28571429,42.85714286
2018-01-20,Everton,West Brom,D,61,13.1,62,7.8,50,10
2018-01-20,Leicester,Watford,H,69,16.2,58,9.3,60,40
2018-01-20,Man City,Newcastle,H,146,28.2,79,9.9,90,0
2018-01-20,Stoke,Huddersfield,H,74,7.9,56,9.5,0,0
2018-01-20,West Ham,Bournemouth,D,72,15,85,13.5,40,40
2018-01-21,Southampton,Tottenham,D,66,7.4,120,21.7,10,80
2018-01-22,Swansea,Liverpool,H,49,8.1,123,25.2,20,70
2018-01-30,Huddersfield,Liverpool,A,57,8.7,124,22.9,0,100
2018-01-30,Swansea,Arsenal,H,47,10.5,127,18.4,30,60
2018-01-30,West Ham,Crystal Palace,D,73,14.7,76,16.1,44.44444444,33.33333333
2018-01-31,Chelsea,Bournemouth,A,131,23.4,87,13.9,80,20
2018-01-31,Everton,Leicester,H,64,12.8,72,17.9,30,30
2018-01-31,Man City,West Brom,H,148,28.2,64,8.5,100,0
2018-01-31,Newcastle,Burnley,D,75,9.1,66,12.1,0,33.33333333
2018-01-31,Southampton,Brighton,D,69,8.1,54,8.7,0,0
2018-01-31,Stoke,Watford,D,75,10.3,58,7.8,80,20
2018-01-31,Tottenham,Man United,H,116,21.1,91,23.7,30,40
2018-02-03,Arsenal,Everton,H,129,17.1,65,14.8,50,20
2018-02-03,Bournemouth,Stoke,H,89,15.1,75,10.3,40,40
2018-02-03,Brighton,West Ham,H,54,8.7,75,14.5,100,0
2018-02-03,Burnley,Man City,D,64,12,148,28.7,14.28571429,57.14285714
2018-02-03,Leicester,Swansea,D,72,16.4,51,12.8,71.42857143,28.57142857
2018-02-03,Man United,Huddersfield,H,87,21.7,55,7.8,0,100
2018-02-03,West Brom,Southampton,A,64,7.6,68,7.8,30,50
2018-02-04,Crystal Palace,Newcastle,D,76,15.9,76,8.9,11.11111111,55.55555556
2018-02-04,Liverpool,Tottenham,D,122,24.2,114,21.7,60,10
2018-02-05,Watford,Chelsea,H,59,8.2,132,21.5,0,71.42857143
2018-02-10,Everton,Crystal Palace,H,63,13.4,82,15.6,30,20
2018-02-10,Man City,Leicester,H,146,26.7,70,15.8,50,30
2018-02-10,Stoke,Brighton,D,77,9.5,56,10.8,0,0
2018-02-10,Swansea,Burnley,H,49,12.9,64,11.4,80,20
2018-02-10,Tottenham,Arsenal,H,115,21.3,130,17.8,30,30
2018-02-10,West Ham,Watford,H,72,13.4,63,10,14.28571429,57.14285714
2018-02-11,Huddersfield,Bournemouth,H,53,7,93,17.4,0,100
2018-02-11,Newcastle,Man United,H,79,9.4,90,22.4,20,60
2018-02-11,Southampton,Liverpool,A,69,10.4,119,22.9,30,40
2018-02-12,Chelsea,West Brom,H,131,19.3,64,7.2,60,10
2018-02-24,Bournemouth,Newcastle,D,91,15.6,77,11.4,66.66666667,33.33333333
2018-02-24,Brighton,Swansea,H,61,10.7,52,15,100,0
2018-02-24,Burnley,Southampton,D,63,10.3,70,9.3,60,40
2018-02-24,Leicester,Stoke,D,71,14.4,74,9.4,42.85714286,14.28571429
2018-02-24,Liverpool,West Ham,H,121,24,72,15.2,50,30
2018-02-24,Watford,Everton,H,64,9.3,64,15.1,14.28571429,57.14285714
2018-02-24,West Brom,Huddersfield,A,61,6.4,56,9.2,0,100
2018-02-25,Crystal Palace,Tottenham,A,85,14.3,114,21.7,20,70
2018-02-25,Man United,Chelsea,H,89,20.7,137,20.5,10,50
2018-03-01,Arsenal,Man City,A,119,16.6,151,27.2,20,40
2018-03-03,Burnley,Everton,H,61,9.7,60,14,42.85714286,57.14285714
2018-03-03,Leicester,Bournemouth,D,77,13.7,95,15.6,0,20
2018-03-03,Liverpool,Newcastle,H,128,24.9,76,11.8,30,30
2018-03-03,Southampton,Stoke,D,74,9.6,75,9.6,20,40
2018-03-03,Swansea,West Ham,H,50,14,70,14.1,10,60
2018-03-03,Tottenham,Huddersfield,H,112,23.5,61,11.5,100,0
2018-03-03,Watford,West Brom,H,67,11.1,63,6,40,20
2018-03-04,Brighton,Arsenal,H,63,12.8,118,14.3,0,100
2018-03-04,Man City,Chelsea,H,145,27.4,139,18.6,40,40
2018-03-05,Crystal Palace,Man United,A,83,12.9,93,21.4,0,80
2018-03-10,Chelsea,Crystal Palace,H,131,16.5,87,11.6,60,40
2018-03-10,Everton,Brighton,H,61,12.4,64,14.6,0,0
2018-03-10,Huddersfield,Swansea,D,61,10.4,54,15.8,0,100
2018-03-10,Man United,Liverpool,H,98,23,124,25.8,50,20
2018-03-10,Newcastle,Southampton,H,75,10.6,74,9.5,20,50
2018-03-10,West Brom,Leicester,A,63,5.3,75,13.4,28.57142857,42.85714286
2018-03-10,West Ham,Burnley,A,70,12.9,69,11.9,71.42857143,14.28571429
2018-03-11,Arsenal,Watford,H,111,13.4,66,13.5,71.42857143,28.57142857
2018-03-11,Bournemouth,Tottenham,A,95,14.9,113,23.9,0,80
2018-03-12,Stoke,Man City,A,76,9.7,138,27.9,20,60
2018-03-17,Bournemouth,West Brom,H,97,13.8,61,5,40,40
2018-03-17,Huddersfield,Crystal Palace,A,65,10.4,80,10.5,100,0
2018-03-17,Liverpool,Watford,H,118,23.5,70,12.3,71.42857143,14.28571429
2018-03-17,Stoke,Everton,A,74,8.8,62,14.4,30,50
2018-03-31,Brighton,Leicester,A,66,13.5,78,14.7,0,100
2018-03-31,Crystal Palace,Liverpool,A,83,12.2,121,24.1,50,40
2018-03-31,Everton,Man City,A,66,15.8,139,28.1,20,40
2018-03-31,Man United,Swansea,H,97,23.5,52,16.1,60,30
2018-03-31,Newcastle,Huddersfield,H,75,13,64,9.6,0,100
2018-03-31,Watford,Bournemouth,D,68,11.4,96,15.3,20,0
2018-03-31,West Brom,Burnley,A,64,4.3,68,13.3,60,0
2018-03-31,West Ham,Southampton,H,72,11.9,75,8.8,30,40
2018-04-01,Arsenal,Stoke,H,113,14.1,71,7.8,60,30
2018-04-01,Chelsea,Tottenham,A,137,17.6,117,25.7,40,20
2018-04-07,Bournemouth,Crystal Palace,D,97,15.2,79,11.2,20,20
2018-04-07,Brighton,Huddersfield,D,67,12.3,61,8.5,0,100
2018-04-07,Everton,Liverpool,D,63,14.5,119,25.1,0,40
2018-04-07,Leicester,Newcastle,A,78,16.6,74,15.1,40,40
2018-04-07,Man City,Man United,A,138,28.6,100,24.8,60,20
2018-04-07,Stoke,Tottenham,A,67,7.2,122,26.1,20,70
2018-04-07,Watford,Burnley,A,66,11.2,71,15.2,33.33333333,66.66666667
2018-04-07,West Brom,Swansea,D,65,4,52,14.6,40,50
2018-04-08,Arsenal,Southampton,H,121,16.5,72,7.9,40,20
2018-04-08,Chelsea,West Ham,D,133,15.8,76,13.7,60,20
2018-04-14,Burnley,Leicester,H,68,16.6,79,14.9,20,60
2018-04-14,Crystal Palace,Brighton,H,80,10.6,68,12.3,0,0
2018-04-14,Huddersfield,Watford,H,66,9,67,10.3,100,0
2018-04-14,Liverpool,Bournemouth,H,118,23.7,97,14.7,60,20
2018-04-14,Southampton,Chelsea,A,80,7.3,132,14.9,20,60
2018-04-14,Swansea,Everton,D,52,14.8,62,13.9,20,30
2018-04-14,Tottenham,Man City,A,122,27.6,140,25.8,40,50
2018-04-15,Man United,West Brom,A,97,25.3,66,4.3,40,30
2018-04-15,Newcastle,Arsenal,H,73,17.2,123,17.2,0,100
2018-04-16,West Ham,Stoke,D,72,13.8,68,6.3,20,30
2018-04-17,Brighton,Tottenham,D,69,11.4,120,25,0,100
2018-04-18,Bournemouth,Man United,A,96,13.8,97,23.3,20,60
2018-04-19,Burnley,Chelsea,A,69,18.5,134,16.4,14.28571429,57.14285714
2018-04-19,Leicester,Southampton,D,83,13.6,82,6.4,30,20
2018-04-21,Watford,Crystal Palace,D,66,9.3,84,12.7,20,60
2018-04-21,West Brom,Liverpool,D,66,7,118,24.7,10,40
2018-04-22,Arsenal,West Ham,H,124,16.3,74,13.3,70,10
2018-04-22,Man City,Swansea,H,141,26.3,58,14.3,80,0
2018-04-22,Stoke,Burnley,D,74,6.8,67,16.9,28.57142857,42.85714286
2018-04-23,Everton,Newcastle,H,60,13.7,75,19,80,10
