Date,HomeTeam,AwayTeam,FTR,HomeTeamShotTargetLast20,HomeTeamRatingLast20,AwayTeamShotTargetLast20,AwayTeamRatingLast20,HomeTeamWin%H2HLast10,AwayTeamWin%H2HLast10
2016-04-30,Everton,Bournemouth,H,84,10.1,76,14.1,0,0
2016-04-30,Newcastle,Crystal Palace,H,86,8.9,67,7.6,42.85714286,14.28571429
2016-04-30,Stoke,Sunderland,D,70,12.3,73,12.2,20,50
2016-04-30,Watford,Aston Villa,H,66,9.8,65,3.5,33.33333333,33.33333333
2016-04-30,West Brom,West Ham,A,51,11,98,19.4,10,20
2016-05-01,Man United,Leicester,D,75,20.3,88,25.4,77.77777778,11.11111111
2016-05-01,Southampton,Man City,H,80,19.9,98,20,20,60
2016-05-01,Swansea,Liverpool,H,64,14.5,115,20.3,11.11111111,55.55555556
2016-05-02,Chelsea,Tottenham,D,92,18.7,140,23.9,40,10
2016-05-07,Aston Villa,Newcastle,D,65,3.3,86,11.1,10,50
2016-05-07,Bournemouth,West Brom,D,73,12.4,54,10.1,100,0
2016-05-07,Crystal Palace,Stoke,H,65,6.7,70,12.1,60,20
2016-05-07,Leicester,Everton,H,86,24.8,85,12.1,11.11111111,22.22222222
2016-05-07,Norwich,Man United,A,59,8.4,80,20,33.33333333,66.66666667
2016-05-07,Sunderland,Chelsea,H,74,12.2,91,18.1,10,80
2016-05-07,West Ham,Swansea,A,100,20.7,66,16.4,42.85714286,14.28571429
2016-05-08,Liverpool,Watford,H,117,18.6,65,11.5,66.66666667,33.33333333
2016-05-08,Man City,Arsenal,D,98,17.8,106,19.1,30,30
2016-05-08,Tottenham,Southampton,A,137,22.9,84,21.5,70,20
2016-05-10,West Ham,Man United,H,98,19,77,21.2,0,70
2016-05-11,Liverpool,Chelsea,D,114,20.1,94,16.5,40,30
2016-05-11,Norwich,Watford,H,59,7.5,62,10.6,0,100
2016-05-11,Sunderland,Everton,H,76,14.3,87,11.1,30,50
2016-05-15,Arsenal,Aston Villa,H,103,18.5,58,3.5,70,20
2016-05-15,Chelsea,Leicester,D,94,15.8,89,25,66.66666667,33.33333333
2016-05-15,Everton,Norwich,H,88,9.9,61,9.6,33.33333333,11.11111111
2016-05-15,Newcastle,Tottenham,H,85,11.2,137,20.6,40,40
2016-05-15,Southampton,Crystal Palace,H,82,22.6,66,9,57.14285714,14.28571429
2016-05-15,Stoke,West Ham,H,68,10.8,102,20.1,30,20
2016-05-15,Swansea,Man City,D,70,17.9,95,17.5,11.11111111,77.77777778
2016-05-15,Watford,Sunderland,D,64,9.3,81,16.2,100,0
2016-05-15,West Brom,Liverpool,D,56,9.8,119,19.4,40,30
2016-05-17,Man United,Bournemouth,H,77,19.9,70,12.3,0,100
2016-08-13,Burnley,Swansea,A,73,10.7,69,17.5,0,100
2016-08-13,Crystal Palace,West Brom,A,70,8.4,54,10,37.5,37.5
2016-08-13,Everton,Tottenham,D,89,12,132,18.5,20,40
2016-08-13,Hull,Leicester,H,82,9.9,91,24.6,0,50
2016-08-13,Man City,Sunderland,H,91,16.6,82,16,50,30
2016-08-13,Middlesbrough,Stoke,D,110,6.9,69,12.6,50,50
2016-08-13,Southampton,Watford,D,82,23.9,67,9.7,50,0
2016-08-14,Arsenal,Liverpool,A,106,19.7,118,18.7,40,20
2016-08-14,Bournemouth,Man United,A,66,10.9,76,20.8,50,50
2016-08-15,Chelsea,West Ham,H,96,15.2,105,18.5,60,20
2016-08-19,Man United,Southampton,H,81,22.5,84,22.7,60,20
2016-08-20,Burnley,Liverpool,H,73,9.8,119,19.9,0,100
2016-08-20,Leicester,Arsenal,D,92,21.8,105,18.3,0,70
2016-08-20,Stoke,Man City,A,65,12.3,90,18.2,20,50
2016-08-20,Swansea,Hull,A,75,18.8,82,12.2,50,25
2016-08-20,Tottenham,Crystal Palace,H,133,17.5,72,7.7,50,25
2016-08-20,Watford,Chelsea,A,67,9.7,99,16.7,0,50
2016-08-20,West Brom,Everton,A,52,11.6,92,11.8,20,50
2016-08-21,Sunderland,Middlesbrough,A,82,14.6,107,7.2,40,30
2016-08-21,West Ham,Bournemouth,H,103,16.4,66,10,50,50
2016-08-27,Chelsea,Burnley,H,99,18.1,71,11.9,75,0
2016-08-27,Crystal Palace,Bournemouth,D,70,7.2,71,8.7,0,50
2016-08-27,Everton,Stoke,H,96,13.9,65,11.1,30,40
2016-08-27,Hull,Man United,A,81,14,80,23.1,0,87.5
2016-08-27,Leicester,Swansea,H,91,21.3,74,17.6,75,25
2016-08-27,Southampton,Sunderland,D,81,21,81,13.3,40,20
2016-08-27,Tottenham,Liverpool,D,134,18.7,122,18.4,20,50
2016-08-27,Watford,Arsenal,A,66,9.1,106,17.2,0,100
2016-08-28,Man City,West Ham,H,91,19.5,95,17.9,60,20
2016-08-28,West Brom,Middlesbrough,D,51,10.7,108,9.7,33.33333333,50
2016-09-10,Arsenal,Southampton,H,108,19.1,81,19.7,30,20
2016-09-10,Bournemouth,West Brom,H,70,8.8,47,10.3,50,0
2016-09-10,Burnley,Hull,D,64,11.1,81,13,100,0
2016-09-10,Liverpool,Leicester,H,119,17.6,95,21.6,60,20
2016-09-10,Man United,Man City,A,85,24.6,91,20.9,30,60
2016-09-10,Middlesbrough,Crystal Palace,A,107,9.9,74,7.6,100,0
2016-09-10,Stoke,Tottenham,A,62,10,133,17.9,30,40
2016-09-10,West Ham,Watford,A,92,16.1,71,8,25,50
2016-09-11,Swansea,Chelsea,D,72,15.7,107,19.4,10,60
2016-09-12,Sunderland,Everton,A,78,12.9,103,15.6,40,40
2016-09-16,Chelsea,Liverpool,A,107,18.8,126,19.1,30,30
2016-09-17,Everton,Middlesbrough,H,108,17.5,108,9.1,60,10
2016-09-17,Hull,Arsenal,A,81,12.8,107,20.2,12.5,75
2016-09-17,Leicester,Burnley,H,93,20.1,62,11,50,0
2016-09-17,Man City,Bournemouth,H,93,22.2,67,10.6,100,0
2016-09-17,West Brom,West Ham,H,49,9.7,93,14.6,10,30
2016-09-18,Crystal Palace,Stoke,H,75,10.1,58,8.8,66.66666667,16.66666667
2016-09-18,Southampton,Swansea,H,81,18,72,15.5,62.5,12.5
2016-09-18,Tottenham,Sunderland,H,130,18.9,78,11.9,80,0
2016-09-18,Watford,Man United,H,77,10.4,87,22.2,0,100
2016-09-24,Arsenal,Chelsea,H,115,21.9,105,16.9,10,60
2016-09-24,Bournemouth,Everton,H,64,9.6,112,19,0,50
2016-09-24,Liverpool,Hull,H,124,20.3,75,11.8,37.5,25
2016-09-24,Man United,Leicester,H,88,20.5,94,20.4,70,10
2016-09-24,Middlesbrough,Tottenham,A,103,8.3,128,20,20,50
2016-09-24,Stoke,West Brom,D,60,8,55,11.3,40,40
2016-09-24,Sunderland,Crystal Palace,A,75,10.7,80,12.4,33.33333333,33.33333333
2016-09-24,Swansea,Man City,A,70,13.6,102,23.4,10,70
2016-09-25,West Ham,Southampton,A,95,13.1,85,18.9,30,30
2016-09-26,Burnley,Watford,H,60,10.5,77,12.3,0,0
2016-09-30,Everton,Crystal Palace,D,107,17.7,81,14.6,37.5,25
2016-10-01,Hull,Chelsea,A,73,10.5,103,15.3,0,75
2016-10-01,Sunderland,West Brom,D,77,9.7,51,11.7,10,50
2016-10-01,Swansea,Liverpool,A,71,12.6,134,21.5,20,50
2016-10-01,Watford,Bournemouth,D,77,11.4,61,11.4,0,0
2016-10-01,West Ham,Middlesbrough,D,90,11.6,101,7.5,60,30
2016-10-02,Burnley,Arsenal,A,59,12.3,109,22.8,0,75
2016-10-02,Leicester,Southampton,D,91,19,91,20.5,30,30
2016-10-02,Man United,Stoke,D,90,21.4,62,7.9,60,20
2016-10-02,Tottenham,Man City,H,127,21,104,24.7,30,70
2016-10-15,Arsenal,Swansea,H,107,24.2,71,11,40,50
2016-10-15,Bournemouth,Hull,H,59,11.5,72,9.5,0,0
2016-10-15,Chelsea,Leicester,H,107,16.7,85,17.3,60,30
2016-10-15,Crystal Palace,West Ham,A,81,14.6,90,11.2,50,33.33333333
2016-10-15,Man City,Everton,D,106,22.7,104,16.9,50,20
2016-10-15,Stoke,Sunderland,H,65,8.1,77,9.6,10,50
2016-10-15,West Brom,Tottenham,D,58,11.1,125,22.1,10,40
2016-10-16,Middlesbrough,Watford,A,100,7.7,84,11.3,50,50
2016-10-16,Southampton,Burnley,H,94,19.4,57,11.8,50,50
2016-10-17,Liverpool,Man United,D,135,22.7,92,20.7,20,70
2016-10-22,Arsenal,Middlesbrough,D,107,24.9,100,7,40,20
2016-10-22,Bournemouth,Tottenham,D,67,13.3,130,21.1,0,100
2016-10-22,Burnley,Everton,H,53,10.4,100,16.9,25,75
2016-10-22,Hull,Stoke,A,70,8.3,65,9.9,12.5,50
2016-10-22,Leicester,Crystal Palace,H,82,16.2,77,13.5,50,50
2016-10-22,Liverpool,West Brom,H,129,21.6,61,11.5,30,30
2016-10-22,Swansea,Watford,D,75,10.1,83,13.5,50,50
2016-10-22,West Ham,Sunderland,H,88,13,73,8.6,30,30
2016-10-23,Chelsea,Man United,H,108,18.2,87,19.6,30,20
2016-10-23,Man City,Southampton,D,110,22,103,20.8,60,20
2016-10-29,Crystal Palace,Liverpool,A,82,12.5,129,22.6,50,37.5
2016-10-29,Man United,Burnley,D,87,17.9,50,12.9,50,25
2016-10-29,Middlesbrough,Bournemouth,H,101,7.1,65,13.3,0,0
2016-10-29,Sunderland,Arsenal,A,71,7.5,107,24.3,0,70
2016-10-29,Tottenham,Leicester,D,120,20.2,83,16.7,50,30
2016-10-29,Watford,Hull,H,84,13.3,72,7.6,0,0
2016-10-29,West Brom,Man City,A,57,9.8,111,21,0,90
2016-10-30,Everton,West Ham,H,101,15.3,88,14.5,60,10
2016-10-30,Southampton,Chelsea,A,103,19.9,110,19.4,20,50
2016-10-31,Stoke,Swansea,H,68,12,76,9.6,40,30
2016-11-05,Bournemouth,Sunderland,A,64,11.8,66,6.8,50,0
2016-11-05,Burnley,Crystal Palace,H,50,12.6,83,11.4,0,50
2016-11-05,Chelsea,Everton,H,115,20.9,99,17.2,60,30
2016-11-05,Man City,Middlesbrough,D,110,22.2,98,9.5,40,40
2016-11-05,West Ham,Stoke,D,88,13.1,70,13.8,20,30
2016-11-06,Arsenal,Tottenham,D,110,25,123,19.4,40,30
2016-11-06,Hull,Southampton,H,69,6.7,103,18.3,0,100
2016-11-06,Leicester,West Brom,A,79,16.6,55,9.4,50,25
2016-11-06,Liverpool,Watford,H,134,23.7,81,15.5,75,25
2016-11-06,Swansea,Man United,A,80,8.7,95,16.7,30,60
2016-11-19,Crystal Palace,Man City,A,84,10.4,114,21.1,12.5,87.5
2016-11-19,Everton,Swansea,D,97,15.9,78,7.1,50,10
2016-11-19,Man United,Arsenal,D,97,18.3,108,24.3,60,10
2016-11-19,Southampton,Liverpool,D,105,16.3,142,24.7,40,50
2016-11-19,Stoke,Bournemouth,A,69,13.9,66,10.8,100,0
2016-11-19,Sunderland,Hull,H,67,8.7,66,9,50,37.5
2016-11-19,Tottenham,West Ham,H,115,18.7,85,12.6,40,40
2016-11-19,Watford,Leicester,H,85,14.3,74,14.1,0,100
2016-11-20,Middlesbrough,Chelsea,A,90,9.8,117,22.1,20,80
2016-11-21,West Brom,Burnley,H,58,11,53,14.8,50,0
2016-11-26,Burnley,Man City,A,52,13.4,116,22.3,25,25
2016-11-26,Chelsea,Tottenham,H,115,23.6,113,19.8,30,10
2016-11-26,Hull,West Brom,D,65,8.2,64,13.7,33.33333333,16.66666667
2016-11-26,Leicester,Middlesbrough,D,75,13,83,8.9,16.66666667,50
2016-11-26,Liverpool,Sunderland,H,137,23.8,67,11.1,50,10
2016-11-26,Swansea,Crystal Palace,H,77,7.5,82,9.4,16.66666667,16.66666667
2016-11-27,Arsenal,Bournemouth,H,106,22.7,64,12.6,100,0
2016-11-27,Man United,West Ham,D,99,17.3,82,11.5,60,10
2016-11-27,Southampton,Everton,H,101,15.7,102,15.5,20,50
2016-11-27,Watford,Stoke,A,84,16.2,73,12.7,50,50
2016-12-03,Crystal Palace,Southampton,H,81,8.4,103,16.8,12.5,62.5
2016-12-03,Man City,Chelsea,A,114,23.2,112,24.6,40,30
2016-12-03,Stoke,Burnley,H,68,14.8,53,12.6,25,25
2016-12-03,Sunderland,Leicester,H,61,9.8,75,11.8,12.5,50
2016-12-03,Tottenham,Swansea,H,111,18.1,85,9.2,80,0
2016-12-03,West Brom,Watford,H,66,13.3,84,15,0,50
2016-12-03,West Ham,Arsenal,A,78,11.2,97,24,10,80
2016-12-04,Bournemouth,Liverpool,H,67,11.9,138,24.5,0,100
2016-12-04,Everton,Man United,D,96,14.2,105,16.6,40,50
2016-12-05,Middlesbrough,Hull,H,81,9.2,68,8.3,50,50
2016-12-10,Arsenal,Stoke,H,101,24.6,67,16.6,50,20
2016-12-10,Burnley,Bournemouth,H,53,11.2,73,13.7,0,0
2016-12-10,Hull,Crystal Palace,D,66,7.5,79,10.4,50,50
2016-12-10,Leicester,Man City,H,76,11,115,21.1,37.5,37.5
2016-12-10,Swansea,Sunderland,H,82,8.5,66,12,20,20
2016-12-10,Watford,Everton,H,84,13.6,97,13.7,0,50
2016-12-11,Chelsea,West Brom,H,114,25.9,67,15.7,40,30
2016-12-11,Liverpool,West Ham,D,135,22.6,74,10.2,50,40
2016-12-11,Man United,Tottenham,H,106,15.8,121,19.2,40,30
2016-12-11,Southampton,Middlesbrough,H,104,15.4,76,11.3,37.5,37.5
2016-12-13,Bournemouth,Leicester,H,74,13,75,12,0,0
2016-12-13,Everton,Arsenal,H,99,12.5,101,25.9,10,50
2016-12-14,Crystal Palace,Man United,A,79,10.5,107,17.3,0,75
2016-12-14,Man City,Watford,H,111,19,86,15.4,50,0
2016-12-14,Middlesbrough,Liverpool,A,64,10.5,125,21.3,20,40
2016-12-14,Stoke,Southampton,D,69,15.7,101,16.5,25,25
2016-12-14,Sunderland,Chelsea,A,65,10.8,112,26.9,20,70
2016-12-14,Tottenham,Hull,H,117,17.8,65,7.5,62.5,12.5
2016-12-14,West Brom,Swansea,H,64,14.3,81,10.2,30,60
2016-12-14,West Ham,Burnley,H,73,9.9,59,13.5,75,25
2016-12-17,Crystal Palace,Chelsea,A,80,9.5,114,27.9,25,75
2016-12-17,Middlesbrough,Swansea,H,63,9.6,84,9.6,0,0
2016-12-17,Stoke,Leicester,D,70,15.3,77,11.5,25,50
2016-12-17,Sunderland,Watford,H,65,9.7,84,14.1,0,50
2016-12-17,West Brom,Man United,A,67,16.4,103,18.4,30,50
2016-12-17,West Ham,Hull,H,73,12,66,6.7,50,25
2016-12-18,Bournemouth,Southampton,A,72,14.5,101,16.1,50,50
2016-12-18,Man City,Arsenal,H,113,20.2,97,23.3,30,30
2016-12-18,Tottenham,Burnley,H,120,18.7,57,12.1,50,25
2016-12-19,Everton,Liverpool,A,103,14,125,22.7,0,40
2016-12-26,Arsenal,West Brom,H,91,21.4,65,15,80,10
2016-12-26,Burnley,Middlesbrough,H,57,11.1,62,11.9,0,0
2016-12-26,Chelsea,Bournemouth,H,115,28.6,73,14.1,50,50
2016-12-26,Hull,Man City,A,70,5.9,112,21.4,12.5,50
2016-12-26,Leicester,Everton,A,76,10.5,99,12.9,20,20
2016-12-26,Man United,Sunderland,H,102,19.9,64,11.8,70,20
2016-12-26,Swansea,West Ham,A,85,8.3,75,13.7,25,37.5
2016-12-26,Watford,Crystal Palace,D,82,12.9,82,8.6,50,50
2016-12-27,Liverpool,Stoke,H,126,23.6,75,15.4,50,30
2016-12-28,Southampton,Tottenham,A,102,17.2,127,20.6,20,70
2016-12-30,Hull,Everton,D,70,5.4,97,14.1,25,50
2016-12-31,Burnley,Sunderland,H,59,12.7,64,10.8,25,50
2016-12-31,Chelsea,Stoke,H,111,29.6,74,13.9,60,20
2016-12-31,Leicester,West Ham,H,75,10.1,75,15.8,50,25
2016-12-31,Liverpool,Man City,H,127,24.8,113,22.4,40,30
2016-12-31,Man United,Middlesbrough,H,109,21,59,11,50,10
2016-12-31,Southampton,West Brom,A,97,15.8,61,13.8,30,30
2016-12-31,Swansea,Bournemouth,A,83,7.7,74,12.3,0,50
2017-01-01,Arsenal,Crystal Palace,H,99,22.1,83,8.7,75,0
2017-01-01,Watford,Tottenham,A,82,12.6,127,21.5,0,75
2017-01-02,Everton,Southampton,H,98,14.3,96,13.9,40,30
2017-01-02,Man City,Burnley,H,112,20.6,61,14.7,40,20
2017-01-02,Middlesbrough,Leicester,D,55,10,71,11.3,42.85714286,14.28571429
2017-01-02,Sunderland,Liverpool,D,59,9.7,119,25.4,10,60
2017-01-02,West Brom,Hull,H,60,15.5,72,5.6,14.28571429,28.57142857
2017-01-02,West Ham,Man United,A,74,14.5,119,22.3,10,50
2017-01-03,Bournemouth,Arsenal,D,76,14.9,104,23.3,0,100
2017-01-03,Crystal Palace,Swansea,A,83,7.8,82,6.4,14.28571429,28.57142857
2017-01-03,Stoke,Watford,H,73,12.9,77,11.7,66.66666667,33.33333333
2017-01-04,Tottenham,Chelsea,H,127,23.2,111,30.1,10,40
2017-01-14,Burnley,Southampton,H,61,13.3,94,12.8,33.33333333,66.66666667
2017-01-14,Hull,Bournemouth,H,72,5.1,82,14.1,0,100
2017-01-14,Leicester,Chelsea,A,70,12,109,27.8,20,70
2017-01-14,Sunderland,Stoke,A,60,10,74,14.5,40,20
2017-01-14,Swansea,Arsenal,A,85,9.1,101,22,50,40
2017-01-14,Tottenham,West Brom,H,124,23.9,64,17.3,30,10
2017-01-14,Watford,Middlesbrough,D,73,10.3,50,10.1,66.66666667,33.33333333
2017-01-14,West Ham,Crystal Palace,H,69,13.3,82,6.8,42.85714286,42.85714286
2017-01-15,Everton,Man City,H,96,15.2,110,21.3,20,40
2017-01-15,Man United,Liverpool,D,120,23.4,131,24.6,70,20
2017-01-21,Bournemouth,Watford,D,85,13.5,77,10.4,0,0
2017-01-21,Crystal Palace,Everton,A,79,6.2,94,17.3,22.22222222,33.33333333
2017-01-21,Liverpool,Swansea,A,128,23,79,8.1,60,20
2017-01-21,Man City,Tottenham,D,111,19.6,131,25.3,60,40
2017-01-21,Middlesbrough,West Ham,A,49,10.2,69,15.3,20,60
2017-01-21,Stoke,Man United,D,79,16.5,116,22.4,20,60
2017-01-21,West Brom,Sunderland,H,61,15.8,60,9.2,50,10
2017-01-22,Arsenal,Burnley,H,102,23,61,15.1,80,0
2017-01-22,Chelsea,Hull,H,106,28.1,70,7.2,77.77777778,0
2017-01-22,Southampton,Leicester,H,93,11.2,67,10.2,30,20
2017-01-31,Arsenal,Watford,A,106,23.9,78,10.1,100,0
2017-01-31,Bournemouth,Crystal Palace,A,85,12.6,79,5.2,33.33333333,0
2017-01-31,Burnley,Leicester,H,66,14,68,9.9,0,66.66666667
2017-01-31,Liverpool,Chelsea,D,128,21.2,107,28.9,30,30
2017-01-31,Middlesbrough,West Brom,D,48,9.2,62,17.4,42.85714286,28.57142857
2017-01-31,Sunderland,Tottenham,D,58,8.5,128,23.7,0,80
2017-01-31,Swansea,Southampton,H,79,10.6,99,13.4,11.11111111,66.66666667
2017-02-01,Man United,Hull,D,119,21.5,70,6.8,88.88888889,0
2017-02-01,Stoke,Everton,D,77,16.1,95,18.2,30,40
2017-02-01,West Ham,Man City,A,72,17.1,112,18.1,20,60
2017-02-04,Chelsea,Arsenal,H,99,27.2,104,21.6,60,10
2017-02-04,Crystal Palace,Sunderland,A,78,7.6,57,8.7,42.85714286,28.57142857
2017-02-04,Everton,Bournemouth,H,91,18.1,84,12,33.33333333,33.33333333
2017-02-04,Hull,Liverpool,H,70,6.9,128,19.8,22.22222222,44.44444444
2017-02-04,Southampton,West Ham,A,94,11.9,71,15.8,30,30
2017-02-04,Tottenham,Middlesbrough,H,127,22.9,49,9.3,50,20
2017-02-04,Watford,Burnley,H,78,12.2,69,15.5,0,100
2017-02-04,West Brom,Stoke,H,65,17.2,83,15.9,40,30
2017-02-05,Leicester,Man United,A,67,8.1,116,20.7,10,70
2017-02-05,Man City,Swansea,H,111,19.7,81,12.9,70,10
2017-02-11,Arsenal,Hull,H,107,19.3,71,9.8,77.77777778,11.11111111
2017-02-11,Liverpool,Tottenham,H,122,18,124,23.5,50,10
2017-02-11,Man United,Watford,H,122,22,77,13.8,80,20
2017-02-11,Middlesbrough,Everton,D,45,8.6,92,19,10,60
2017-02-11,Stoke,Crystal Palace,H,83,14.4,83,6.6,14.28571429,71.42857143
2017-02-11,Sunderland,Southampton,A,62,11,96,10.8,20,30
2017-02-11,West Ham,West Brom,D,71,17.6,67,18.5,30,20
2017-02-12,Burnley,Chelsea,D,74,14.7,98,28,0,80
2017-02-12,Swansea,Leicester,H,81,12.1,65,7.9,20,80
2017-02-13,Bournemouth,Man City,A,87,10,110,20.4,0,100
2017-02-25,Chelsea,Swansea,H,96,26.5,82,14.1,50,10
2017-02-25,Crystal Palace,Middlesbrough,H,76,5.8,48,8.7,33.33333333,66.66666667
2017-02-25,Everton,Sunderland,H,89,19.1,61,10.2,50,40
2017-02-25,Hull,Burnley,D,73,8.8,76,13.9,0,80
2017-02-25,Watford,West Ham,D,75,12.6,70,17.3,60,20
2017-02-25,West Brom,Bournemouth,H,64,18.3,86,9.5,0,66.66666667
2017-02-26,Tottenham,Stoke,H,117,21.7,83,16.1,50,20
2017-02-27,Leicester,Liverpool,H,60,6.4,126,18.6,20,60
2017-03-04,Leicester,Hull,H,64,9.2,73,9.5,33.33333333,33.33333333
2017-03-04,Liverpool,Arsenal,H,121,17.1,105,20.3,20,40
2017-03-04,Man United,Bournemouth,D,131,23.4,89,7.8,66.66666667,33.33333333
2017-03-04,Stoke,Middlesbrough,H,84,14.6,50,8,33.33333333,33.33333333
2017-03-04,Swansea,Burnley,H,79,13.4,75,14.2,100,0
2017-03-04,Watford,Southampton,A,73,12.2,98,12.4,0,33.33333333
2017-03-04,West Brom,Crystal Palace,A,65,19.3,75,8.1,44.44444444,33.33333333
2017-03-05,Sunderland,Man City,A,58,9.2,103,22,20,60
2017-03-05,Tottenham,Everton,H,121,22.3,95,20,30,20
2017-03-06,West Ham,Chelsea,A,71,16.8,99,27.1,20,60
2017-03-08,Man City,Stoke,D,106,22.7,86,16,50,20
2017-03-11,Bournemouth,West Ham,H,88,8.3,71,15.4,33.33333333,66.66666667
2017-03-11,Everton,West Brom,H,96,19.3,59,18.3,50,20
2017-03-11,Hull,Swansea,H,74,8.5,86,15.1,40,40
2017-03-12,Liverpool,Burnley,H,122,17.7,78,12.3,80,20
2017-03-18,Bournemouth,Swansea,H,87,9.9,83,14.4,66.66666667,0
2017-03-18,Crystal Palace,Watford,H,77,10.6,70,11.3,33.33333333,33.33333333
2017-03-18,Everton,Hull,H,99,19.9,77,11.1,44.44444444,22.22222222
2017-03-18,Stoke,Chelsea,A,82,15.6,94,27.5,20,70
2017-03-18,Sunderland,Burnley,D,59,8.4,78,11.8,40,40
2017-03-18,West Brom,Arsenal,H,57,16.1,103,18.3,10,80
2017-03-18,West Ham,Leicester,A,74,13.8,68,11,22.22222222,55.55555556
2017-03-19,Man City,Liverpool,D,101,22.3,122,19.5,30,50
2017-03-19,Middlesbrough,Man United,A,49,7,131,22.4,10,60
2017-03-19,Tottenham,Southampton,H,121,23.8,100,14.3,70,20
2017-04-01,Burnley,Tottenham,A,78,10.9,119,24.4,20,60
2017-04-01,Chelsea,Crystal Palace,A,95,27.8,74,12.9,77.77777778,22.22222222
2017-04-01,Hull,West Ham,H,75,10.1,78,12.5,22.22222222,55.55555556
2017-04-01,Leicester,Stoke,H,73,13.5,77,13.8,40,20
2017-04-01,Liverpool,Everton,H,119,18.1,99,22.3,40,0
2017-04-01,Man United,West Brom,D,128,23.5,64,18.2,50,30
2017-04-01,Southampton,Bournemouth,D,98,12.9,92,12.4,66.66666667,33.33333333
2017-04-01,Watford,Sunderland,H,70,9.8,63,8.4,33.33333333,33.33333333
2017-04-02,Arsenal,Man City,D,102,16.3,96,21,30,30
2017-04-02,Swansea,Middlesbrough,D,79,12.8,49,6.3,0,100
2017-04-04,Burnley,Stoke,H,79,10.4,75,12.6,20,40
2017-04-04,Leicester,Sunderland,H,79,15.1,64,7.7,44.44444444,22.22222222
2017-04-04,Man United,Everton,D,130,22.7,97,19.7,40,40
2017-04-04,Watford,West Brom,H,78,12,64,17.1,33.33333333,33.33333333
2017-04-05,Arsenal,West Ham,H,99,15.6,79,11.2,80,10
2017-04-05,Chelsea,Man City,H,100,25.2,98,20.5,30,40
2017-04-05,Hull,Middlesbrough,H,76,12.4,46,6.4,33.33333333,66.66666667
2017-04-05,Liverpool,Bournemouth,D,115,19.7,92,12,66.66666667,33.33333333
2017-04-05,Southampton,Crystal Palace,H,88,12.8,70,15.2,55.55555556,22.22222222
2017-04-05,Swansea,Tottenham,A,76,13.1,122,25.9,0,90
2017-04-08,Bournemouth,Chelsea,A,87,12.3,97,25.5,33.33333333,66.66666667
2017-04-08,Man City,Hull,H,97,18.2,79,14.4,55.55555556,11.11111111
2017-04-08,Middlesbrough,Burnley,D,47,5.7,75,11.7,0,100
2017-04-08,Stoke,Liverpool,A,73,11.1,106,18.5,20,60
2017-04-08,Tottenham,Watford,H,125,26.3,80,13.8,80,0
2017-04-08,West Brom,Southampton,A,61,15.9,95,14.5,40,30
2017-04-08,West Ham,Swansea,H,79,10.2,76,11.6,44.44444444,22.22222222
2017-04-09,Everton,Leicester,H,101,19.8,86,17.3,30,20
2017-04-09,Sunderland,Man United,A,66,6.6,128,21.6,20,70
2017-04-10,Crystal Palace,Arsenal,H,67,14.2,102,16.9,0,77.77777778
2017-04-15,Crystal Palace,Leicester,D,68,16.2,88,15.9,40,60
2017-04-15,Everton,Burnley,H,102,20.5,75,12.3,60,40
2017-04-15,Southampton,Man City,A,97,16.6,97,19.7,20,60
2017-04-15,Stoke,Hull,H,71,10.2,73,13.4,55.55555556,11.11111111
2017-04-15,Sunderland,West Ham,D,66,5.9,82,11.9,20,40
2017-04-15,Tottenham,Bournemouth,H,128,27.6,86,10.8,66.66666667,0
2017-04-15,Watford,Swansea,H,74,12.8,74,10.8,33.33333333,33.33333333
2017-04-16,Man United,Chelsea,H,126,22.8,93,26.2,10,40
2017-04-16,West Brom,Liverpool,A,61,13.7,108,20.1,30,30
2017-04-17,Middlesbrough,Arsenal,A,49,5.8,98,15.4,20,30
2017-04-22,Bournemouth,Middlesbrough,H,84,10,53,5.4,0,100
2017-04-22,Hull,Watford,H,72,12.4,78,14.6,0,100
2017-04-22,Swansea,Stoke,H,69,9.3,74,11.8,20,50
2017-04-22,West Ham,Everton,D,83,12,108,22.5,10,70
2017-04-23,Burnley,Man United,A,76,10.6,126,23.6,20,40
2017-04-23,Liverpool,Crystal Palace,A,103,21.1,70,16.2,44.44444444,44.44444444
2017-04-25,Chelsea,Southampton,H,90,23.5,91,15.1,50,20
2017-04-26,Arsenal,Leicester,H,100,16.5,88,15.9,60,0
2017-04-26,Crystal Palace,Tottenham,A,69,17.9,136,27.8,22.22222222,55.55555556
2017-04-26,Middlesbrough,Sunderland,H,53,4.5,66,5.8,40,30
2017-04-27,Man City,Man United,D,98,20.7,127,24.6,60,30
2017-04-29,Crystal Palace,Burnley,A,66,16.8,72,10.1,33.33333333,33.33333333
2017-04-29,Southampton,Hull,D,95,13.9,73,14.4,80,20
2017-04-29,Stoke,West Ham,D,73,10.9,83,11.4,30,20
2017-04-29,Sunderland,Bournemouth,A,69,5.4,86,11.8,33.33333333,33.33333333
2017-04-29,West Brom,Leicester,A,61,12.8,88,14.5,40,40
2017-04-30,Everton,Chelsea,A,102,21,92,24.2,30,60
2017-04-30,Man United,Swansea,D,120,23.4,75,11.6,60,30
2017-04-30,Middlesbrough,Man City,D,51,7.1,99,20,30,40
2017-04-30,Tottenham,Arsenal,H,134,28.9,104,18.3,20,40
