Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HST,AST,HR,AR,HomeTeamPointLast15,HomeTeamGoalScoredLast15,HomeTeamGoalConcededLast15,HomeTeamShotTargetLast15,HomeTeamRedLast15,AwayTeamPointLast15,AwayTeamGoalScoredLast15,AwayTeamGoalConcededLast15,AwayTeamShotTargetLast15,AwayTeamRedLast15,HomeTeamPointH2HLast10,HomeTeamGoalScoredH2HLast10,HomeTeamGoalConcededH2HLast10,HomeTeamShotTargetH2HLast10,HomeTeamRedH2HLast10,AwayTeamPointH2HLast10,AwayTeamGoalScoredH2HLast10,AwayTeamGoalConcededH2HLast10,AwayTeamShotTargetH2HLast10,AwayTeamRedH2HLast10
2015-10-17,Watford,Arsenal,0,3,A,1,6,0,0,18,16,19,51,1,28,22,11,106,2,0,1,5,6,0,6,5,1,15,0
2015-10-17,West Brom,Sunderland,1,0,H,1,2,0,0,19,16,19,55,0,12,15,27,55,2,21,21,11,55,0,6,11,21,45,0
2015-10-18,Newcastle,Norwich,6,2,H,6,6,0,0,7,13,31,56,5,10,14,28,61,1,12,9,9,63,2,9,9,9,39,1
2015-10-19,Swansea,Stoke,0,1,A,2,2,0,0,20,19,20,74,0,21,21,16,68,3,11,12,11,35,0,11,11,12,32,1
2015-10-24,Arsenal,Everton,2,1,H,5,5,0,1,28,24,11,107,2,22,20,18,65,1,19,12,9,65,0,7,9,12,45,0
2015-10-24,Aston Villa,Swansea,1,2,A,3,4,0,0,13,16,27,51,1,19,18,20,73,0,6,6,11,37,0,15,11,6,43,0
2015-10-24,Leicester,Crystal Palace,1,0,H,3,4,0,0,29,31,21,71,0,21,17,18,66,1,0,0,3,6,0,6,3,0,8,0
2015-10-24,Norwich,West Brom,0,1,A,3,4,0,0,10,16,31,63,1,22,15,16,51,0,13,12,7,40,0,10,7,12,57,0
2015-10-24,Stoke,Watford,0,2,A,1,3,0,0,23,21,15,68,3,18,15,18,49,1,0,0,0,0,0,0,0,0,0,0
2015-10-24,West Ham,Chelsea,2,1,H,5,4,0,1,21,22,19,56,3,22,22,23,67,3,5,6,20,50,0,23,20,6,93,0
2015-10-25,Bournemouth,Tottenham,1,5,A,3,9,0,0,8,11,17,33,0,24,19,14,80,1,0,0,0,0,0,0,0,0,0,0
2015-10-25,Liverpool,Southampton,1,1,D,2,3,0,1,18,13,22,77,1,17,25,23,82,1,15,11,11,71,0,15,11,11,52,0
2015-10-25,Man United,Man City,0,0,D,1,1,0,0,24,18,15,64,1,39,42,12,113,0,10,12,22,46,2,19,22,12,63,0
2015-10-25,Sunderland,Newcastle,3,0,H,3,8,0,1,12,14,24,54,2,10,19,31,59,4,18,14,10,52,3,9,10,14,74,1
2015-10-31,Chelsea,Liverpool,1,3,A,2,7,0,0,21,23,25,68,4,18,14,23,74,1,12,12,15,47,0,15,15,12,64,0
2015-10-31,Crystal Palace,Man United,0,0,D,5,1,0,0,21,17,17,66,1,25,18,14,63,1,1,3,12,15,2,16,12,3,44,0
2015-10-31,Man City,Norwich,2,1,H,5,3,0,1,37,40,12,111,0,10,16,31,62,1,17,28,11,79,1,5,11,28,37,1
2015-10-31,Newcastle,Stoke,0,0,D,6,2,0,0,10,18,31,62,5,20,19,16,67,3,13,16,14,54,0,16,14,16,35,2
2015-10-31,Swansea,Arsenal,0,3,A,3,5,0,0,22,20,19,71,0,30,26,12,111,2,13,11,10,35,0,10,10,11,57,0
2015-10-31,Watford,West Ham,2,0,H,5,3,0,1,18,13,16,42,1,24,24,18,58,3,4,2,1,9,0,1,1,2,14,0
2015-10-31,West Brom,Leicester,2,3,A,6,5,0,0,22,14,16,51,0,29,31,21,70,0,3,3,3,8,0,3,3,3,9,0
2015-11-01,Everton,Sunderland,6,2,H,8,9,0,0,19,20,20,62,2,14,16,23,52,2,15,13,9,70,1,12,9,13,49,0
2015-11-01,Southampton,Bournemouth,2,0,H,2,2,1,0,18,25,22,79,2,8,12,22,36,0,0,0,0,0,0,0,0,0,0,0
2015-11-02,Tottenham,Aston Villa,3,1,H,6,2,0,0,24,21,14,81,1,10,16,29,51,0,25,20,5,85,2,4,5,20,35,2
2015-11-07,Bournemouth,Newcastle,0,1,A,5,1,0,0,8,12,24,38,0,11,16,28,64,5,0,0,0,0,0,0,0,0,0,0
2015-11-07,Leicester,Watford,2,1,H,6,4,0,0,32,33,20,73,0,21,14,13,43,1,0,0,0,0,0,0,0,0,0,0
2015-11-07,Man United,West Brom,2,0,H,3,0,0,1,26,18,11,60,1,21,16,19,53,0,18,21,14,75,0,9,14,21,50,1
2015-11-07,Norwich,Swansea,1,0,H,5,0,0,0,10,17,32,62,2,19,17,20,68,0,11,13,12,43,0,5,12,13,41,0
2015-11-07,Stoke,Chelsea,1,0,H,2,4,0,0,20,18,15,61,3,18,21,27,66,4,5,5,18,35,1,23,18,5,86,0
2015-11-07,Sunderland,Southampton,0,1,A,3,4,0,0,11,16,28,55,2,20,25,20,77,3,10,9,19,41,0,16,19,9,69,1
2015-11-07,West Ham,Everton,1,1,D,5,4,0,0,23,24,20,59,4,19,23,22,63,2,3,11,19,34,3,24,19,11,59,1
2015-11-08,Arsenal,Tottenham,1,1,D,4,4,0,0,30,26,11,107,2,26,22,13,85,1,14,21,17,69,0,14,17,21,54,2
2015-11-08,Aston Villa,Man City,0,0,D,0,3,0,0,10,15,29,49,0,37,39,11,112,0,6,7,26,45,0,24,26,7,89,0
2015-11-08,Liverpool,Crystal Palace,1,2,A,4,4,0,0,21,17,23,72,1,22,17,15,68,1,7,11,13,32,0,10,13,11,26,0
2015-11-21,Chelsea,Norwich,1,0,H,7,2,0,0,15,20,28,63,4,13,16,29,62,2,20,18,4,74,0,2,4,18,28,1
2015-11-21,Everton,Aston Villa,4,0,H,9,3,0,0,20,22,20,62,2,8,12,27,45,0,16,20,14,75,0,10,14,20,42,1
2015-11-21,Man City,Liverpool,1,4,A,3,9,0,0,35,38,11,111,0,18,16,24,68,1,15,19,15,44,2,12,15,19,70,1
2015-11-21,Newcastle,Leicester,0,3,A,1,7,0,0,14,17,25,62,3,32,32,21,72,0,15,8,6,40,2,6,6,8,30,0
2015-11-21,Southampton,Stoke,0,1,A,1,4,0,0,23,25,18,79,2,23,19,13,60,2,7,9,9,29,0,7,9,9,21,1
2015-11-21,Swansea,Bournemouth,2,2,D,4,4,0,0,16,15,21,64,0,8,12,25,43,0,0,0,0,0,0,0,0,0,0,0
2015-11-21,Watford,Man United,1,2,A,5,6,0,0,20,14,14,46,1,29,20,10,54,1,0,1,6,8,0,6,6,1,20,0
2015-11-21,West Brom,Arsenal,2,1,H,1,3,0,0,18,15,21,50,1,31,27,11,102,2,5,10,21,38,0,23,21,10,78,1
2015-11-22,Tottenham,West Ham,4,1,H,12,4,0,0,27,23,13,84,1,21,24,21,57,4,17,13,12,92,2,11,12,13,64,1
2015-11-23,Crystal Palace,Sunderland,0,1,A,7,4,0,0,25,19,15,71,1,8,14,29,55,2,7,8,5,17,1,4,5,8,14,1
2015-11-28,Aston Villa,Watford,2,3,A,6,6,0,0,5,11,31,43,0,20,15,15,48,1,4,2,0,10,0,1,0,2,11,0
2015-11-28,Bournemouth,Everton,3,3,D,10,6,0,0,9,14,27,47,0,23,26,18,67,2,0,0,0,0,0,0,0,0,0,0
2015-11-28,Crystal Palace,Newcastle,5,1,H,8,2,0,0,25,18,14,74,1,13,16,27,58,3,3,4,10,23,0,12,10,4,37,0
2015-11-28,Leicester,Man United,1,1,D,3,2,0,0,32,33,21,76,0,29,20,10,56,1,3,7,19,28,0,21,19,7,55,1
2015-11-28,Man City,Southampton,3,1,H,9,8,0,0,32,33,15,103,0,23,25,17,77,2,20,19,11,77,1,8,11,19,48,0
2015-11-28,Sunderland,Stoke,2,0,H,5,3,0,1,10,15,29,56,2,23,17,13,55,2,18,15,8,50,2,9,8,15,61,2
2015-11-29,Liverpool,Swansea,1,0,H,2,0,0,0,20,19,24,73,1,14,16,23,65,0,15,16,7,82,0,6,7,16,42,0
2015-11-29,Norwich,Arsenal,1,1,D,2,3,0,0,13,16,26,62,2,30,27,12,102,2,4,9,22,35,0,19,22,9,90,0
2015-11-29,Tottenham,Chelsea,0,0,D,4,1,0,0,30,27,11,93,0,17,20,27,67,4,8,13,21,65,1,17,21,13,71,1
2015-11-29,West Ham,West Brom,1,1,D,6,3,0,0,21,25,24,60,4,20,16,21,48,1,12,16,15,61,0,12,15,16,71,1
2015-12-05,Arsenal,Sunderland,3,1,H,7,4,0,0,30,28,13,97,2,12,17,29,58,2,22,15,5,74,2,4,5,15,37,0
2015-12-05,Chelsea,Bournemouth,0,1,A,6,5,0,0,18,20,24,65,3,10,17,30,57,0,0,0,0,0,0,0,0,0,0,0
2015-12-05,Man United,West Ham,0,0,D,1,2,0,0,29,20,10,54,1,22,25,23,63,4,26,25,7,86,2,2,7,25,34,0
2015-12-05,Southampton,Aston Villa,1,1,D,5,2,0,0,20,20,19,74,2,5,12,28,45,0,12,17,13,57,0,15,13,17,52,0
2015-12-05,Stoke,Man City,2,0,H,4,4,0,0,22,17,15,55,3,32,32,14,101,0,7,5,17,32,0,19,17,5,80,0
2015-12-05,Swansea,Leicester,0,3,A,2,5,0,0,14,14,20,56,0,32,34,22,79,0,3,2,2,9,0,3,2,2,10,0
2015-12-05,Watford,Norwich,2,0,H,7,1,0,0,20,16,17,50,1,13,17,27,61,2,0,0,0,0,0,0,0,0,0,0
2015-12-05,West Brom,Tottenham,1,1,D,4,3,0,0,18,14,22,46,1,28,25,11,94,0,8,10,16,44,1,17,16,10,85,0
2015-12-06,Newcastle,Liverpool,2,0,H,1,1,0,0,13,16,30,52,3,23,19,21,72,1,11,11,20,33,6,17,20,11,68,1
2015-12-07,Everton,Crystal Palace,1,1,D,4,5,0,0,21,27,20,68,2,25,20,14,76,1,10,12,7,30,1,7,7,12,24,0
2015-12-12,Bournemouth,Man United,2,1,H,5,5,0,0,13,18,30,62,0,29,20,10,54,0,0,0,0,0,0,0,0,0,0,0
2015-12-12,Crystal Palace,Southampton,1,0,H,5,3,0,0,23,20,15,74,1,21,21,18,75,2,2,5,11,22,1,14,11,5,26,1
2015-12-12,Man City,Swansea,2,1,H,5,7,0,0,29,30,16,99,0,14,14,22,56,0,19,17,6,77,0,4,6,17,36,0
2015-12-12,Norwich,Everton,1,1,D,2,3,0,0,13,17,27,57,2,22,28,20,71,2,7,10,13,46,0,13,13,10,58,0
2015-12-12,Sunderland,Watford,0,1,A,2,6,0,0,12,17,29,53,2,22,17,16,55,1,0,0,0,0,0,0,0,0,0,0
2015-12-12,West Ham,Stoke,0,0,D,9,3,0,0,23,25,21,64,4,22,13,14,50,3,10,11,12,59,0,16,12,11,49,0
2015-12-13,Aston Villa,Arsenal,0,2,A,2,4,0,0,6,13,28,42,0,30,27,13,91,2,7,10,23,39,1,22,23,10,82,1
2015-12-13,Liverpool,West Brom,2,2,D,8,2,0,0,23,18,17,69,1,19,14,19,45,1,14,11,11,78,1,14,11,11,57,1
2015-12-13,Tottenham,Newcastle,1,2,A,8,4,0,0,26,25,12,94,0,13,16,30,49,3,17,21,10,81,1,11,10,21,51,0
2015-12-14,Leicester,Chelsea,2,1,H,5,5,0,0,32,32,21,77,0,15,17,24,63,3,6,8,17,31,2,18,17,8,56,1
2015-12-19,Chelsea,Sunderland,3,1,H,7,3,0,0,14,16,24,65,2,12,15,26,50,2,22,20,14,85,0,7,14,20,54,0
2015-12-19,Everton,Leicester,2,3,A,5,5,0,0,22,27,19,69,2,32,30,20,74,0,12,13,11,37,1,6,11,13,30,0
2015-12-19,Man United,Norwich,1,2,A,2,4,0,0,26,20,12,58,0,14,17,25,53,2,18,15,5,66,0,6,5,15,32,0
2015-12-19,Newcastle,Aston Villa,1,1,D,4,7,0,0,15,16,29,49,3,3,12,30,41,0,21,16,6,74,1,6,6,16,37,0
2015-12-19,Southampton,Tottenham,0,2,A,4,6,0,0,20,19,17,73,2,26,26,13,98,0,10,13,18,57,0,19,18,13,58,0
2015-12-19,Stoke,Crystal Palace,1,2,A,5,3,0,0,23,13,13,52,3,23,18,14,72,1,4,4,5,14,0,7,5,4,17,0
2015-12-19,West Brom,Bournemouth,1,2,A,2,7,2,0,20,16,18,45,1,16,20,30,65,0,0,0,0,0,0,0,0,0,0,0
2015-12-20,Swansea,West Ham,0,0,D,2,2,0,0,13,13,22,53,0,21,23,21,69,4,5,5,7,24,1,11,7,5,35,1
2015-12-20,Watford,Liverpool,3,0,H,5,4,0,0,24,16,14,56,1,21,19,19,74,1,0,0,5,8,0,6,5,0,23,0
2015-12-21,Arsenal,Man City,2,1,H,5,6,0,0,33,29,11,89,2,29,29,17,97,0,13,13,13,57,2,13,13,13,59,4
2015-12-26,Aston Villa,West Ham,1,1,D,8,4,0,0,4,13,30,47,0,22,22,19,68,3,15,9,7,62,1,12,7,9,42,0
2015-12-26,Bournemouth,Crystal Palace,0,0,D,4,0,0,0,19,22,30,70,0,26,19,13,71,1,0,0,0,0,0,0,0,0,0,0
2015-12-26,Chelsea,Watford,2,2,D,2,3,0,0,17,19,22,69,2,26,19,14,56,1,6,5,0,16,0,0,0,5,7,0
2015-12-26,Liverpool,Leicester,1,0,H,4,3,0,0,18,18,22,76,1,32,31,21,73,0,17,13,7,53,0,5,7,13,32,1
2015-12-26,Man City,Sunderland,4,1,H,9,3,0,0,26,27,19,95,0,12,15,26,51,2,14,20,12,92,0,14,12,20,40,0
2015-12-26,Newcastle,Everton,0,1,A,1,7,0,0,16,17,28,51,2,19,26,22,70,2,10,13,21,60,1,19,21,13,68,0
2015-12-26,Southampton,Arsenal,4,0,H,5,4,0,0,20,19,16,73,2,33,29,11,87,2,7,9,18,42,1,19,18,9,74,2
2015-12-26,Stoke,Man United,2,0,H,3,6,0,0,22,12,13,50,3,23,20,14,58,0,5,11,20,41,0,23,20,11,53,0
2015-12-26,Swansea,West Brom,1,0,H,2,3,0,0,11,11,22,49,0,19,17,20,47,3,15,15,8,44,0,9,8,15,38,0
2015-12-26,Tottenham,Norwich,3,0,H,10,3,0,0,28,26,11,97,0,14,16,25,51,2,12,9,5,58,1,9,5,9,32,0
2015-12-28,Arsenal,Bournemouth,2,0,H,6,3,0,0,32,29,15,86,2,17,18,27,67,0,0,0,0,0,0,0,0,0,0,0
2015-12-28,Crystal Palace,Swansea,0,0,D,2,3,0,0,24,17,12,65,1,13,11,21,42,0,5,3,4,17,0,5,4,3,18,1
2015-12-28,Everton,Stoke,3,4,A,3,5,0,0,22,27,20,76,2,24,13,12,52,3,12,9,9,68,0,15,9,9,38,0
2015-12-28,Man United,Chelsea,0,0,D,2,3,0,0,22,20,16,56,0,15,18,22,66,1,12,14,15,59,3,15,15,14,74,3
