Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HST,AST,HR,AR,HomeTeamPointLast20,HomeTeamGoalScoredLast20,HomeTeamGoalConcededLast20,HomeTeamShotTargetLast20,HomeTeamRedLast20,HomeTeamRatingLast20,AwayTeamPointLast20,AwayTeamGoalScoredLast20,AwayTeamGoalConcededLast20,AwayTeamShotTargetLast20,AwayTeamRedLast20,AwayTeamRatingLast20,HomeTeamPointH2HLast5,HomeTeamGoalScoredH2HLast5,HomeTeamGoalConcededH2HLast5,HomeTeamShotTargetH2HLast5,HomeTeamRedH2HLast5,HomeTeamWin%H2HLast5,AwayTeamPointH2HLast5,AwayTeamGoalScoredH2HLast5,AwayTeamGoalConcededH2HLast5,AwayTeamShotTargetH2HLast5,AwayTeamRedH2HLast5,AwayTeamWin%H2HLast5
2015-09-20,Liverpool,Norwich,1,1,D,7,2,0,0,31,22,27,95,3,13.9,16,18,36,87,1,9.5,15,21,5,43,0,100.0,0,5,21,23,0,0.0
2015-09-20,Southampton,Man United,2,3,A,8,3,0,0,24,22,21,92,1,12.700000000000003,37,29,18,94,2,19.300000000000008,5,5,6,28,0,20.0,8,6,5,16,0,40.0
2015-09-20,Tottenham,Crystal Palace,1,0,H,6,4,0,0,30,27,27,95,1,16.0,34,30,23,81,1,18.40000000000001,7,4,5,20,0,40.0,7,5,4,23,0,40.0
2015-09-26,Leicester,Arsenal,2,5,A,7,12,0,0,36,38,26,87,0,22.1,43,31,14,135,2,20.40000000000001,2,5,9,11,0,0.0,11,9,5,36,1,60.0
2015-09-26,Liverpool,Aston Villa,3,2,H,12,4,0,0,31,23,28,96,3,13.500000000000004,20,25,34,81,2,10.3,10,7,4,25,0,60.0,4,4,7,18,0,20.0
2015-09-26,Man United,Sunderland,3,0,H,7,4,0,0,39,31,19,91,1,20.60000000000001,16,15,32,70,2,8.4,10,6,3,27,0,60.0,4,3,6,13,1,20.0
2015-09-26,Newcastle,Chelsea,2,2,D,5,4,0,0,10,13,36,65,6,5.100000000000001,38,28,23,95,4,18.40000000000001,9,7,8,35,1,60.0,6,8,7,29,0,40.0
2015-09-26,Southampton,Swansea,3,1,H,7,4,0,0,21,23,24,95,1,11.100000000000001,31,25,23,97,0,16.300000000000004,10,4,1,23,1,60.0,4,1,4,20,1,20.0
2015-09-26,Stoke,Bournemouth,2,1,H,5,6,0,0,24,26,25,82,3,11.200000000000001,7,8,9,20,0,6.6,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2015-09-26,Tottenham,Man City,4,1,H,8,8,0,0,30,26,26,93,1,17.400000000000006,45,48,16,138,0,26.10000000000001,3,5,17,27,2,20.0,12,17,5,43,0,80.0
2015-09-26,West Ham,Norwich,2,2,D,7,7,0,0,22,21,26,70,4,14.9,17,18,35,83,1,10.200000000000001,7,5,4,23,0,50.0,4,4,5,29,0,25.0
2015-09-27,Watford,Crystal Palace,0,1,A,2,3,0,0,22,20,28,82,1,14.2,31,29,24,83,1,16.900000000000006,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2015-09-28,West Brom,Everton,2,3,A,4,4,0,0,29,20,23,69,2,15.9,29,25,21,89,2,16.700000000000006,3,2,5,13,0,0.0,9,5,2,24,0,40.0
2015-10-03,Aston Villa,Stoke,0,1,A,2,5,0,0,20,27,35,81,2,9.100000000000001,27,27,22,82,3,13.400000000000002,6,7,9,19,1,40.0,9,9,7,17,0,60.0
2015-10-03,Bournemouth,Watford,1,1,D,6,2,0,0,7,9,11,26,0,6.300000000000001,22,20,28,81,1,12.8,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2015-10-03,Chelsea,Southampton,1,3,A,3,5,0,0,36,29,25,92,4,17.400000000000006,23,26,25,95,1,13.3,8,9,5,24,0,40.0,5,5,9,17,1,20.0
2015-10-03,Crystal Palace,West Brom,2,0,H,8,2,0,0,33,29,23,83,1,18.000000000000007,26,20,26,69,2,14.0,5,7,9,24,1,20.0,8,9,7,25,0,40.0
2015-10-03,Man City,Newcastle,6,1,H,11,4,0,0,42,45,19,138,0,24.000000000000004,10,14,37,69,6,5.5,15,17,0,42,0,100.0,0,0,17,8,1,0.0
2015-10-03,Norwich,Leicester,1,2,A,2,5,0,0,17,20,37,88,1,9.9,36,39,29,90,0,20.400000000000006,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2015-10-03,Sunderland,West Ham,2,2,D,3,6,1,0,16,15,33,69,2,7.500000000000002,22,23,28,76,3,14.9,5,5,4,34,0,20.0,8,4,5,24,0,40.0
2015-10-04,Arsenal,Man United,3,0,H,5,5,0,0,43,34,15,140,2,21.60000000000001,39,31,18,91,1,21.600000000000005,3,3,5,32,0,0.0,9,5,3,15,0,40.0
2015-10-04,Everton,Liverpool,1,1,D,4,4,0,0,32,28,22,89,1,18.10000000000001,31,23,28,101,3,14.800000000000002,4,4,8,26,0,0.0,7,8,4,36,0,20.0
2015-10-04,Swansea,Tottenham,2,2,D,2,11,0,0,31,26,24,98,0,15.200000000000003,33,28,24,96,1,19.000000000000007,0,5,11,19,0,0.0,15,11,5,28,0,100.0
2015-10-17,Chelsea,Aston Villa,2,0,H,3,1,0,0,35,29,27,90,3,15.600000000000003,20,26,34,81,1,8.3,12,9,4,26,3,80.0,3,4,9,16,1,20.0
2015-10-17,Crystal Palace,West Ham,1,3,A,1,4,1,0,36,30,21,88,1,19.800000000000008,22,23,28,77,3,14.700000000000001,9,6,4,17,1,75.0,3,4,6,19,0,25.0
2015-10-17,Everton,Man United,0,3,A,3,7,0,0,32,27,21,90,1,17.800000000000008,39,30,19,93,1,19.70000000000001,9,7,4,30,0,60.0,6,4,7,22,0,40.0
2015-10-17,Man City,Bournemouth,5,1,H,11,1,0,0,42,46,20,140,0,24.6,8,10,12,32,0,6.9,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2015-10-17,Southampton,Leicester,2,2,D,6,7,0,0,26,29,24,95,1,15.000000000000002,38,39,28,91,0,21.500000000000007,6,6,6,38,0,20.0,6,6,6,22,0,20.0
2015-10-17,Tottenham,Liverpool,0,0,D,4,3,0,0,33,28,24,99,1,18.400000000000006,29,22,29,101,3,14.400000000000002,0,4,18,19,1,0.0,15,18,4,34,0,100.0
2015-10-17,Watford,Arsenal,0,3,A,1,6,0,0,20,20,29,78,1,13.0,43,35,14,141,2,22.10000000000001,0,1,5,6,0,0.0,6,5,1,15,0,100.0
2015-10-17,West Brom,Sunderland,1,0,H,1,2,0,0,25,20,28,70,2,13.000000000000002,16,17,35,70,3,7.8000000000000025,8,7,5,20,0,40.0,5,5,7,14,0,20.0
2015-10-18,Newcastle,Norwich,6,2,H,6,6,0,0,10,15,38,72,6,5.100000000000001,17,21,37,84,1,9.5,11,4,1,30,1,60.0,2,1,4,15,1,0.0
2015-10-19,Swansea,Stoke,0,1,A,2,2,0,0,29,26,25,94,0,14.200000000000005,27,26,21,81,3,14.800000000000004,8,10,7,24,0,40.0,5,7,10,15,1,20.0
2015-10-24,Arsenal,Everton,2,1,H,5,5,0,1,43,36,14,143,2,23.300000000000008,32,27,22,91,1,15.900000000000002,6,5,6,23,0,20.0,6,6,5,21,0,20.0
2015-10-24,Aston Villa,Swansea,1,2,A,3,4,0,0,20,26,35,79,1,7.100000000000003,26,25,26,94,0,13.100000000000003,2,4,9,18,0,0.0,11,9,4,32,0,60.0
2015-10-24,Leicester,Crystal Palace,1,0,H,3,4,0,0,39,41,28,96,0,20.80000000000001,33,28,23,84,1,17.700000000000006,0,0,3,6,0,0.0,6,3,0,8,0,100.0
2015-10-24,Norwich,West Brom,0,1,A,3,4,0,0,14,22,43,87,1,8.2,25,20,28,68,2,14.400000000000002,9,9,4,23,0,60.0,6,4,9,38,0,40.0
2015-10-24,Stoke,Watford,0,2,A,1,3,0,0,27,26,21,81,3,16.700000000000003,19,19,31,73,1,11.600000000000001,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2015-10-24,West Ham,Chelsea,2,1,H,5,4,0,1,25,25,26,76,3,16.700000000000003,35,30,27,90,3,16.800000000000004,1,0,8,16,0,0.0,13,8,0,43,0,80.0
2015-10-25,Bournemouth,Tottenham,1,5,A,3,9,0,0,8,11,17,33,0,6.6,31,25,22,96,1,17.700000000000003,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2015-10-25,Liverpool,Southampton,1,1,D,2,3,0,1,27,20,28,99,3,13.700000000000005,27,31,25,99,1,15.0,9,8,5,25,0,60.0,6,5,8,32,0,40.0
2015-10-25,Man United,Man City,0,0,D,1,1,0,0,39,31,19,90,1,20.700000000000006,45,50,19,150,0,25.800000000000004,3,6,12,23,1,20.0,12,12,6,23,0,80.0
2015-10-25,Sunderland,Newcastle,3,0,H,3,8,0,1,16,17,34,69,2,6.900000000000001,10,20,40,73,6,7.5,15,10,1,23,0,100.0,0,1,10,31,0,0.0
2015-10-31,Chelsea,Liverpool,1,3,A,2,7,0,0,34,30,28,87,4,15.100000000000003,25,19,29,93,3,13.500000000000004,11,9,5,23,0,60.0,2,5,9,32,0,0.0
2015-10-31,Crystal Palace,Man United,0,0,D,5,1,0,0,33,28,23,85,1,16.2,37,30,19,86,1,19.800000000000008,1,1,7,12,2,0.0,13,7,1,30,0,80.0
2015-10-31,Man City,Norwich,2,1,H,5,3,0,1,43,48,19,142,0,24.400000000000006,14,21,40,86,1,7.8000000000000025,10,19,7,42,1,60.0,4,7,19,26,0,20.0
2015-10-31,Newcastle,Stoke,0,0,D,6,2,0,0,10,20,42,79,7,7.1,24,24,23,79,3,15.100000000000001,7,8,5,19,0,40.0,7,5,8,16,2,40.0
2015-10-31,Swansea,Arsenal,0,3,A,3,5,0,0,29,25,24,93,0,14.300000000000002,43,36,14,139,2,23.800000000000004,7,6,7,15,0,40.0,7,7,6,32,0,40.0
2015-10-31,Watford,West Ham,2,0,H,5,3,0,1,22,21,28,73,1,14.0,28,27,26,76,3,18.5,4,2,1,9,0,50.0,1,1,2,14,0,0.0
2015-10-31,West Brom,Leicester,2,3,A,6,5,0,0,28,20,26,71,2,16.500000000000004,41,42,28,96,0,21.700000000000006,3,3,3,8,0,50.0,3,3,3,9,0,50.0
2015-11-01,Everton,Sunderland,6,2,H,8,9,0,0,32,28,22,91,2,14.600000000000001,18,19,33,69,2,9.200000000000001,4,2,5,28,1,20.0,10,5,2,22,0,60.0
2015-11-01,Southampton,Bournemouth,2,0,H,2,2,1,0,25,31,26,99,2,14.4,8,12,22,36,0,6.1,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2015-11-02,Tottenham,Aston Villa,3,1,H,6,2,0,0,31,28,22,99,1,19.1,17,25,36,74,1,6.3000000000000025,12,11,2,38,0,80.0,3,2,11,8,2,20.0
2015-11-07,Bournemouth,Newcastle,0,1,A,5,1,0,0,8,12,24,38,0,5.800000000000001,11,20,39,81,6,7.5,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2015-11-07,Leicester,Watford,2,1,H,6,4,0,0,44,42,26,96,0,22.900000000000006,24,21,26,68,1,15.700000000000001,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2015-11-07,Man United,West Brom,2,0,H,3,0,0,1,35,27,19,84,1,18.8,25,21,29,72,2,14.900000000000002,5,11,10,35,0,20.0,8,10,11,20,0,40.0
2015-11-07,Norwich,Swansea,1,0,H,5,0,0,0,13,21,41,84,2,6.8000000000000025,29,25,26,93,0,13.500000000000004,8,10,11,35,0,40.0,5,11,10,37,0,20.0
2015-11-07,Stoke,Chelsea,1,0,H,2,4,0,0,25,24,22,79,3,15.000000000000002,31,28,29,86,4,13.300000000000002,3,4,13,14,0,20.0,12,13,4,39,0,80.0
2015-11-07,Sunderland,Southampton,0,1,A,3,4,0,0,18,21,35,76,2,8.3,27,32,25,96,3,16.3,6,6,13,20,0,20.0,6,13,6,37,1,20.0
2015-11-07,West Ham,Everton,1,1,D,5,4,0,0,28,27,25,78,4,17.200000000000003,32,31,24,90,2,15.700000000000003,0,4,10,10,1,0.0,15,10,4,29,0,100.0
2015-11-08,Arsenal,Tottenham,1,1,D,4,4,0,0,43,36,14,135,2,25.000000000000004,34,31,20,104,1,20.600000000000005,7,5,5,23,0,40.0,7,5,5,23,0,40.0
2015-11-08,Aston Villa,Man City,0,0,D,0,3,0,0,14,22,39,68,1,5.100000000000002,46,50,19,142,0,25.300000000000004,3,5,12,14,0,20.0,12,12,5,39,0,80.0
2015-11-08,Liverpool,Crystal Palace,1,2,A,4,4,0,0,25,21,30,95,3,15.000000000000002,31,25,22,86,1,15.400000000000004,4,8,11,27,0,20.0,10,11,8,22,0,60.0
2015-11-21,Chelsea,Norwich,1,0,H,7,2,0,0,28,26,29,80,4,11.700000000000003,16,20,37,86,2,9.4,11,8,2,45,0,60.0,2,2,8,17,0,0.0
2015-11-21,Everton,Aston Villa,4,0,H,9,3,0,0,30,30,24,91,2,15.4,15,22,38,65,1,5.600000000000002,10,12,7,34,0,60.0,4,7,12,14,0,20.0
2015-11-21,Man City,Liverpool,1,4,A,3,9,0,0,44,47,19,129,0,24.10000000000001,25,21,30,98,2,14.0,7,10,9,21,0,40.0,7,9,10,29,1,40.0
2015-11-21,Newcastle,Leicester,0,3,A,1,7,0,0,14,20,37,78,6,10.100000000000001,44,42,26,95,0,23.600000000000005,8,5,5,27,2,40.0,5,5,5,21,0,20.0
2015-11-21,Southampton,Stoke,0,1,A,1,4,0,0,27,31,25,97,3,17.900000000000002,28,24,20,77,3,16.700000000000006,6,6,6,22,0,20.0,6,6,6,13,0,20.0
2015-11-21,Swansea,Bournemouth,2,2,D,4,4,0,0,26,24,27,87,0,11.4,8,12,25,43,0,5.300000000000001,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2015-11-21,Watford,Man United,1,2,A,5,6,0,0,24,21,25,70,1,14.8,35,27,18,83,1,20.1,0,1,6,8,0,0.0,6,6,1,20,0,100.0
2015-11-21,West Brom,Arsenal,2,1,H,1,3,0,0,25,21,28,72,2,13.700000000000001,41,35,14,136,2,23.500000000000004,1,3,9,16,0,0.0,13,9,3,33,1,80.0
2015-11-22,Tottenham,West Ham,4,1,H,12,4,0,0,32,28,18,104,1,20.0,26,27,26,79,4,16.700000000000003,7,6,9,35,2,40.0,7,9,6,28,1,40.0
2015-11-23,Crystal Palace,Sunderland,0,1,A,7,4,0,0,31,25,22,87,1,16.900000000000006,18,21,35,76,2,7.400000000000001,7,8,5,17,1,50.0,4,5,8,14,1,25.0
2015-11-28,Aston Villa,Watford,2,3,A,6,6,0,0,15,21,39,66,1,4.700000000000003,24,22,26,69,1,13.300000000000002,4,2,0,10,0,50.0,1,0,2,11,0,0.0
2015-11-28,Bournemouth,Everton,3,3,D,10,6,0,0,9,14,27,47,0,6.0,30,33,24,99,2,16.500000000000004,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2015-11-28,Crystal Palace,Newcastle,5,1,H,8,2,0,0,28,23,22,91,1,15.300000000000004,14,20,39,78,6,9.400000000000002,3,4,8,18,0,0.0,9,8,4,28,0,40.0
2015-11-28,Leicester,Man United,1,1,D,3,2,0,0,44,42,24,98,0,24.500000000000004,35,26,18,82,1,21.3,3,7,12,18,0,20.0,12,12,7,35,1,80.0
2015-11-28,Man City,Southampton,3,1,H,9,8,0,0,44,47,21,128,0,21.70000000000001,27,31,25,96,3,16.6,10,11,5,27,1,60.0,4,5,11,20,0,20.0
2015-11-28,Sunderland,Stoke,2,0,H,5,3,0,1,18,21,35,76,2,9.499999999999998,31,24,18,79,3,18.500000000000004,8,6,5,24,2,40.0,5,5,6,30,1,20.0
2015-11-29,Liverpool,Swansea,1,0,H,2,0,0,0,28,24,27,105,1,15.500000000000002,24,23,28,87,0,11.6,13,16,6,49,0,80.0,1,6,16,23,0,0.0
2015-11-29,Norwich,Arsenal,1,1,D,2,3,0,0,13,18,38,80,2,8.500000000000002,38,32,15,129,2,21.700000000000006,4,6,12,25,0,20.0,10,12,6,46,0,60.0
2015-11-29,Tottenham,Chelsea,0,0,D,4,1,0,0,34,32,19,114,1,21.200000000000003,28,26,29,86,4,13.200000000000003,5,8,13,22,1,20.0,8,13,8,32,1,40.0
2015-11-29,West Ham,West Brom,1,1,D,6,3,0,0,26,27,28,76,4,15.400000000000002,28,22,25,67,1,15.400000000000002,8,9,7,26,0,40.0,5,7,9,32,1,20.0
