Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HST,AST,HR,AR,HomeTeamPointLast10,HomeTeamGoalScoredLast10,HomeTeamGoalConcededLast10,HomeTeamShotTargetLast10,HomeTeamRedLast10,HomeTeamRatingLast10,AwayTeamPointLast10,AwayTeamGoalScoredLast10,AwayTeamGoalConcededLast10,AwayTeamShotTargetLast10,AwayTeamRedLast10,AwayTeamRatingLast10,HomeTeamPointH2HLast5,HomeTeamGoalScoredH2HLast5,HomeTeamGoalConcededH2HLast5,HomeTeamShotTargetH2HLast5,HomeTeamRedH2HLast5,HomeTeamWin%H2HLast5,AwayTeamPointH2HLast5,AwayTeamGoalScoredH2HLast5,AwayTeamGoalConcededH2HLast5,AwayTeamShotTargetH2HLast5,AwayTeamRedH2HLast5,AwayTeamWin%H2HLast5
2015-08-23,Everton,Man City,0,2,A,1,9,0,0,17,15,10,48,0,13.3,24,27,10,61,0,20.400000000000002,4,6,8,19,1,20.0,10,8,6,28,0,60.0
2015-08-23,Watford,Southampton,0,0,D,0,5,0,0,10,12,15,43,0,8.5,8,14,17,45,1,6.200000000000001,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2015-08-23,West Brom,Chelsea,2,3,A,6,5,0,1,12,11,15,37,1,9.700000000000001,18,12,11,37,2,13.3,5,6,6,14,1,20.0,8,6,6,41,1,40.0
2015-08-24,Arsenal,Liverpool,0,0,D,5,8,0,0,18,15,8,71,0,13.8,14,10,16,46,1,11.7,8,11,10,32,0,40.0,5,10,11,33,2,20.0
2015-08-29,Aston Villa,Sunderland,2,2,D,6,3,0,0,13,13,18,38,1,9.600000000000001,10,11,17,41,0,7.4,11,11,1,35,1,60.0,2,1,11,11,1,0.0
2015-08-29,Bournemouth,Leicester,1,1,D,2,2,0,0,3,4,5,11,0,3.0,23,21,8,45,0,18.3,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2015-08-29,Chelsea,Crystal Palace,1,2,A,9,6,0,0,18,14,13,41,3,14.0,15,15,13,47,0,12.600000000000001,12,9,4,34,1,80.0,3,4,9,17,1,20.0
2015-08-29,Liverpool,West Ham,0,3,A,1,5,1,1,15,9,12,52,0,12.0,8,9,14,31,2,6.100000000000001,10,9,5,41,0,60.0,4,5,9,15,1,20.0
2015-08-29,Man City,Watford,2,0,H,5,0,0,0,27,28,8,66,0,22.200000000000003,11,12,14,37,0,8.700000000000001,2,1,1,13,0,0.0,2,1,1,5,0,0.0
2015-08-29,Newcastle,Arsenal,0,1,A,0,9,1,0,6,9,18,38,4,5.3999999999999995,16,11,7,66,0,12.8,0,2,11,16,0,0.0,15,11,2,23,0,100.0
2015-08-29,Stoke,West Brom,0,1,A,5,5,2,0,14,16,10,45,1,11.0,12,12,14,37,0,8.8,8,4,2,17,0,40.0,5,2,4,23,0,20.0
2015-08-29,Tottenham,Everton,0,0,D,6,3,0,0,12,11,12,44,1,9.600000000000001,14,14,12,48,0,10.8,11,6,3,27,0,60.0,2,3,6,15,0,0.0
2015-08-30,Southampton,Norwich,3,0,H,8,1,0,1,9,14,16,48,1,6.800000000000001,5,7,19,45,0,4.8,8,9,7,26,0,40.0,5,7,9,21,0,20.0
2015-08-30,Swansea,Man United,2,1,H,4,4,0,0,15,14,13,58,0,12.1,15,9,9,42,1,12.600000000000001,6,6,10,20,0,40.0,9,10,6,29,0,60.0
2015-09-12,Arsenal,Stoke,2,0,H,12,4,0,0,16,11,7,70,0,13.000000000000002,13,15,10,48,3,9.600000000000001,9,9,5,31,1,60.0,6,5,9,15,0,40.0
2015-09-12,Crystal Palace,Man City,0,1,A,2,7,0,0,15,13,13,48,0,13.5,30,28,4,68,0,24.000000000000004,3,3,10,12,0,20.0,12,10,3,26,0,80.0
2015-09-12,Everton,Chelsea,3,1,H,9,2,0,0,14,13,11,43,0,10.600000000000001,15,14,15,48,3,11.500000000000002,3,5,10,27,1,20.0,12,10,5,38,0,80.0
2015-09-12,Man United,Liverpool,3,1,H,3,4,0,0,12,6,9,39,1,10.1,12,7,15,47,1,9.8,9,7,6,25,1,60.0,6,6,7,27,1,40.0
2015-09-12,Norwich,Bournemouth,3,1,H,4,2,0,0,5,7,19,42,1,4.5,4,5,6,13,0,4.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2015-09-12,Watford,Swansea,1,0,H,6,3,1,0,11,11,12,34,0,8.5,17,15,13,59,0,13.600000000000001,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2015-09-12,West Brom,Southampton,0,0,D,1,4,0,0,15,11,11,37,0,11.500000000000002,9,15,16,52,1,7.9,7,4,2,17,1,40.0,7,2,4,15,2,40.0
2015-09-13,Leicester,Aston Villa,3,2,H,6,4,0,0,21,20,9,41,0,16.6,13,12,17,37,1,9.700000000000001,4,5,12,27,3,20.0,10,12,5,37,1,60.0
2015-09-13,Sunderland,Tottenham,0,1,A,2,4,0,0,11,12,15,41,0,8.0,13,11,11,47,1,10.100000000000001,1,5,12,17,1,0.0,13,12,5,49,0,80.0
2015-09-14,West Ham,Newcastle,2,0,H,3,4,0,0,10,11,13,33,3,8.4,6,9,17,35,4,5.000000000000001,5,2,5,10,0,20.0,8,5,2,20,1,40.0
2015-09-19,Aston Villa,West Brom,0,1,A,3,6,0,0,10,13,20,38,0,7.300000000000001,13,9,11,34,0,10.1,8,10,9,30,1,40.0,5,9,10,23,0,20.0
2015-09-19,Bournemouth,Sunderland,2,0,H,5,2,0,1,4,6,9,15,0,3.7,10,11,15,38,0,6.9,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2015-09-19,Chelsea,Arsenal,2,0,H,7,2,0,2,14,15,18,47,3,10.200000000000001,18,13,7,81,0,15.200000000000001,11,10,1,29,0,60.0,2,1,10,16,1,0.0
2015-09-19,Man City,West Ham,1,2,A,8,3,0,0,30,27,4,72,0,24.000000000000004,13,13,11,33,3,10.8,12,10,4,34,0,80.0,3,4,10,15,0,20.0
2015-09-19,Newcastle,Watford,1,2,A,5,4,0,0,6,8,16,34,4,4.800000000000001,11,8,10,30,1,9.1,4,3,2,7,0,50.0,1,2,3,10,0,0.0
2015-09-19,Stoke,Leicester,2,2,D,4,5,0,0,10,13,11,50,3,7.6,21,22,11,43,0,17.0,3,1,1,7,0,50.0,3,1,1,4,0,50.0
2015-09-19,Swansea,Everton,0,0,D,3,2,0,1,17,15,12,56,0,13.100000000000001,14,15,12,44,0,11.4,3,4,6,15,1,0.0,9,6,4,31,0,40.0
2015-09-20,Liverpool,Norwich,1,1,D,7,2,0,0,11,8,18,46,1,8.5,8,10,19,42,1,7.3,15,21,5,43,0,100.0,0,5,21,23,0,0.0
2015-09-20,Southampton,Man United,2,3,A,8,3,0,0,10,14,14,50,1,8.4,15,9,9,40,1,12.6,5,5,6,28,0,20.0,8,6,5,16,0,40.0
2015-09-20,Tottenham,Crystal Palace,1,0,H,6,4,0,0,13,9,10,43,1,10.9,15,13,12,46,0,12.600000000000001,7,4,5,20,0,40.0,7,5,4,23,0,40.0
2015-09-26,Leicester,Arsenal,2,5,A,7,12,0,0,22,23,10,46,0,17.0,15,10,8,74,2,12.399999999999999,2,5,9,11,0,0.0,11,9,5,36,1,60.0
2015-09-26,Liverpool,Aston Villa,3,2,H,12,4,0,0,12,9,18,44,1,9.100000000000001,10,11,18,37,0,6.9,10,7,4,25,0,60.0,4,4,7,18,0,20.0
2015-09-26,Man United,Sunderland,3,0,H,7,4,0,0,18,12,8,39,1,14.9,7,9,16,34,1,4.9,10,6,3,27,0,60.0,4,3,6,13,1,20.0
2015-09-26,Newcastle,Chelsea,2,2,D,5,4,0,0,6,7,15,35,4,4.4,14,14,17,50,3,11.0,9,7,8,35,1,60.0,6,8,7,29,0,40.0
2015-09-26,Southampton,Swansea,3,1,H,7,4,0,0,9,14,15,54,1,7.5,15,12,10,53,0,11.400000000000002,10,4,1,23,1,60.0,4,1,4,20,1,20.0
2015-09-26,Stoke,Bournemouth,2,1,H,5,6,0,0,10,14,12,46,3,7.300000000000001,7,8,9,20,0,6.6,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2015-09-26,Tottenham,Man City,4,1,H,8,8,0,0,15,8,8,47,1,12.8,27,25,4,76,0,21.000000000000004,3,5,17,27,2,20.0,12,17,5,43,0,80.0
2015-09-26,West Ham,Norwich,2,2,D,7,7,0,0,15,15,12,34,3,12.9,9,11,19,41,1,8.0,7,5,4,23,0,50.0,4,4,5,29,0,25.0
2015-09-27,Watford,Crystal Palace,0,1,A,2,3,0,0,14,9,8,30,1,11.899999999999999,15,13,11,47,0,12.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2015-09-28,West Brom,Everton,2,3,A,4,4,0,0,15,10,11,36,0,12.0,12,12,12,39,1,10.200000000000001,3,2,5,13,0,0.0,9,5,2,24,0,40.0
2015-10-03,Aston Villa,Stoke,0,1,A,2,5,0,0,7,10,19,37,0,4.800000000000001,13,16,11,48,2,10.1,6,7,9,19,1,40.0,9,9,7,17,0,60.0
2015-10-03,Bournemouth,Watford,1,1,D,6,2,0,0,7,9,11,26,0,6.300000000000001,13,8,8,31,1,10.5,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2015-10-03,Chelsea,Southampton,1,3,A,3,5,0,0,12,15,19,47,3,9.8,12,16,14,59,0,9.9,8,9,5,24,0,40.0,5,5,9,17,1,20.0
2015-10-03,Crystal Palace,West Brom,2,0,H,8,2,0,0,18,14,10,49,0,14.100000000000001,12,11,14,37,0,9.799999999999999,5,7,9,24,1,20.0,8,9,7,25,0,40.0
2015-10-03,Man City,Newcastle,6,1,H,11,4,0,0,24,25,8,80,0,18.0,7,9,14,37,2,5.199999999999999,15,17,0,42,0,100.0,0,0,17,8,1,0.0
2015-10-03,Norwich,Leicester,1,2,A,2,5,0,0,10,11,18,43,1,8.5,19,22,15,46,0,14.4,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2015-10-03,Sunderland,West Ham,2,2,D,3,6,1,0,4,7,19,35,1,2.9000000000000004,13,16,14,34,3,11.5,5,5,4,34,0,20.0,8,4,5,24,0,40.0
2015-10-04,Arsenal,Man United,3,0,H,5,5,0,0,18,15,9,77,2,14.9,21,15,7,37,1,17.099999999999998,3,3,5,32,0,0.0,9,5,3,15,0,40.0
2015-10-04,Everton,Liverpool,1,1,D,4,4,0,0,15,13,11,38,1,12.5,12,10,19,48,1,9.9,4,4,8,26,0,0.0,7,8,4,36,0,20.0
2015-10-04,Swansea,Tottenham,2,2,D,2,11,0,0,12,11,13,53,0,9.4,18,12,8,50,1,15.100000000000001,0,5,11,19,0,0.0,15,11,5,28,0,100.0
2015-10-17,Chelsea,Aston Villa,2,0,H,3,1,0,0,11,15,21,47,3,8.600000000000001,4,9,20,34,0,2.9000000000000004,12,9,4,26,3,80.0,3,4,9,16,1,20.0
2015-10-17,Crystal Palace,West Ham,1,3,A,1,4,1,0,21,15,8,53,0,16.5,14,18,15,39,3,11.9,9,6,4,17,1,75.0,3,4,6,19,0,25.0
2015-10-17,Everton,Man United,0,3,A,3,7,0,0,16,14,10,38,1,13.0,18,13,9,38,1,14.6,9,7,4,30,0,60.0,6,4,7,22,0,40.0
2015-10-17,Man City,Bournemouth,5,1,H,11,1,0,0,24,25,9,80,0,18.3,8,10,12,32,0,6.9,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2015-10-17,Southampton,Leicester,2,2,D,6,7,0,0,15,19,13,61,0,12.600000000000001,19,22,16,48,0,14.799999999999999,6,6,6,38,0,20.0,6,6,6,22,0,20.0
2015-10-17,Tottenham,Liverpool,0,0,D,4,3,0,0,19,14,7,58,0,15.300000000000002,12,10,19,48,1,9.9,0,4,18,19,1,0.0,15,18,4,34,0,100.0
2015-10-17,Watford,Arsenal,0,3,A,1,6,0,0,14,9,8,30,1,11.0,20,17,8,79,2,16.400000000000002,0,1,5,6,0,0.0,6,5,1,15,0,100.0
2015-10-17,West Brom,Sunderland,1,0,H,1,2,0,0,11,10,15,36,0,8.5,4,9,21,35,2,3.2,8,7,5,20,0,40.0,5,5,7,14,0,20.0
2015-10-18,Newcastle,Norwich,6,2,H,6,6,0,0,6,9,19,36,2,4.300000000000001,10,12,16,43,1,8.1,11,4,1,30,1,60.0,2,1,4,15,1,0.0
2015-10-19,Swansea,Stoke,0,1,A,2,2,0,0,10,12,15,52,0,7.900000000000001,13,14,11,44,2,10.8,8,10,7,24,0,40.0,5,7,10,15,1,20.0
2015-10-24,Arsenal,Everton,2,1,H,5,5,0,1,22,20,8,77,2,18.1,13,12,12,36,1,10.5,6,5,6,23,0,20.0,6,6,5,21,0,20.0
2015-10-24,Aston Villa,Swansea,1,2,A,3,4,0,0,4,8,16,31,0,2.6000000000000005,10,10,12,45,0,7.700000000000001,2,4,9,18,0,0.0,11,9,4,32,0,60.0
2015-10-24,Leicester,Crystal Palace,1,0,H,3,4,0,0,19,24,18,55,0,14.500000000000002,18,13,10,48,1,13.800000000000002,0,0,3,6,0,0.0,6,3,0,8,0,100.0
2015-10-24,Norwich,West Brom,0,1,A,3,4,0,0,9,14,22,46,1,7.0,11,8,15,32,0,9.6,9,9,4,23,0,60.0,6,4,9,38,0,40.0
2015-10-24,Stoke,Watford,0,2,A,1,3,0,0,15,15,11,43,2,12.799999999999999,11,7,11,27,1,8.700000000000001,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2015-10-24,West Ham,Chelsea,2,1,H,5,4,0,1,17,20,14,40,3,14.200000000000001,14,17,18,47,2,11.1,1,0,8,16,0,0.0,13,8,0,43,0,80.0
2015-10-25,Bournemouth,Tottenham,1,5,A,3,9,0,0,8,11,17,33,0,6.6,17,12,7,59,0,13.8,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2015-10-25,Liverpool,Southampton,1,1,D,2,3,0,1,13,9,16,48,1,10.200000000000001,13,15,14,56,0,11.2,9,8,5,25,0,60.0,6,5,8,32,0,40.0
2015-10-25,Man United,Man City,0,0,D,1,1,0,0,20,15,8,41,1,16.0,24,26,8,80,0,18.6,3,6,12,23,1,20.0,12,12,6,23,0,80.0
2015-10-25,Sunderland,Newcastle,3,0,H,3,8,0,1,3,9,22,34,2,2.5,9,14,19,34,2,7.0,15,10,1,23,0,100.0,0,1,10,31,0,0.0
2015-10-31,Chelsea,Liverpool,1,3,A,2,7,0,0,11,15,19,43,3,9.0,14,9,11,46,1,10.700000000000001,11,9,5,23,0,60.0,2,5,9,32,0,0.0
2015-10-31,Crystal Palace,Man United,0,0,D,5,1,0,0,15,12,11,45,1,11.4,20,15,8,41,0,15.800000000000002,1,1,7,12,2,0.0,13,7,1,30,0,80.0
2015-10-31,Man City,Norwich,2,1,H,5,3,0,1,22,24,8,75,0,16.900000000000002,9,14,21,44,1,6.600000000000001,10,19,7,42,1,60.0,4,7,19,26,0,20.0
2015-10-31,Newcastle,Stoke,0,0,D,6,2,0,0,6,12,22,38,3,5.199999999999999,12,9,12,35,2,10.5,7,8,5,19,0,40.0,7,5,8,16,2,40.0
2015-10-31,Swansea,Arsenal,0,3,A,3,5,0,0,13,12,12,47,0,9.9,22,18,8,69,2,18.4,7,6,7,15,0,40.0,7,7,6,32,0,40.0
2015-10-31,Watford,West Ham,2,0,H,5,3,0,1,13,8,10,28,1,10.6,20,22,13,44,3,16.5,4,2,1,9,0,50.0,1,1,2,14,0,0.0
2015-10-31,West Brom,Leicester,2,3,A,6,5,0,0,14,8,11,31,0,11.9,19,20,17,51,0,14.9,3,3,3,8,0,50.0,3,3,3,9,0,50.0
2015-11-01,Everton,Sunderland,6,2,H,8,9,0,0,13,13,13,40,2,9.9,6,11,19,28,2,5.3,4,2,5,28,1,20.0,10,5,2,22,0,60.0
2015-11-01,Southampton,Bournemouth,2,0,H,2,2,1,0,14,16,13,55,1,11.6,8,12,22,36,0,6.1,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2015-11-02,Tottenham,Aston Villa,3,1,H,6,2,0,0,17,16,8,65,0,14.399999999999999,4,9,17,29,0,2.5000000000000004,12,11,2,38,0,80.0,3,2,11,8,2,20.0
2015-11-07,Bournemouth,Newcastle,0,1,A,5,1,0,0,8,12,23,36,0,5.800000000000001,6,10,20,40,3,5.1,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2015-11-07,Leicester,Watford,2,1,H,6,4,0,0,19,19,17,48,0,15.600000000000001,15,8,8,28,1,12.6,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2015-11-07,Man United,West Brom,2,0,H,3,0,0,1,18,14,8,41,0,14.0,14,10,11,35,0,11.5,5,11,10,35,0,20.0,8,10,11,20,0,40.0
2015-11-07,Norwich,Swansea,1,0,H,5,0,0,0,9,14,20,41,2,6.100000000000001,12,10,13,40,0,9.200000000000001,8,10,11,35,0,40.0,5,11,10,37,0,20.0
2015-11-07,Stoke,Chelsea,1,0,H,2,4,0,0,13,9,11,36,2,10.8,10,14,20,42,2,7.700000000000001,3,4,13,14,0,20.0,12,13,4,39,0,80.0
2015-11-07,Sunderland,Southampton,0,1,A,3,4,0,0,6,11,21,32,2,5.199999999999999,16,16,11,52,2,13.399999999999999,6,6,13,20,0,20.0,6,13,6,37,1,20.0
2015-11-07,West Ham,Everton,1,1,D,5,4,0,0,17,20,15,43,4,14.0,15,17,13,43,2,11.700000000000001,0,4,10,10,1,0.0,15,10,4,29,0,100.0
2015-11-08,Arsenal,Tottenham,1,1,D,4,4,0,0,25,21,6,68,2,20.400000000000002,20,19,8,67,0,16.6,7,5,5,23,0,40.0,7,5,5,23,0,40.0
2015-11-08,Aston Villa,Man City,0,0,D,0,3,0,0,1,9,20,28,0,0.7000000000000001,22,23,9,73,0,17.2,3,5,12,14,0,20.0,12,12,5,39,0,80.0
2015-11-08,Liverpool,Crystal Palace,1,2,A,4,4,0,0,14,11,12,50,1,11.400000000000002,13,9,10,43,1,10.000000000000002,4,8,11,27,0,20.0,10,11,8,22,0,60.0
2015-11-21,Chelsea,Norwich,1,0,H,7,2,0,0,10,14,18,43,2,7.4,9,12,19,40,2,7.199999999999999,11,8,2,45,0,60.0,2,2,8,17,0,0.0
2015-11-21,Everton,Aston Villa,4,0,H,9,3,0,0,13,15,14,43,2,10.6,2,9,19,27,0,1.6,10,12,7,34,0,60.0,4,7,12,14,0,20.0
2015-11-21,Man City,Liverpool,1,4,A,3,9,0,0,20,20,9,68,0,15.700000000000001,11,11,14,52,1,9.299999999999999,7,10,9,21,0,40.0,7,9,10,29,1,40.0
2015-11-21,Newcastle,Leicester,0,3,A,1,7,0,0,9,11,18,39,2,8.1,19,19,17,48,0,15.999999999999998,8,5,5,27,2,40.0,5,5,5,21,0,20.0
2015-11-21,Southampton,Stoke,0,1,A,1,4,0,0,19,17,8,52,2,15.700000000000001,15,8,9,31,2,12.8,6,6,6,22,0,20.0,6,6,6,13,0,20.0
2015-11-21,Swansea,Bournemouth,2,2,D,4,4,0,0,9,8,14,34,0,6.6,8,12,23,39,0,5.300000000000001,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2015-11-21,Watford,Man United,1,2,A,5,6,0,0,14,9,10,27,1,11.299999999999999,18,15,8,42,0,14.799999999999999,0,1,6,8,0,0.0,6,6,1,20,0,100.0
2015-11-21,West Brom,Arsenal,2,1,H,1,3,0,0,13,10,13,35,1,10.0,23,20,6,65,2,18.700000000000003,1,3,9,16,0,0.0,13,9,3,33,1,80.0
2015-11-22,Tottenham,West Ham,4,1,H,12,4,0,0,20,18,7,64,0,16.2,18,20,14,45,3,14.0,7,6,9,35,2,40.0,7,9,6,28,1,40.0
2015-11-23,Crystal Palace,Sunderland,0,1,A,7,4,0,0,16,10,9,43,1,12.400000000000002,6,10,19,33,2,4.699999999999999,7,8,5,17,1,50.0,4,5,8,14,1,25.0
2015-11-28,Aston Villa,Watford,2,3,A,6,6,0,0,2,8,21,28,0,1.6,13,10,12,32,1,10.100000000000001,4,2,0,10,0,50.0,1,0,2,11,0,0.0
2015-11-28,Bournemouth,Everton,3,3,D,10,6,0,0,6,10,22,36,0,4.5,16,19,12,51,2,12.7,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2015-11-28,Crystal Palace,Newcastle,5,1,H,8,2,0,0,13,8,9,44,1,10.200000000000001,8,11,21,40,2,7.000000000000001,3,4,8,18,0,0.0,9,8,4,28,0,40.0
2015-11-28,Leicester,Man United,1,1,D,3,2,0,0,21,21,16,53,0,17.7,20,17,9,40,0,16.2,3,7,12,18,0,20.0,12,12,7,35,1,80.0
2015-11-28,Man City,Southampton,3,1,H,9,8,0,0,17,19,13,62,0,13.000000000000004,18,17,9,48,2,14.3,10,11,5,27,1,60.0,4,5,11,20,0,20.0
2015-11-28,Sunderland,Stoke,2,0,H,5,3,0,1,8,10,18,35,2,7.1,17,8,8,34,2,14.5,8,6,5,24,2,40.0,5,5,6,30,1,20.0
2015-11-29,Liverpool,Swansea,1,0,H,2,0,0,0,13,15,15,53,1,11.0,9,9,15,29,0,7.0,13,16,6,49,0,80.0,1,6,16,23,0,0.0
2015-11-29,Norwich,Arsenal,1,1,D,2,3,0,0,8,11,19,35,2,6.200000000000001,22,21,8,63,2,16.900000000000002,4,6,12,25,0,20.0,10,12,6,46,0,60.0
2015-11-29,Tottenham,Chelsea,0,0,D,4,1,0,0,22,21,7,70,0,17.6,10,12,16,45,1,8.200000000000001,5,8,13,22,1,20.0,8,13,8,32,1,40.0
2015-11-29,West Ham,West Brom,1,1,D,6,3,0,0,18,18,14,45,2,13.300000000000002,16,10,11,30,1,12.600000000000001,8,9,7,26,0,40.0,5,7,9,32,1,20.0
2015-12-05,Arsenal,Sunderland,3,1,H,7,4,0,0,20,21,9,57,2,15.4,10,10,16,37,2,9.1,13,10,2,37,1,80.0,1,2,10,18,0,0.0
2015-12-05,Chelsea,Bournemouth,0,1,A,6,5,0,0,11,11,14,37,1,8.9,6,12,24,44,0,4.5,0,0,0,0,0,0.0,0,0,0,0,0,0.0
2015-12-05,Man United,West Ham,0,0,D,1,2,0,0,21,17,8,38,0,16.5,16,16,15,46,1,11.700000000000003,11,10,5,33,2,60.0,2,5,10,16,0,0.0
2015-12-05,Southampton,Aston Villa,1,1,D,5,2,0,0,15,15,12,48,2,11.799999999999999,1,8,22,28,0,0.9,8,10,5,30,0,40.0,5,5,10,19,0,20.0
