Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HST,AST,HR,AR,HomeTeamPointLast20,HomeTeamGoalScoredLast20,HomeTeamGoalConcededLast20,HomeTeamShotTargetLast20,HomeTeamRedLast20,AwayTeamPointLast20,AwayTeamGoalScoredLast20,AwayTeamGoalConcededLast20,AwayTeamShotTargetLast20,AwayTeamRedLast20,HomeTeamPointH2HLast10,HomeTeamGoalScoredH2HLast10,HomeTeamGoalConcededH2HLast10,HomeTeamShotTargetH2HLast10,HomeTeamRedH2HLast10,AwayTeamPointH2HLast10,AwayTeamGoalScoredH2HLast10,AwayTeamGoalConcededH2HLast10,AwayTeamShotTargetH2HLast10,AwayTeamRedH2HLast10,Home_Win_Prob,Draw_Prob,Away_Win_Prob
2018-12-08,Arsenal,Huddersfield,1,0,H,2,0,0,0,40,46,26,106,1,15,12,30,62,2,6,6,0,11,0,0,0,6,5,0,0.7676477365212349,0.14093812347287285,0.0914141400058923
2018-12-08,Bournemouth,Liverpool,0,4,A,2,4,0,0,29,29,30,83,1,47,39,9,118,1,4,7,15,20,0,13,15,7,33,0,0.16995754485525097,0.20362767479394153,0.6264147803508074
2018-12-08,Burnley,Brighton,1,0,H,4,1,0,0,11,17,42,59,0,26,22,29,58,2,2,0,0,10,0,2,0,0,3,0,0.4060464832933437,0.21732935402494097,0.3766241626817154
2018-12-08,Cardiff,Southampton,1,0,H,4,1,0,0,15,17,40,63,2,17,17,32,97,2,3,1,3,4,0,3,3,1,13,0,0.28364304348267094,0.309053015362724,0.40730394115460505
2018-12-08,Chelsea,Man City,2,0,H,5,4,0,0,41,36,18,104,0,54,58,9,143,0,14,10,13,31,1,14,13,10,55,3,0.16846147537926343,0.18176082410515762,0.649777700515579
2018-12-08,Leicester,Tottenham,0,2,A,3,2,0,0,26,28,31,94,5,43,37,22,109,1,9,19,26,56,1,18,26,19,60,0,0.2852278509207231,0.3394412161255872,0.37533093295368963
2018-12-08,Man United,Fulham,4,1,H,11,4,0,1,33,29,27,106,2,14,22,47,78,1,23,22,10,102,0,5,10,22,65,0,0.6621614104701821,0.2346793477049273,0.10315924182489065
2018-12-08,West Ham,Crystal Palace,3,2,H,6,4,0,0,25,27,32,79,1,25,23,23,85,1,15,16,12,41,2,12,12,16,39,2,0.3664210711507,0.27678922402357,0.35678970482572997
2018-12-09,Newcastle,Wolves,1,2,A,4,6,1,0,16,16,25,66,1,22,21,27,96,0,10,11,7,45,0,4,7,11,40,0,0.2921566335715414,0.34010724244500795,0.36773612398345074
2018-12-10,Everton,Watford,2,2,D,5,3,0,0,31,27,22,87,2,24,20,26,82,2,14,14,10,36,0,8,10,14,37,0,0.5020268034932205,0.2679904911253047,0.22998270538147478
2019-08-09,Liverpool,Norwich,4,1,H,7,5,0,0,47,40,9,115,1,17,19,35,60,1,26,33,12,90,0,2,12,33,45,0,0.813245500556639,0.13539210938327384,0.05136239006008715
2019-08-10,West Ham,Man City,0,5,A,3,9,0,0,28,29,30,81,1,51,53,11,135,0,7,9,25,22,0,22,25,9,56,0,0.10281974289782327,0.17854575476134707,0.7186345023408298
2019-08-10,Bournemouth,Sheffield United,1,1,D,3,3,0,0,29,29,31,84,1,18,18,33,107,1,0,0,0,0,0,0,0,0,0,0,0.40794785668819816,0.2794513935050293,0.3126007498067726
2019-08-10,Burnley,Southampton,3,0,H,4,3,0,0,14,17,40,61,0,16,17,33,96,2,11,5,6,19,0,8,6,5,38,0,0.2798421341620422,0.27986763228602235,0.44029023355193536
2019-08-10,Crystal Palace,Everton,0,0,D,2,3,0,1,22,22,24,81,1,31,28,23,89,2,10,11,15,39,0,16,15,11,47,1,0.3490592896265874,0.2720078428570043,0.37893286751640837
2019-08-10,Watford,Brighton,0,3,A,3,3,0,0,25,22,27,83,2,25,21,29,54,2,4,2,1,6,1,4,1,2,5,0,0.576596965487891,0.22831424418616497,0.19508879032594398
2019-08-10,Tottenham,Aston Villa,3,1,H,7,4,0,0,45,38,21,105,1,9,12,44,52,3,25,21,4,81,1,4,4,21,20,2,0.8414772299746087,0.11187514969566836,0.0466476203297229
2019-08-11,Leicester,Wolves,0,0,D,1,2,0,0,25,28,33,94,5,24,23,28,94,0,4,5,4,13,1,4,4,5,14,0,0.3799161545247815,0.3772284055745838,0.2428554399006346
2019-08-11,Newcastle,Arsenal,0,1,A,2,2,0,0,16,17,26,68,2,40,43,25,100,1,3,5,17,30,1,27,17,5,45,0,0.20446377411996292,0.26797281319322425,0.5275634126868128
2019-08-11,Man United,Chelsea,4,0,H,5,7,0,0,33,31,28,113,2,41,36,17,104,0,10,9,14,41,1,16,14,9,47,1,0.3070817881510789,0.2982678883903219,0.3946503234585992
2019-08-17,Arsenal,Burnley,2,1,H,9,5,0,0,43,43,23,99,1,16,19,39,58,0,22,17,3,59,1,1,3,17,26,0,0.7959957391946474,0.1381452983893147,0.06585896241603797
2019-08-17,Aston Villa,Bournemouth,1,2,A,7,4,0,0,9,13,45,53,3,30,30,30,85,1,3,2,2,4,0,3,2,2,5,0,0.24233619844199272,0.2891704709692804,0.46849333058872683
2019-08-17,Brighton,West Ham,1,1,D,4,3,0,0,27,24,29,56,2,28,28,31,83,1,9,7,1,14,0,0,1,7,7,0,0.44938451565407944,0.2394637075948214,0.3111517767510991
2019-08-17,Everton,Watford,1,0,H,2,2,0,0,29,27,23,91,3,24,22,30,82,2,15,16,12,41,0,9,12,16,40,0,0.5237528082113388,0.2817262081794335,0.19452098360922762
2019-08-17,Norwich,Newcastle,3,1,H,8,3,0,0,14,18,39,61,1,16,17,26,68,2,12,14,17,51,1,15,17,14,74,2,0.3222703654753987,0.2848648023407255,0.3928648321838758
2019-08-17,Southampton,Liverpool,1,2,A,3,6,0,0,13,15,35,93,2,49,42,8,119,1,6,5,18,26,1,21,18,5,51,0,0.08896715664381442,0.24487452244613653,0.6661583209100489
2019-08-17,Man City,Tottenham,2,2,D,10,2,0,0,51,54,10,137,0,45,39,22,109,1,19,22,14,74,0,10,14,22,40,2,0.6925410789443941,0.15490365992364283,0.15255526113196313
2019-08-18,Sheffield United,Crystal Palace,1,0,H,3,4,0,0,19,18,31,104,1,22,22,24,82,1,0,0,0,0,0,0,0,0,0,0,0.3549857013531145,0.3169633877972613,0.32805091084962423
2019-08-18,Chelsea,Leicester,1,1,D,5,3,0,0,38,35,21,108,0,26,28,28,94,4,23,21,6,58,1,5,6,21,25,3,0.6052801778683905,0.1814404120434452,0.2132794100881643
2019-08-19,Wolves,Man United,1,1,D,2,2,0,0,25,23,26,92,0,33,33,27,115,2,7,6,18,45,1,19,18,6,85,0,0.2684838478744338,0.2579091189596787,0.47360703316588754
2019-08-23,Aston Villa,Everton,2,0,H,3,1,0,0,9,13,44,57,3,29,26,23,88,3,6,12,25,39,1,21,25,12,75,0,0.17840915689831055,0.27677302040420143,0.5448178226974879
2019-08-24,Norwich,Chelsea,2,3,A,5,8,0,0,14,20,40,68,1,36,35,22,109,0,2,5,21,32,1,26,21,5,83,0,0.13163062303852846,0.248105486807043,0.6202638901544285
2019-08-24,Brighton,Southampton,0,2,A,3,4,1,0,25,24,30,56,2,12,15,36,91,1,3,4,4,8,0,3,4,4,9,0,0.4207614341858122,0.29259318993604433,0.2866453758781435
2019-08-24,Man United,Crystal Palace,1,2,A,3,3,0,0,34,34,27,114,2,19,17,25,77,1,26,18,4,53,0,2,4,18,27,0,0.5755196395549205,0.27209925316753014,0.1523811072775493
2019-08-24,Sheffield United,Leicester,1,2,A,3,2,0,0,22,19,30,94,1,27,29,27,95,4,0,0,0,0,0,0,0,0,0,0,0.3720666761503845,0.2365714314230475,0.39136189242656794
2019-08-24,Watford,West Ham,1,3,A,3,10,0,0,24,22,29,79,2,26,27,32,83,1,14,12,9,38,1,8,9,12,40,2,0.43372292237168325,0.2887728178383444,0.2775042597899723
2019-08-24,Liverpool,Arsenal,3,1,H,5,3,0,0,51,44,9,123,1,43,40,24,100,1,17,26,18,75,2,8,18,26,45,0,0.657714250767287,0.17426713501901153,0.16801861421370154
2019-08-25,Bournemouth,Man City,1,3,A,7,5,0,0,33,31,29,82,1,51,56,12,145,0,0,3,24,11,0,21,24,3,54,2,0.09160430781610632,0.15789898557970514,0.7504967066041885
2019-08-25,Tottenham,Newcastle,0,1,A,2,3,0,0,46,41,23,106,1,16,17,27,70,2,18,17,13,72,0,12,13,17,45,2,0.6712879067203945,0.1865407071985618,0.14217138608104368
2019-08-25,Wolves,Burnley,1,1,D,2,4,0,0,25,20,23,85,0,15,20,41,59,0,9,5,1,22,0,0,1,5,19,0,0.6206723707883178,0.23166091189180685,0.14766671731987538
2019-08-31,Southampton,Man United,1,1,D,2,8,1,0,12,16,36,87,1,33,35,29,111,2,10,8,11,41,0,16,11,8,26,0,0.2100618679460532,0.2861401457437076,0.5037979863102392
2019-08-31,Chelsea,Sheffield United,2,2,D,5,2,0,0,38,37,23,112,0,19,19,32,92,1,6,5,0,15,0,0,0,5,6,0,0.6093360527279291,0.21594832696751098,0.17471562030455995
2019-08-31,Crystal Palace,Aston Villa,1,0,H,5,2,0,1,19,17,25,78,1,9,14,44,57,3,14,7,4,40,0,8,4,7,30,0,0.6292150114903022,0.23310684808531187,0.1376781404243858
2019-08-31,Leicester,Bournemouth,3,1,H,5,2,0,0,27,28,27,87,4,30,31,32,84,1,5,5,8,26,1,11,8,5,21,1,0.4794775567996301,0.2897354408884937,0.23078700231187618
2019-08-31,Man City,Brighton,4,0,H,6,2,0,0,51,56,12,143,0,25,23,29,56,3,9,7,1,19,0,0,1,7,6,0,0.894258811202217,0.06798271216636592,0.03775847663141702
2019-08-31,Newcastle,Watford,1,1,D,5,3,0,0,19,18,26,70,2,21,21,31,74,2,7,7,11,19,0,13,11,7,32,0,0.42292749857354406,0.29493928265570113,0.28213321877075476
2019-08-31,West Ham,Norwich,2,0,H,8,3,0,0,28,30,33,91,1,14,21,40,71,0,9,9,8,36,0,6,8,9,39,0,0.5785043685741408,0.24625239464008278,0.1752432367857764
2019-08-31,Burnley,Liverpool,0,3,A,2,7,0,0,16,21,37,61,0,54,47,9,123,1,4,6,19,27,0,22,19,6,71,0,0.07487175541433691,0.14062597308647,0.7845022714991932
2019-09-01,Everton,Wolves,3,2,H,6,5,0,1,28,25,24,86,3,25,21,24,86,0,14,12,7,75,1,8,7,12,40,1,0.4018392201450714,0.34598277122965065,0.25217800862527795
2019-09-01,Arsenal,Tottenham,2,2,D,8,9,0,0,43,40,24,96,0,43,40,24,101,1,13,13,12,39,1,13,12,13,59,1,0.4828450947933642,0.1799034018037465,0.3372515034028893
2019-09-14,Liverpool,Newcastle,3,1,H,9,1,0,0,54,46,9,119,1,17,16,27,69,2,16,18,10,53,0,10,10,18,27,6,0.7802248648901193,0.14296598003714783,0.0768091550727328
2019-09-14,Brighton,Burnley,1,1,D,5,1,0,0,25,23,29,57,3,16,20,38,59,0,2,0,1,4,0,5,1,0,14,0,0.5458588029481445,0.26412583444467214,0.19001536260718346
2019-09-14,Man United,Leicester,1,0,H,5,3,0,0,31,35,30,118,2,30,27,23,83,4,21,22,12,65,1,6,12,22,32,2,0.57441979600137,0.21595281736977773,0.2096273866288523
2019-09-14,Sheffield United,Southampton,0,1,A,4,7,1,0,20,20,31,91,1,13,17,36,86,2,0,0,0,0,0,0,0,0,0,0,0.4500676475087194,0.29120609476488507,0.25872625772639557
2019-09-14,Tottenham,Crystal Palace,4,0,H,5,6,0,0,41,37,22,104,1,19,16,25,78,1,25,12,3,46,0,4,3,12,33,0,0.6179451294600027,0.22881963336250627,0.15323523717749102
2019-09-14,Wolves,Chelsea,2,5,A,4,6,0,0,25,21,24,84,1,39,39,22,115,0,6,6,24,38,0,21,24,6,76,0,0.19873208170915027,0.27876599276039865,0.5225019255304512
2019-09-14,Norwich,Man City,3,2,H,3,8,0,0,14,21,39,71,0,51,59,12,147,0,6,12,30,40,2,21,30,12,87,1,0.04377605006677698,0.1291406768293982,0.8270832731038249
2019-09-15,Bournemouth,Everton,3,1,H,6,5,0,0,27,30,34,81,1,31,27,23,85,3,8,13,16,37,1,11,16,13,31,1,0.41205893657220444,0.21176333355614754,0.376177729871648
2019-09-15,Watford,Arsenal,2,2,D,7,4,0,0,22,22,31,74,2,41,41,26,100,0,6,6,22,31,0,21,22,6,60,0,0.2440866762072382,0.27238170450499993,0.483531619287762
2019-09-16,Aston Villa,West Ham,0,0,D,5,1,0,1,8,13,44,54,4,28,29,32,95,1,15,9,8,52,1,12,8,9,42,0,0.2161670492161597,0.3500952191080873,0.43373773167575297
2019-09-20,Southampton,Bournemouth,1,3,A,6,3,0,0,15,18,36,90,2,27,31,35,83,1,12,8,5,29,1,6,5,8,28,0,0.39188157119622313,0.3109330176727113,0.29718541113106556
2019-09-21,Leicester,Tottenham,2,1,H,7,4,0,0,30,26,22,82,4,41,39,21,104,1,9,18,26,44,1,18,26,18,58,0,0.3036549737138128,0.3041616315313725,0.39218339475481473
2019-09-21,Burnley,Norwich,2,0,H,6,2,0,0,16,21,39,54,0,17,20,36,69,0,0,0,0,0,0,0,0,0,0,0,0.42651897373731845,0.24491037219415424,0.3285706540685273
2019-09-21,Everton,Sheffield United,0,2,A,3,1,0,0,30,26,24,85,2,19,19,31,92,2,4,3,1,7,0,1,1,3,10,1,0.4837823440041647,0.27194618006362076,0.24427147593221463
2019-09-21,Man City,Watford,8,0,H,11,4,0,0,48,59,15,147,0,20,22,33,76,2,23,23,4,63,0,2,4,23,25,0,0.8648953890834351,0.09377217258430388,0.041332438332261114
2019-09-21,Newcastle,Brighton,0,0,D,4,3,0,0,17,16,28,68,2,26,24,28,62,3,1,0,2,13,0,7,2,0,8,0,0.45488992306619797,0.24745942014795233,0.29765065678584973
2019-09-22,Crystal Palace,Wolves,1,1,D,4,4,0,1,16,14,29,75,1,24,21,27,84,1,0,0,1,4,0,3,1,0,2,0,0.3226804335399208,0.3071518331564222,0.370167733303657
2019-09-22,West Ham,Man United,2,0,H,6,3,0,0,29,29,28,94,2,31,34,29,117,2,10,9,15,29,1,16,15,9,49,2,0.32598185054785517,0.2812571830755999,0.39276096637654495
2019-09-22,Arsenal,Aston Villa,3,2,H,6,9,1,0,42,43,26,101,0,8,13,44,55,4,25,24,6,68,1,4,6,24,34,1,0.8534466647960172,0.09323755660777472,0.053315778596208056
2019-09-22,Chelsea,Liverpool,1,2,A,2,3,0,0,39,41,24,117,0,54,45,10,120,1,14,12,11,38,0,11,11,12,55,0,0.3233594036804458,0.19854198518296545,0.4780986111365888
2019-09-28,Sheffield United,Liverpool,0,1,A,2,4,0,0,22,20,28,92,1,54,45,11,117,1,1,1,5,5,0,4,5,1,11,0,0.16847722153195333,0.21433044878851734,0.6171923296795292
2019-09-28,Aston Villa,Burnley,2,2,D,3,3,0,0,8,15,45,62,3,19,22,36,57,0,5,7,5,26,0,5,5,7,23,0,0.3878748377908807,0.32892384468533026,0.2832013175237891
2019-09-28,Bournemouth,West Ham,2,2,D,5,6,0,0,27,32,35,81,1,32,30,26,95,2,11,14,14,43,1,8,14,14,32,1,0.4034328871389725,0.2220659579183657,0.37450115494266173
2019-09-28,Chelsea,Brighton,2,0,H,10,1,0,0,36,39,24,108,0,24,21,26,62,3,6,6,0,18,0,0,0,6,4,0,0.722332578973278,0.13994732954391548,0.13772009148280662
2019-09-28,Crystal Palace,Norwich,2,0,H,3,3,0,0,17,15,28,77,0,17,20,35,69,0,9,9,7,38,0,6,7,9,36,1,0.43348244705548405,0.3028168065660782,0.2637007463784379
2019-09-28,Tottenham,Southampton,2,1,H,4,6,1,0,38,37,22,97,1,15,18,37,92,2,23,24,12,52,0,5,12,24,37,1,0.6481124996991987,0.212396775539794,0.13949072476100724
2019-09-28,Wolves,Watford,2,0,H,2,5,0,0,25,22,26,85,2,17,19,40,74,2,0,0,2,1,0,3,2,0,3,0,0.5728620458266526,0.249817204949241,0.17732074922410646
2019-09-28,Everton,Man City,1,3,A,8,9,0,0,27,24,25,81,2,48,61,14,144,0,7,11,15,27,1,19,15,11,54,1,0.08792348483289585,0.19197629161813795,0.7201002235489662
2019-09-29,Leicester,Newcastle,5,0,H,5,0,0,1,30,26,23,87,3,17,16,28,66,1,17,15,9,40,0,11,9,15,39,2,0.5297911144311207,0.30028043974225843,0.1699284458266208
2019-09-30,Man United,Arsenal,1,1,D,4,5,0,0,31,32,28,117,2,45,44,25,101,1,16,14,14,41,1,10,14,14,54,0,0.4320290850383536,0.25572848558043754,0.31224242938120894
2019-10-05,Brighton,Tottenham,3,0,H,6,3,0,0,24,21,27,61,3,38,36,23,96,2,1,2,5,13,0,7,5,2,21,0,0.30150694304131886,0.24608104086597496,0.4524120160927061
2019-10-05,Burnley,Everton,1,0,H,3,2,0,1,20,22,34,58,0,26,23,26,86,1,12,8,11,36,2,12,11,8,64,1,0.3124568346879942,0.2502915957281302,0.4372515695838755
2019-10-05,Liverpool,Leicester,2,1,H,8,1,0,0,54,45,11,113,1,30,29,22,87,3,20,18,13,61,0,8,13,18,48,1,0.7047003739256136,0.14877017532677422,0.14652945074761214
2019-10-05,Norwich,Aston Villa,1,5,A,5,12,0,0,17,20,35,68,0,6,15,47,62,3,8,9,16,46,0,20,16,9,55,1,0.5479551622536777,0.2348126888330072,0.21723214891331505
2019-10-05,Watford,Sheffield United,0,0,D,2,3,0,0,14,17,41,74,2,19,18,29,86,1,0,0,2,9,1,6,2,0,13,0,0.2821293803683013,0.3273219009258106,0.39054871870588803
2019-10-05,West Ham,Crystal Palace,1,2,A,4,4,0,0,33,31,25,96,2,20,16,26,77,0,18,19,13,45,2,9,13,19,38,2,0.5113331130535311,0.3006943837986927,0.18797250314777625
2019-10-06,Arsenal,Bournemouth,1,0,H,2,2,0,0,43,42,25,96,1,27,32,35,81,0,16,16,7,33,0,4,7,16,27,1,0.6751692682263597,0.17271674267685477,0.15211398909678547
2019-10-06,Man City,Wolves,0,2,A,2,2,0,0,50,63,14,147,0,27,23,25,85,2,17,18,11,74,1,8,11,18,42,0,0.8298089510206497,0.10695742909666095,0.06323361988268934
2019-10-06,Southampton,Chelsea,1,4,A,3,7,0,0,15,18,37,93,1,36,39,23,115,0,5,10,21,35,1,23,21,10,53,0,0.1401182435750159,0.2847438082572483,0.5751379481677357
2019-10-06,Newcastle,Man United,1,0,H,2,3,0,0,17,15,31,64,2,32,33,26,116,2,8,12,22,46,0,20,22,12,62,0,0.1689481860919971,0.27805841839289475,0.5529933955151082
2019-10-19,Everton,West Ham,2,0,H,10,4,0,0,25,22,26,87,2,33,32,26,97,2,17,16,12,46,1,11,12,16,34,0,0.36208662148599885,0.2873295306886178,0.35058384782538327
2019-10-19,Aston Villa,Brighton,2,1,H,8,5,0,1,9,20,42,73,3,26,22,25,62,3,0,0,0,0,0,0,0,0,0,0,0.4172499305963328,0.2632915926767868,0.3194584767268804
2019-10-19,Bournemouth,Norwich,0,0,D,2,1,0,0,27,32,34,82,0,16,19,38,70,0,3,4,3,10,0,3,3,4,7,0,0.5867652072672991,0.2154614548227506,0.1977733379099504
2019-10-19,Chelsea,Newcastle,1,0,H,8,0,0,0,36,41,24,116,0,20,15,29,64,2,16,20,15,52,1,13,15,20,54,1,0.7122594692212398,0.17319753374233243,0.11454299703642783
2019-10-19,Leicester,Burnley,2,1,H,3,4,0,0,30,29,22,83,3,23,23,32,59,0,11,8,5,35,0,8,5,8,21,0,0.6109423434040945,0.24823285773320197,0.14082479886270352
2019-10-19,Tottenham,Watford,1,1,D,2,2,0,0,38,35,24,97,2,12,15,40,73,2,20,18,6,50,1,5,6,18,19,1,0.7068171131953914,0.19562062885443196,0.09756225795017649
2019-10-19,Wolves,Southampton,1,1,D,1,5,0,0,27,24,25,81,2,12,17,41,90,1,3,3,6,12,0,6,6,3,26,0,0.49793836689784926,0.2996810753775489,0.20238055772460187
2019-10-19,Crystal Palace,Man City,0,2,A,2,10,0,0,23,18,25,75,0,47,61,15,141,0,4,3,24,20,0,25,24,3,57,0,0.06298927267991045,0.15343733382111407,0.7835733934989755
2019-10-20,Man United,Liverpool,1,1,D,2,4,0,0,29,31,27,110,1,54,45,11,117,1,18,12,8,26,1,9,8,12,44,1,0.2611007896764032,0.2381584764346615,0.5007407338889351
2019-10-21,Sheffield United,Arsenal,1,0,H,2,3,0,0,20,17,27,84,1,43,40,23,87,1,3,1,3,9,0,3,3,1,15,0,0.3262378008767495,0.2437501886473856,0.4300120104758649
2019-10-25,Southampton,Leicester,0,9,A,3,15,1,0,12,16,40,90,1,33,29,19,78,2,10,9,11,54,1,16,11,9,44,0,0.24531196554867232,0.277750649442037,0.4769373850092906
2019-10-26,Man City,Aston Villa,3,0,H,9,5,1,0,47,60,15,142,0,12,21,41,80,3,25,26,6,79,0,4,6,26,34,0,0.8840928111282502,0.08248803343995127,0.03341915543179844
2019-10-26,Brighton,Everton,3,2,H,4,6,0,0,25,21,25,63,4,28,23,23,93,2,1,2,6,10,1,7,6,2,12,0,0.33422207131344817,0.3091426569519202,0.35663527173463155
2019-10-26,Watford,Bournemouth,0,0,D,3,5,0,0,13,15,39,70,2,25,28,32,79,0,8,9,11,27,1,8,11,9,31,0,0.30362220510435733,0.32320026051613776,0.37317753437950496
2019-10-26,West Ham,Sheffield United,1,1,D,4,4,0,0,30,29,27,97,2,20,16,26,81,1,3,1,3,10,0,3,3,1,10,0,0.4908450191656591,0.2855319467662829,0.22362303406805792
2019-10-26,Burnley,Chelsea,2,4,A,5,7,0,0,23,24,33,61,0,36,38,23,117,0,5,8,21,22,0,20,21,8,65,3,0.1587125230611139,0.21286663321556218,0.6284208437233239
2019-10-27,Newcastle,Wolves,1,1,D,2,5,1,0,20,14,28,62,2,25,24,26,75,2,10,12,9,49,1,7,9,12,46,0,0.354660941957396,0.28526848804012495,0.36007057000247905
2019-10-27,Arsenal,Crystal Palace,2,2,D,6,4,0,0,40,38,23,88,1,20,17,27,75,0,23,20,12,60,0,5,12,20,33,1,0.6176673524174678,0.22317991440534454,0.1591527331771876
2019-10-27,Liverpool,Tottenham,2,1,H,13,4,0,0,52,44,11,111,1,39,35,23,96,2,19,19,11,62,0,7,11,19,40,0,0.6675089764100707,0.16024349185145592,0.17224753173847332
2019-10-27,Norwich,Man United,1,3,A,3,11,0,0,17,19,37,70,0,27,30,27,106,0,9,7,17,38,0,21,17,7,70,0,0.17907660493910527,0.27341830949404045,0.5475050855668542
2019-11-02,Bournemouth,Man United,1,0,H,6,4,0,0,26,28,28,79,0,29,32,27,111,0,4,6,13,25,1,16,13,6,38,0,0.27256576920907394,0.2607310093651748,0.46670322142575116
2019-11-02,Arsenal,Wolves,1,1,D,4,8,0,0,38,38,25,89,1,25,24,26,72,2,23,20,4,79,0,2,4,20,36,3,0.6533246137924767,0.1763438314604971,0.17033155474702616
2019-11-02,Aston Villa,Liverpool,1,2,A,2,6,0,0,12,20,41,80,3,52,43,12,120,1,8,10,20,40,0,20,20,10,80,0,0.10474162569607454,0.24198313056739756,0.6532752437365279
2019-11-02,Brighton,Norwich,2,0,H,5,0,0,0,28,23,25,63,4,17,19,38,71,0,0,0,0,0,0,0,0,0,0,0,0.5383880012823685,0.2890550865193956,0.17255691219823602
2019-11-02,Man City,Southampton,2,1,H,4,3,0,0,47,58,15,141,1,12,16,46,92,2,25,27,9,64,1,4,9,27,38,0,0.8621279319321276,0.10691027218606322,0.030961795881809254
2019-11-02,Sheffield United,Burnley,3,0,H,6,0,0,0,21,17,23,83,1,20,22,37,61,0,0,0,0,0,0,0,0,0,0,0,0.5492602589300253,0.26577596119582175,0.18496377987415286
2019-11-02,West Ham,Newcastle,2,3,A,6,9,0,0,30,30,28,100,2,20,15,29,61,3,11,10,13,29,0,17,13,10,50,1,0.6018913842821785,0.2318608576263083,0.1662477580915132
2019-11-02,Watford,Chelsea,1,2,A,3,10,0,0,13,14,38,67,2,38,42,25,118,0,5,12,18,31,1,17,18,12,46,1,0.11979457425170398,0.26273486864523127,0.6174705571030646
2019-11-03,Crystal Palace,Leicester,0,2,A,3,5,0,0,20,19,29,75,0,33,35,18,85,2,13,14,7,42,0,10,7,14,21,2,0.27370154348355563,0.225255824137965,0.5010426323784793
2019-11-03,Everton,Tottenham,1,1,D,3,2,0,1,28,25,24,93,2,36,34,24,93,2,4,5,16,27,0,22,16,5,54,0,0.3529155591734,0.2696597242301575,0.3774247165964425
2019-11-08,Norwich,Watford,0,2,A,5,2,0,1,17,19,39,68,0,13,15,38,66,2,3,4,4,7,0,3,4,4,14,0,0.4804283611731852,0.24059722830169153,0.27897441052512334
2019-11-09,Chelsea,Crystal Palace,2,0,H,5,1,0,0,40,43,25,124,0,20,18,29,76,0,18,15,10,66,1,12,10,15,33,1,0.6548451960101853,0.21343277866377253,0.13172202532604219
2019-11-09,Burnley,West Ham,3,0,H,12,4,0,0,17,20,39,59,0,27,29,30,103,2,7,13,18,34,2,19,18,13,60,1,0.21747585766839178,0.22783657297239382,0.5546875693592145
2019-11-09,Newcastle,Bournemouth,2,1,H,9,3,0,0,23,18,29,69,3,26,27,27,80,0,7,6,7,18,0,7,7,6,25,0,0.34160422531142404,0.32643754841718015,0.33195822627139593
2019-11-09,Southampton,Everton,1,2,A,3,5,0,0,12,17,46,89,2,26,23,25,90,2,14,13,12,41,1,14,12,13,32,0,0.23826681379870604,0.32532446551260485,0.4364087206886892
2019-11-09,Tottenham,Sheffield United,1,1,D,5,4,0,0,34,33,25,89,3,23,19,22,83,1,3,3,2,14,0,3,2,3,8,0,0.4898025679329568,0.27495378389934694,0.23524364816769622
2019-11-09,Leicester,Arsenal,2,0,H,7,1,0,0,33,35,18,85,2,36,37,26,91,1,5,13,21,37,1,23,21,13,73,1,0.46517336927412045,0.2376980546998595,0.2971285760260201
2019-11-10,Man United,Brighton,3,1,H,11,2,0,0,29,31,25,111,0,31,25,23,67,4,3,3,4,10,0,6,4,3,9,0,0.6121944514822688,0.17092301837531468,0.2168825301424164
2019-11-10,Wolves,Aston Villa,2,1,H,5,4,0,0,23,23,27,74,2,12,21,39,81,3,6,9,15,42,1,15,15,9,49,0,0.4891372860440949,0.2679348237463923,0.24292789020951264
2019-11-10,Liverpool,Man City,3,1,H,5,3,0,0,54,44,12,120,1,47,58,16,137,1,20,19,16,45,2,8,16,19,33,0,0.36955792582264424,0.19654297184586858,0.4338991023314872
2019-11-23,West Ham,Tottenham,2,3,A,4,6,0,0,27,29,32,103,2,32,33,26,87,3,11,12,15,41,2,17,15,12,55,3,0.42823429876435126,0.24771799136168784,0.3240477098739608
2019-11-23,Arsenal,Southampton,2,2,D,5,6,0,0,33,32,27,85,1,12,18,45,86,2,18,13,12,56,2,9,12,13,43,1,0.6359332550046021,0.21659957626897872,0.14746716872641918
2019-11-23,Bournemouth,Wolves,1,2,A,2,7,1,0,23,24,29,76,0,23,24,28,77,2,0,0,0,0,0,0,0,0,0,0,0.4602013766159111,0.21688657520004603,0.32291204818404273
2019-11-23,Brighton,Leicester,0,2,A,0,9,0,0,28,25,26,65,4,36,36,16,90,1,1,1,5,8,0,7,5,1,11,2,0.29294230997153603,0.26819988219622154,0.43885780783224243
2019-11-23,Crystal Palace,Liverpool,1,2,A,6,4,0,0,20,18,30,73,0,56,47,13,123,1,13,17,18,40,1,16,18,17,58,1,0.11930517162717322,0.18251784782760735,0.6981769805452194
2019-11-23,Everton,Norwich,0,2,A,7,5,0,0,26,23,25,87,2,16,19,41,73,0,17,17,11,69,0,8,11,17,50,0,0.556988776773454,0.29540914169013277,0.14760208153641316
2019-11-23,Watford,Burnley,0,3,A,4,5,0,0,16,17,34,66,2,19,22,38,68,0,6,6,7,23,1,9,7,6,23,1,0.4271947101675623,0.31317480787471436,0.25963048195772326
