Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HST,AST,HR,AR,HomeTeamPointLast20,HomeTeamGoalScoredLast20,HomeTeamGoalConcededLast20,HomeTeamShotTargetLast20,HomeTeamRedLast20,AwayTeamPointLast20,AwayTeamGoalScoredLast20,AwayTeamGoalConcededLast20,AwayTeamShotTargetLast20,AwayTeamRedLast20,HomeTeamPointH2HLast10,HomeTeamGoalScoredH2HLast10,HomeTeamGoalConcededH2HLast10,HomeTeamShotTargetH2HLast10,HomeTeamRedH2HLast10,AwayTeamPointH2HLast10,AwayTeamGoalScoredH2HLast10,AwayTeamGoalConcededH2HLast10,AwayTeamShotTargetH2HLast10,AwayTeamRedH2HLast10,Home_Win_Prob,Draw_Prob,Away_Win_Prob
2016-04-09,West Ham,Arsenal,3,3,D,7,6,0,0,31,27,22,95,1,33,31,22,98,2,3,7,25,37,0,27,25,7,100,1,0.3242519710987364,0.26230308483562637,0.41344494406563714
2016-04-10,Liverpool,Stoke,4,1,H,6,3,0,0,31,37,30,108,1,31,26,27,74,2,17,12,13,66,0,11,13,12,34,0,0.6071333977256235,0.20318234276568056,0.18968425950869588
2016-04-10,Sunderland,Leicester,0,2,A,1,7,0,0,21,23,30,78,0,44,30,11,85,1,6,4,8,34,1,12,8,4,33,0,0.2599911038844865,0.22531005096773637,0.5146988451477772
2016-04-10,Tottenham,Man United,3,0,H,8,1,0,0,41,37,15,143,0,32,24,19,71,1,10,9,16,68,0,16,16,9,60,1,0.6241352799660446,0.21900774477864648,0.15685697525530898
2016-04-13,Crystal Palace,Everton,0,0,D,6,5,0,1,18,21,30,79,0,23,33,28,96,1,8,8,13,29,0,11,13,8,34,1,0.28657759356246615,0.26590566610901994,0.4475167403285138
2016-04-16,Chelsea,Man City,0,3,A,4,8,1,0,33,33,19,92,1,31,32,24,95,0,15,10,11,42,0,12,11,10,60,2,0.44683590900914466,0.2659635160331838,0.28720057495767143
2016-04-16,Everton,Southampton,1,1,D,2,4,0,0,23,32,27,97,2,30,25,20,82,4,18,15,12,46,0,9,12,15,46,0,0.5076457483925804,0.23468309700262227,0.2576711546047972
2016-04-16,Man United,Aston Villa,1,0,H,4,1,0,0,29,22,22,69,1,11,13,40,65,2,28,26,6,73,0,1,6,26,38,1,0.6488101449449688,0.2219181764140107,0.1292716786410204
2016-04-16,Newcastle,Swansea,3,0,H,7,1,0,0,15,19,39,77,1,26,20,24,64,1,5,8,15,44,1,20,15,8,53,0,0.3257333871390867,0.2916885351990251,0.3825780776618881
2016-04-16,Norwich,Sunderland,0,3,A,6,3,0,0,19,19,33,53,1,21,23,31,76,0,14,10,7,39,1,5,7,10,34,2,0.37266073795263255,0.28384170157000793,0.34349756047735946
2016-04-16,West Brom,Watford,0,1,A,4,4,0,0,26,21,23,51,2,22,20,25,69,1,1,0,0,0,0,1,0,0,5,0,0.4454959989263711,0.25466088782880963,0.2998431132448192
2016-04-17,Arsenal,Crystal Palace,1,1,D,6,2,0,0,33,33,24,100,2,19,21,29,78,0,19,16,5,52,1,1,5,16,19,1,0.572604482969041,0.2683146155211416,0.15908090150981735
2016-04-17,Bournemouth,Liverpool,1,2,A,5,6,0,0,32,26,28,82,1,31,38,30,107,1,0,0,1,2,0,3,1,0,2,0,0.3438342184498821,0.23022121032735113,0.4259445712227667
2016-04-17,Leicester,West Ham,2,2,D,2,4,1,0,44,29,11,85,1,31,29,24,97,1,13,8,7,32,1,7,7,8,38,2,0.4871201504532654,0.2378585600076755,0.275021289539059
2016-04-18,Stoke,Tottenham,0,4,A,2,6,0,0,28,26,31,73,2,41,36,14,139,0,12,13,14,43,2,15,14,13,92,3,0.12100965116977279,0.2534671986359059,0.6255231501943213
2016-04-19,Newcastle,Man City,1,1,D,3,5,0,0,18,22,36,83,1,34,34,20,100,0,0,4,34,46,1,30,34,4,90,0,0.16325269600677939,0.27096392272364755,0.565783381269573
2016-04-20,Liverpool,Everton,4,0,H,13,0,0,1,34,39,29,109,1,21,29,28,90,2,16,18,9,78,0,7,9,18,50,1,0.548977197555149,0.22085259373729674,0.2301702087075544
2016-04-20,Man United,Crystal Palace,2,0,H,10,0,0,0,29,21,21,67,1,17,17,29,72,0,17,12,3,45,0,2,3,12,20,2,0.48474971003827816,0.28586970405943724,0.2293805859022845
2016-04-20,West Ham,Watford,3,1,H,7,4,0,1,32,30,22,97,1,25,20,23,68,1,1,1,4,17,1,7,4,1,14,0,0.5465320024864632,0.23624608489820823,0.21722191261532856
2016-04-21,Arsenal,West Brom,2,0,H,7,1,0,0,34,33,23,103,2,23,19,23,54,2,23,20,9,69,1,5,9,20,34,0,0.6669333972113103,0.20497037896000092,0.12809622382868874
2016-04-23,Aston Villa,Southampton,2,4,A,7,7,0,0,11,11,38,60,2,31,25,18,78,4,13,13,18,42,0,13,18,13,59,0,0.22803747870202856,0.25341992232499394,0.5185425989729775
2016-04-23,Bournemouth,Chelsea,1,4,A,4,4,0,0,31,24,27,77,1,30,32,22,89,2,3,1,0,5,0,0,0,1,6,0,0.3716917561062754,0.21742247795174355,0.41088576594198106
2016-04-23,Liverpool,Newcastle,2,2,D,4,3,0,0,34,39,28,113,1,19,22,32,84,1,17,19,10,62,1,11,10,19,29,6,0.5963058733378204,0.23701099208758805,0.1666831345745916
2016-04-23,Man City,Stoke,4,0,H,6,2,0,0,32,32,20,96,0,28,26,33,72,1,18,16,6,80,0,9,6,16,27,0,0.647916744872104,0.19512229015368068,0.15696096497421522
2016-04-24,Leicester,Swansea,4,0,H,9,1,0,0,44,30,12,84,2,26,20,26,65,1,6,5,2,15,0,3,2,5,11,0,0.6527486401352881,0.19946271309090577,0.14778864677380602
2016-04-24,Sunderland,Arsenal,0,0,D,3,7,0,0,21,25,31,75,0,36,34,22,107,2,3,5,17,36,0,24,17,5,74,1,0.2179055292663638,0.21777902625004356,0.5643154444835926
2016-04-25,Tottenham,West Brom,1,1,D,2,3,0,0,43,40,14,141,0,22,18,24,52,2,17,16,10,79,0,8,10,16,40,1,0.7774670749352751,0.14742803427340903,0.07510489079131585
2016-04-30,Arsenal,Norwich,1,0,H,3,3,0,0,34,31,21,107,2,18,18,35,57,1,20,23,10,93,0,5,10,23,37,0,0.7050736929772747,0.20656021886199363,0.08836608816073156
2016-04-30,Everton,Bournemouth,2,1,H,5,2,0,0,20,26,29,84,3,28,24,31,76,1,1,3,3,6,0,1,3,3,10,0,0.5120934836993213,0.2744080783050674,0.2134984379956113
2016-04-30,Newcastle,Crystal Palace,1,0,H,4,3,0,0,17,22,34,86,1,16,16,30,67,0,12,11,9,39,0,6,9,11,31,0,0.44191311319314136,0.31820833465704723,0.23987855214981135
2016-04-30,Stoke,Sunderland,1,1,D,3,5,0,0,25,24,37,70,1,19,23,31,73,0,9,8,15,59,3,18,15,8,48,2,0.3683445137044003,0.28222849420232965,0.34942699209327016
2016-04-30,Watford,Aston Villa,3,2,H,6,2,0,1,22,18,24,66,2,10,12,41,65,2,4,3,4,17,0,4,4,3,16,0,0.571844432366467,0.26305319491757073,0.16510237271596234
2016-04-30,West Brom,West Ham,0,3,A,5,4,0,0,22,18,24,51,2,34,32,22,98,1,10,13,15,66,1,13,15,13,54,0,0.24807367642366704,0.2712650251326334,0.4806612984436996
2016-05-01,Man United,Leicester,1,1,D,6,3,0,1,31,22,20,75,1,44,31,12,88,2,22,20,8,57,1,4,8,20,31,0,0.35954488883918867,0.2332402133816473,0.40721489777916386
2016-05-01,Southampton,Man City,4,2,H,7,5,0,0,33,28,19,80,4,35,36,18,98,0,8,12,20,51,0,20,20,12,77,1,0.3015314518958355,0.32371251734995476,0.37475603075420966
2016-05-01,Swansea,Liverpool,3,1,H,9,3,0,1,26,20,27,64,1,32,40,30,115,1,6,7,17,42,0,18,17,7,84,0,0.21730595535863273,0.24272175060058204,0.5399722940407853
2016-05-02,Chelsea,Tottenham,2,2,D,5,5,0,0,32,36,23,92,2,43,40,14,140,0,17,20,12,65,1,8,12,20,66,1,0.22336783519939946,0.27783134343329513,0.49880082136730536
2016-05-07,Aston Villa,Newcastle,0,0,D,0,3,0,0,10,14,42,65,3,17,21,33,86,1,7,7,11,43,0,19,11,7,64,1,0.23770035839410725,0.367350030709235,0.3949496108966577
2016-05-07,Bournemouth,West Brom,1,1,D,4,4,0,0,25,23,32,73,1,21,16,25,54,2,3,2,1,7,0,0,1,2,2,2,0.528969254278519,0.21964203157746784,0.2513887141440131
2016-05-07,Crystal Palace,Stoke,2,1,H,4,3,0,0,13,15,31,65,0,25,25,38,70,1,10,7,5,20,0,4,5,7,19,0,0.46472269631387464,0.254776631493279,0.2805006721928463
2016-05-07,Leicester,Everton,3,1,H,8,5,0,0,42,30,12,86,3,22,27,29,85,3,9,14,15,35,0,12,15,14,42,1,0.5737849889303092,0.22808277717413405,0.1981322338955568
2016-05-07,Norwich,Man United,0,1,A,2,2,0,0,18,18,34,59,1,31,23,21,80,1,9,7,16,36,0,18,16,7,68,0,0.26018701531073285,0.27172775846130914,0.4680852262279581
2016-05-07,Sunderland,Chelsea,3,2,H,4,8,0,1,20,23,29,74,0,33,38,24,91,2,4,12,23,48,0,25,23,12,85,0,0.26263826168930515,0.21683137271425906,0.5205303655964358
2016-05-07,West Ham,Swansea,1,4,A,7,6,0,0,36,35,22,100,1,29,22,26,66,1,12,7,5,37,1,6,5,7,26,1,0.64910474218972,0.19579214073333434,0.15510311707694568
2016-05-08,Liverpool,Watford,2,0,H,5,3,0,0,32,41,31,117,2,22,19,26,65,2,6,5,3,27,0,3,3,5,13,0,0.671130229743326,0.19400953405642798,0.13486023620024612
2016-05-08,Man City,Arsenal,2,2,D,3,2,0,0,32,36,21,98,0,34,30,21,106,2,13,14,12,59,3,13,12,14,54,2,0.4286159816215503,0.22791867649442657,0.34346534188402317
2016-05-08,Tottenham,Southampton,1,2,A,6,2,0,0,44,41,14,137,0,36,32,20,84,4,22,19,10,58,0,7,10,19,51,0,0.6972804603319218,0.15050769321579827,0.15221184645228003
2016-05-10,West Ham,Man United,3,2,H,6,2,0,0,35,36,26,98,1,34,23,19,77,1,3,7,21,29,0,24,21,7,76,2,0.4655323776769583,0.23931516664322983,0.29515245567981196
2016-05-11,Liverpool,Chelsea,1,1,D,9,7,0,0,34,41,29,114,2,33,39,25,94,3,15,16,13,64,0,12,13,16,42,0,0.5334513552602335,0.20411636383413248,0.262432280905634
2016-05-11,Norwich,Watford,4,2,H,6,7,0,0,17,17,34,59,1,19,18,28,62,2,0,0,2,1,0,3,2,0,7,0,0.41401365398691037,0.24865143781701454,0.33733490819607514
2016-05-11,Sunderland,Everton,3,0,H,8,6,0,0,23,26,30,76,0,21,27,31,87,3,11,9,17,50,0,17,17,9,70,1,0.40885495642936154,0.2268673170388569,0.36427772653178164
2016-05-15,Arsenal,Aston Villa,4,0,H,7,2,0,0,32,30,22,103,2,10,13,41,58,3,22,21,8,76,1,7,8,21,37,1,0.7404650307562896,0.18480245185522307,0.07473251738848745
2016-05-15,Chelsea,Leicester,1,1,D,4,5,0,0,31,37,25,94,3,42,30,11,89,3,18,18,10,61,1,9,10,18,36,2,0.45891197953678375,0.23355313288282117,0.30753488758039504
2016-05-15,Everton,Norwich,3,0,H,8,2,0,0,21,25,31,88,3,17,19,35,61,1,14,14,11,61,0,8,11,14,48,0,0.5571960281228924,0.2863428021691863,0.15646116970792134
2016-05-15,Newcastle,Tottenham,5,1,H,10,5,1,0,17,20,32,85,1,41,40,16,137,0,14,12,20,47,0,14,20,12,81,0,0.10858358977607711,0.2638485082318458,0.627567901992077
2016-05-15,Southampton,Crystal Palace,4,1,H,5,4,0,0,39,34,19,82,4,13,15,31,66,0,14,11,6,29,1,5,6,11,27,1,0.6276752238547028,0.25899596062339336,0.11332881552190392
2016-05-15,Stoke,West Ham,2,1,H,4,7,0,0,25,25,38,68,1,37,39,28,102,1,14,10,10,48,0,11,10,10,57,0,0.27625840619195957,0.22346485443836553,0.500276739369675
2016-05-15,Swansea,Man City,1,1,D,1,5,0,0,31,26,27,70,1,33,37,21,95,0,4,7,19,43,0,22,19,7,82,0,0.24976053304935203,0.24034617042084558,0.5098932965298024
2016-05-15,Watford,Sunderland,2,2,D,6,4,0,0,16,17,32,64,2,26,28,27,81,0,3,1,0,6,0,0,0,1,2,0,0.3225785296962404,0.3004810128636084,0.37694045744015137
2016-05-15,West Brom,Liverpool,1,1,D,1,3,0,0,22,16,24,56,0,35,42,27,119,2,15,13,12,54,0,12,12,13,79,1,0.19609168212695124,0.21234601754558308,0.5915623003274656
2016-05-17,Man United,Bournemouth,3,1,H,5,0,0,0,34,24,20,77,1,23,22,32,70,1,0,1,2,5,0,3,2,1,5,0,0.5648586733663448,0.22094682534936447,0.21419450128429077
2016-08-13,Burnley,Swansea,0,1,A,3,9,0,0,18,16,26,73,2,29,26,28,69,1,0,0,2,7,0,6,2,0,7,0,0.41527278568181075,0.2855825378429204,0.29914467647526877
2016-08-13,Crystal Palace,West Brom,0,1,A,4,3,0,0,12,16,35,70,0,23,17,24,54,0,11,14,12,38,1,11,12,14,38,0,0.37406601770134057,0.29688791551896426,0.3290460667796952
2016-08-13,Everton,Tottenham,1,1,D,6,4,0,0,21,27,31,89,3,38,38,21,132,0,10,7,10,41,0,16,10,7,59,0,0.17563046935594337,0.32581797384567474,0.49855155679838187
2016-08-13,Hull,Leicester,2,1,H,5,5,0,0,19,15,26,82,3,43,31,11,91,3,1,0,1,10,2,4,1,0,5,1,0.2511310177137801,0.2704950391882955,0.47837394309792447
2016-08-13,Man City,Sunderland,2,1,H,4,3,0,0,31,34,21,91,0,27,29,25,82,0,17,20,12,84,0,11,12,20,37,0,0.5092762279297427,0.23858168336846486,0.2521420887017924
2016-08-13,Middlesbrough,Stoke,1,1,D,2,1,0,0,12,11,30,110,2,25,25,39,69,1,3,2,2,20,0,3,2,2,6,1,0.47243413282114094,0.33472905168727973,0.1928368154915794
2016-08-13,Southampton,Watford,1,1,D,6,1,0,1,39,34,20,82,4,16,17,32,67,2,4,2,0,12,0,1,0,2,1,0,0.6743256849530818,0.2066554049929786,0.11901891005393973
2016-08-14,Arsenal,Liverpool,3,4,A,5,7,0,0,35,34,18,106,2,33,42,28,118,2,16,18,16,62,1,10,16,18,67,2,0.43262033777832626,0.2571961605330727,0.310183501688601
2016-08-14,Bournemouth,Man United,1,3,A,3,7,0,0,22,23,35,66,1,37,27,19,76,1,3,3,4,5,0,3,4,3,10,0,0.34344323036731134,0.22708367608713625,0.4294730935455524
2016-08-15,Chelsea,West Ham,2,1,H,6,3,0,0,31,36,24,96,3,36,39,29,105,1,20,18,8,81,1,8,8,18,54,0,0.4851123055092158,0.2636469034056574,0.2512407910851268
2016-08-19,Man United,Southampton,2,0,H,5,1,0,0,39,30,20,81,1,40,34,19,84,4,20,17,11,51,0,8,11,17,49,0,0.5116796561350099,0.1718557893421975,0.31646455452279265
2016-08-20,Burnley,Liverpool,2,0,H,2,5,0,0,17,14,25,73,2,33,45,31,119,2,0,0,11,10,0,12,11,0,37,0,0.20199314784163794,0.26411875920290306,0.5338880929554589
2016-08-20,Leicester,Arsenal,0,0,D,1,4,0,0,42,32,13,92,3,32,35,22,105,2,3,9,26,23,3,24,26,9,84,2,0.3858887002902865,0.2688831015514289,0.3452281981582847
2016-08-20,Stoke,Man City,1,4,A,3,6,0,0,23,22,37,65,1,33,36,22,90,0,9,6,17,27,0,18,17,6,77,0,0.21703410859840014,0.24164697989311507,0.5413189115084848
2016-08-20,Swansea,Hull,0,2,A,3,4,0,0,31,27,28,75,1,22,17,26,82,2,7,5,3,11,0,4,3,5,10,1,0.46834067041567384,0.24014652181336688,0.2915128077709592
2016-08-20,Tottenham,Crystal Palace,1,0,H,5,2,0,0,36,37,21,133,0,11,16,36,72,0,14,9,7,51,0,8,7,9,37,0,0.678675710767802,0.22472192912906938,0.09660236010312871
2016-08-20,Watford,Chelsea,1,2,A,2,4,0,0,17,17,31,67,2,33,38,25,99,3,2,2,7,13,0,8,7,2,22,0,0.2503007457463867,0.23439630560094235,0.5153029486526709
2016-08-20,West Brom,Everton,1,2,A,4,7,0,0,23,17,24,52,0,22,25,28,92,3,9,7,11,33,0,18,11,7,56,0,0.29822575099668225,0.23365480802858773,0.46811944097472996
2016-08-21,Sunderland,Middlesbrough,1,2,A,5,3,0,0,27,30,26,82,0,13,12,30,107,2,15,11,11,58,0,12,11,11,58,3,0.40226978122409235,0.2927554291989982,0.30497478957690954
2016-08-21,West Ham,Bournemouth,1,0,H,2,5,0,1,33,38,30,103,1,22,24,36,66,1,3,6,5,9,1,3,5,6,11,0,0.6923618254113182,0.17310102285306586,0.134537151735616
2016-08-27,Chelsea,Burnley,3,0,H,10,0,0,0,33,37,26,99,3,19,13,22,71,2,10,9,3,34,1,1,3,9,10,0,0.6063762856413221,0.23979449262346395,0.15382922173521402
2016-08-27,Crystal Palace,Bournemouth,1,1,D,5,3,0,0,11,16,34,70,0,21,24,37,71,1,1,1,2,3,0,4,2,1,8,0,0.42663583491902846,0.2622661975168637,0.3110979675641078
2016-08-27,Everton,Stoke,1,0,H,9,1,0,0,24,26,28,96,3,23,22,39,65,0,12,14,11,57,0,15,11,14,42,0,0.5701922495424159,0.2918950375430424,0.13791271291454169
2016-08-27,Hull,Man United,0,1,A,2,9,0,0,22,17,26,81,2,39,30,19,80,1,1,7,21,40,0,22,21,7,60,2,0.27958419279045227,0.29271094949346,0.4277048577160878
2016-08-27,Leicester,Swansea,2,1,H,6,3,0,0,42,32,13,91,3,31,26,28,74,1,9,9,2,24,0,3,2,9,12,0,0.6501192473779914,0.20971191362803765,0.14016883899397092
2016-08-27,Southampton,Sunderland,1,1,D,7,2,0,0,40,34,20,81,3,24,28,27,81,0,16,18,9,65,2,10,9,18,37,0,0.5292006493602601,0.2619273387148586,0.20887201192488128
2016-08-27,Tottenham,Liverpool,1,1,D,4,3,0,0,38,37,20,134,0,33,45,31,122,2,9,11,20,57,1,18,20,11,65,2,0.43752872444990837,0.23346766871728336,0.3290036068328082
2016-08-27,Watford,Arsenal,1,3,A,6,7,0,0,17,17,31,66,2,30,34,22,106,2,0,1,12,9,0,12,12,1,33,0,0.18872197494287976,0.25708815080816505,0.554189874248955
2016-08-28,Man City,West Ham,3,1,H,5,2,0,0,33,38,22,91,0,33,37,30,95,1,20,18,10,72,0,8,10,18,29,0,0.5568642027659958,0.195197596061503,0.2479382011725013
2016-08-28,West Brom,Middlesbrough,0,0,D,2,2,0,0,20,16,25,51,0,16,14,30,108,2,7,7,10,47,1,10,10,7,43,1,0.265652955417373,0.2903040037399873,0.4440430408426395
2016-09-10,Arsenal,Southampton,2,1,H,2,5,0,0,32,34,20,108,2,38,33,21,81,3,14,15,13,74,2,11,13,15,41,1,0.5673692733546302,0.21097654642509295,0.2216541802202769
2016-09-10,Bournemouth,West Brom,1,0,H,5,2,0,0,22,24,35,70,1,20,14,23,47,0,4,3,2,11,0,1,2,3,6,2,0.4962140628909709,0.2522536246259969,0.2515323124830323
2016-09-10,Burnley,Hull,1,1,D,2,3,0,0,16,11,24,64,2,22,17,26,81,2,12,8,1,17,0,0,1,8,14,1,0.3589401128674833,0.3277429571758553,0.3133169299566615
2016-09-10,Liverpool,Leicester,4,1,H,11,3,0,0,33,43,29,119,2,42,33,14,95,3,20,14,9,59,0,8,9,14,41,1,0.5132058428467341,0.2135964470451139,0.273197710108152
2016-09-10,Man United,Man City,1,2,A,3,6,0,0,41,28,16,85,1,35,41,23,91,0,10,11,21,40,2,19,21,11,54,0,0.3828179456734907,0.24050918803106197,0.3766728662954473
2016-09-10,Middlesbrough,Crystal Palace,1,2,A,4,4,0,0,16,13,29,107,2,12,17,34,74,0,6,3,1,20,0,0,1,3,15,0,0.4030689578106296,0.3934475015303047,0.2034835406590657
2016-09-10,Stoke,Tottenham,0,4,A,2,8,0,0,20,19,39,62,0,39,38,20,133,0,12,11,15,40,2,15,15,11,90,3,0.09452317942417333,0.20125893137907802,0.7042178891967487
2016-09-10,West Ham,Watford,2,4,A,4,8,0,0,30,35,32,92,1,17,18,32,71,2,4,4,5,24,1,7,5,4,18,1,0.5998582645253798,0.2067220801506834,0.19341965532393673
2016-09-11,Swansea,Chelsea,2,2,D,2,7,0,0,31,25,26,72,0,35,38,24,107,3,6,8,21,47,1,21,21,8,73,3,0.262246466260084,0.18926960729056136,0.5484839264493546
2016-09-12,Sunderland,Everton,0,3,A,2,9,0,0,22,25,26,78,0,26,27,28,103,3,14,12,15,51,0,14,15,12,67,1,0.3576911855740462,0.2451903982841011,0.3971184161418526
2016-09-16,Chelsea,Liverpool,1,2,A,4,5,0,0,35,37,23,107,3,36,47,29,126,2,13,14,16,45,0,13,16,14,69,0,0.3900152817354224,0.26071365683334163,0.34927106143123593
2016-09-17,Everton,Middlesbrough,3,1,H,6,0,0,0,28,27,25,108,3,16,14,28,108,1,21,11,4,63,0,6,4,11,60,0,0.38642187992264776,0.4007766203562575,0.2128014997210948
2016-09-17,Hull,Arsenal,1,4,A,2,9,1,0,23,18,24,81,2,34,36,21,107,2,4,7,19,23,1,19,19,7,67,0,0.21613433960308018,0.27762036126259393,0.5062452991343259
2016-09-17,Leicester,Burnley,3,0,H,6,2,0,0,41,33,17,93,3,17,10,22,62,2,4,3,2,10,0,1,2,3,8,0,0.6481344482339982,0.22017840043786036,0.13168715132814135
2016-09-17,Man City,Bournemouth,4,0,H,12,2,1,0,35,39,24,93,0,22,22,35,67,1,6,9,1,18,0,0,1,9,3,0,0.7251290078717463,0.150048503411967,0.12482248871628684
2016-09-17,West Brom,West Ham,4,2,H,6,5,0,0,20,14,21,49,0,30,36,34,93,1,9,13,18,67,1,15,18,13,54,0,0.3097705616998237,0.24442210485395202,0.44580733344622414
2016-09-18,Crystal Palace,Stoke,4,1,H,8,4,0,0,15,19,31,75,0,19,19,43,58,0,13,9,6,24,0,4,6,9,22,0,0.5846436403356525,0.2480896863061099,0.1672666733582376
2016-09-18,Southampton,Swansea,1,0,H,6,3,0,0,35,31,23,81,3,29,26,28,72,0,17,9,3,40,1,5,3,9,29,1,0.5694379410641895,0.250997289491532,0.17956476944427852
2016-09-18,Tottenham,Sunderland,1,0,H,9,2,0,1,39,38,19,130,0,22,24,25,78,0,26,20,7,98,0,2,7,20,40,1,0.6392834350247499,0.22604744841015723,0.13466911656509278
2016-09-18,Watford,Man United,3,1,H,5,2,0,0,20,22,33,77,2,38,28,18,87,1,0,2,9,16,0,12,9,2,29,0,0.27649777332042114,0.27262073286944727,0.4508814938101315
2016-09-24,Arsenal,Chelsea,3,0,H,5,2,0,0,37,40,21,115,1,32,37,25,105,3,6,7,18,40,4,21,18,7,64,0,0.4783866427349034,0.21297914886964758,0.308634208395449
2016-09-24,Bournemouth,Everton,1,0,H,1,2,0,0,21,21,38,64,1,31,29,24,112,3,1,4,5,12,0,4,5,4,11,0,0.21627515847972525,0.211340721464284,0.5723841200559907
2016-09-24,Liverpool,Hull,5,1,H,12,1,0,1,36,44,26,124,2,23,19,25,75,3,12,14,8,62,0,9,8,14,28,1,0.6820527055493794,0.1898606593416469,0.12808663510897375
2016-09-24,Man United,Leicester,4,1,H,7,3,0,0,38,29,20,88,1,41,33,17,94,3,23,21,9,63,1,5,9,21,34,1,0.4538078287680251,0.20577477084137652,0.3404174003905984
2016-09-24,Middlesbrough,Tottenham,1,2,A,2,5,0,0,16,15,29,103,1,39,36,18,128,0,9,11,19,59,2,18,19,11,65,1,0.1256622349140995,0.32185695592906954,0.5524808091568311
2016-09-24,Stoke,West Brom,1,1,D,2,3,0,0,19,20,44,60,0,22,18,23,55,0,14,8,7,33,3,14,7,8,57,0,0.3309910328634519,0.2603589067869074,0.4086500603496408
2016-09-24,Sunderland,Crystal Palace,2,3,A,4,4,0,0,21,23,25,75,1,18,22,29,80,0,8,8,10,24,1,8,10,8,29,1,0.40786861357382476,0.3055003352448128,0.28663105118136245
2016-09-24,Swansea,Man City,1,3,A,5,4,0,0,26,24,28,70,0,37,41,22,102,1,5,8,20,44,0,23,20,8,87,0,0.21744592834567972,0.2067722872980685,0.5757817843562517
2016-09-25,West Ham,Southampton,0,3,A,1,9,0,0,29,36,36,95,1,35,31,23,85,3,13,12,10,43,1,13,10,12,54,1,0.4690040385307021,0.19826839700761684,0.332727564461681
2016-09-26,Burnley,Watford,2,0,H,4,3,0,0,17,10,23,60,2,20,23,33,77,2,0,0,0,0,0,0,0,0,0,0,0.39637810128211914,0.29378491743667945,0.30983698128120146
2016-09-30,Everton,Crystal Palace,1,1,D,3,2,0,0,28,26,25,107,3,21,24,29,81,0,12,13,8,39,2,9,8,13,35,0,0.4572240720451462,0.3437724573663927,0.19900347058846096
2016-10-01,Hull,Chelsea,0,2,A,3,9,0,0,22,19,29,73,4,31,37,28,103,3,2,4,15,27,1,20,15,4,56,0,0.25914711964278836,0.2894129330930989,0.4514399472641127
2016-10-01,Sunderland,West Brom,1,1,D,2,7,0,0,21,25,27,77,1,22,18,23,51,0,7,9,18,46,0,19,18,9,43,0,0.4678739457885671,0.28110707857036843,0.25101897564106435
2016-10-01,Swansea,Liverpool,1,2,A,3,6,0,0,25,24,30,71,0,39,49,25,134,2,9,10,18,51,0,18,18,10,87,1,0.1484286038252072,0.17796517750994365,0.6736062186648492
2016-10-01,Watford,Bournemouth,2,2,D,7,2,0,0,19,23,35,77,2,21,20,37,61,1,2,1,1,3,0,2,1,1,9,0,0.5541081291464284,0.2488457424219113,0.19704612843166033
2016-10-01,West Ham,Middlesbrough,1,1,D,2,3,0,0,26,34,39,90,1,15,16,31,101,1,19,13,9,63,1,10,9,13,64,1,0.4022176048491964,0.30220435830423176,0.2955780368465719
2016-10-02,Burnley,Arsenal,0,1,A,1,3,0,0,19,10,21,59,2,39,43,21,109,1,1,2,8,14,0,10,8,2,38,0,0.16491697250145068,0.25286410124877734,0.582218926249772
2016-10-02,Leicester,Southampton,0,0,D,1,5,0,0,38,32,21,91,3,37,34,23,91,3,13,10,13,46,0,13,13,10,61,0,0.4949186894750383,0.22573430076102272,0.27934700976393895
2016-10-02,Man United,Stoke,1,1,D,9,6,0,0,38,30,21,90,1,20,21,42,62,0,20,19,11,52,0,8,11,19,41,0,0.707156627188013,0.19211155203494326,0.10073182077704376
2016-10-02,Tottenham,Man City,2,0,H,7,6,0,0,39,35,19,127,0,37,43,23,104,1,9,15,29,57,2,21,29,15,82,0,0.41527872351991135,0.23673676027868987,0.34798451620139864
2016-10-15,Arsenal,Swansea,3,2,H,6,6,1,0,39,42,21,107,1,24,24,31,71,0,13,14,13,66,0,16,13,14,40,0,0.6685022281785674,0.20007576735046825,0.13142200447096442
2016-10-15,Bournemouth,Hull,6,1,H,10,4,0,0,22,22,37,59,1,19,17,31,72,4,0,0,0,0,0,0,0,0,0,0,0.47056674635082285,0.20076395490677681,0.3286692987424004
2016-10-15,Chelsea,Leicester,3,0,H,6,0,0,0,33,38,27,107,3,36,29,20,85,3,19,19,11,65,1,10,11,19,41,2,0.5524354142048107,0.22769170062300312,0.21987288517218612
2016-10-15,Crystal Palace,West Ham,0,1,A,3,4,0,1,21,24,29,81,0,27,35,39,90,1,10,9,9,23,2,7,9,9,29,1,0.4639078194564452,0.23565326253706176,0.3004389180064929
2016-10-15,Man City,Everton,1,1,D,8,2,0,0,37,42,22,106,1,26,24,26,104,3,18,13,8,67,0,9,8,13,34,1,0.5711376252376632,0.212468575581872,0.2163937991804648
2016-10-15,Stoke,Sunderland,2,0,H,6,1,0,0,21,22,40,65,0,21,24,26,77,1,7,6,14,53,3,19,14,6,46,2,0.2807056148159675,0.24500608177133376,0.4742883034126989
2016-10-15,West Brom,Tottenham,1,1,D,4,8,0,0,23,19,23,58,0,39,36,19,125,0,8,9,15,39,1,17,15,9,72,0,0.14285834143042198,0.2321427328707145,0.6249989256988635
