Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HST,AST,HR,AR,HomeTeamPointLast10,HomeTeamGoalScoredLast10,HomeTeamGoalConcededLast10,HomeTeamShotTargetLast10,HomeTeamRedLast10,AwayTeamPointLast10,AwayTeamGoalScoredLast10,AwayTeamGoalConcededLast10,AwayTeamShotTargetLast10,AwayTeamRedLast10,HomeTeamPointH2HLast10,HomeTeamGoalScoredH2HLast10,HomeTeamGoalConcededH2HLast10,HomeTeamShotTargetH2HLast10,HomeTeamRedH2HLast10,AwayTeamPointH2HLast10,AwayTeamGoalScoredH2HLast10,AwayTeamGoalConcededH2HLast10,AwayTeamShotTargetH2HLast10,AwayTeamRedH2HLast10
2015-09-20,Southampton,Man United,2,3,A,8,3,0,0,10,14,14,50,1,15,9,9,40,1,8,11,17,55,0,20,17,11,63,0
2015-09-20,Tottenham,Crystal Palace,1,0,H,6,4,0,0,13,9,10,43,1,15,13,12,46,0,8,5,6,34,0,8,6,5,30,0
2015-09-26,Leicester,Arsenal,2,5,A,7,12,0,0,22,23,10,46,0,15,10,8,74,2,3,6,19,13,2,18,19,6,66,2
2015-09-26,Liverpool,Aston Villa,3,2,H,12,4,0,0,12,9,18,44,1,10,11,18,37,0,17,14,9,70,0,11,9,14,45,0
2015-09-26,Man United,Sunderland,3,0,H,7,4,0,0,18,12,8,39,1,7,9,16,34,1,23,13,4,65,0,5,4,13,41,1
2015-09-26,Newcastle,Chelsea,2,2,D,5,4,0,0,6,7,15,35,4,14,14,17,50,3,14,12,16,67,1,14,16,12,74,0
2015-09-26,Southampton,Swansea,3,1,H,7,4,0,0,9,14,15,54,1,15,12,10,53,0,11,5,2,28,1,5,2,5,23,1
2015-09-26,Stoke,Bournemouth,2,1,H,5,6,0,0,10,14,12,46,3,7,8,9,20,0,0,0,0,0,0,0,0,0,0,0
2015-09-26,Tottenham,Man City,4,1,H,8,8,0,0,15,8,8,47,1,27,25,4,76,0,4,9,28,71,2,25,28,9,81,0
2015-09-26,West Ham,Norwich,2,2,D,7,7,0,0,15,15,12,34,3,9,11,19,41,1,7,5,4,23,0,4,4,5,29,0
2015-09-27,Watford,Crystal Palace,0,1,A,2,3,0,0,14,9,8,30,1,15,13,11,47,0,0,0,0,0,0,0,0,0,0,0
2015-09-28,West Brom,Everton,2,3,A,4,4,0,0,15,10,11,36,0,12,12,12,39,1,12,9,9,40,1,15,9,9,60,2
2015-10-03,Aston Villa,Stoke,0,1,A,2,5,0,0,7,10,19,37,0,13,16,11,48,2,10,10,13,39,1,16,13,10,37,1
2015-10-03,Bournemouth,Watford,1,1,D,6,2,0,0,7,9,11,26,0,13,8,8,31,1,0,0,0,0,0,0,0,0,0,0
2015-10-03,Chelsea,Southampton,1,3,A,3,5,0,0,12,15,19,47,3,12,16,14,59,0,21,21,9,60,0,6,9,21,31,1
2015-10-03,Crystal Palace,West Brom,2,0,H,8,2,0,0,18,14,10,49,0,12,11,14,37,0,8,10,9,28,1,8,9,10,31,0
2015-10-03,Man City,Newcastle,6,1,H,11,4,0,0,24,25,8,80,0,7,9,14,37,2,30,30,4,84,0,0,4,30,46,1
2015-10-03,Norwich,Leicester,1,2,A,2,5,0,0,10,11,18,43,1,19,22,15,46,0,0,0,0,0,0,0,0,0,0,0
2015-10-03,Sunderland,West Ham,2,2,D,3,6,1,0,4,7,19,35,1,13,16,14,34,3,13,12,8,74,1,13,8,12,64,1
2015-10-04,Arsenal,Man United,3,0,H,5,5,0,0,18,15,9,77,2,21,15,7,37,1,6,8,18,62,2,21,18,8,59,0
2015-10-04,Everton,Liverpool,1,1,D,4,4,0,0,15,13,11,38,1,12,10,19,48,1,9,10,17,52,1,15,17,10,83,0
2015-10-04,Swansea,Tottenham,2,2,D,2,11,0,0,12,11,13,53,0,18,12,8,50,1,1,7,16,34,0,22,16,7,61,0
2015-10-17,Chelsea,Aston Villa,2,0,H,3,1,0,0,11,15,21,47,3,4,9,20,34,0,20,25,12,74,3,8,12,25,49,1
2015-10-17,Crystal Palace,West Ham,1,3,A,1,4,1,0,21,15,8,53,0,14,18,15,39,3,9,6,4,17,1,3,4,6,19,0
2015-10-17,Everton,Man United,0,3,A,3,7,0,0,16,14,10,38,1,18,13,9,38,1,14,15,13,75,0,14,13,15,66,0
2015-10-17,Man City,Bournemouth,5,1,H,11,1,0,0,24,25,9,80,0,8,10,12,32,0,0,0,0,0,0,0,0,0,0,0
2015-10-17,Southampton,Leicester,2,2,D,6,7,0,0,15,19,13,61,0,19,22,16,48,0,12,11,7,53,0,9,7,11,35,0
2015-10-17,Tottenham,Liverpool,0,0,D,4,3,0,0,19,14,7,58,0,12,10,19,48,1,13,14,20,65,1,16,20,14,65,2
2015-10-17,Watford,Arsenal,0,3,A,1,6,0,0,14,9,8,30,1,20,17,8,79,2,0,1,5,6,0,6,5,1,15,0
2015-10-17,West Brom,Sunderland,1,0,H,1,2,0,0,11,10,15,36,0,4,9,21,35,2,21,21,11,55,0,6,11,21,45,0
2015-10-18,Newcastle,Norwich,6,2,H,6,6,0,0,6,9,19,36,2,10,12,16,43,1,12,9,9,63,2,9,9,9,39,1
2015-10-19,Swansea,Stoke,0,1,A,2,2,0,0,10,12,15,52,0,13,14,11,44,2,11,12,11,35,0,11,11,12,32,1
2015-10-24,Arsenal,Everton,2,1,H,5,5,0,1,22,20,8,77,2,13,12,12,36,1,19,12,9,65,0,7,9,12,45,0
2015-10-24,Aston Villa,Swansea,1,2,A,3,4,0,0,4,8,16,31,0,10,10,12,45,0,6,6,11,37,0,15,11,6,43,0
2015-10-24,Leicester,Crystal Palace,1,0,H,3,4,0,0,19,24,18,55,0,18,13,10,48,1,0,0,3,6,0,6,3,0,8,0
2015-10-24,Norwich,West Brom,0,1,A,3,4,0,0,9,14,22,46,1,11,8,15,32,0,13,12,7,40,0,10,7,12,57,0
2015-10-24,Stoke,Watford,0,2,A,1,3,0,0,15,15,11,43,2,11,7,11,27,1,0,0,0,0,0,0,0,0,0,0
2015-10-24,West Ham,Chelsea,2,1,H,5,4,0,1,17,20,14,40,3,14,17,18,47,2,5,6,20,50,0,23,20,6,93,0
2015-10-25,Bournemouth,Tottenham,1,5,A,3,9,0,0,8,11,17,33,0,17,12,7,59,0,0,0,0,0,0,0,0,0,0,0
2015-10-25,Liverpool,Southampton,1,1,D,2,3,0,1,13,9,16,48,1,13,15,14,56,0,15,11,11,71,0,15,11,11,52,0
2015-10-25,Man United,Man City,0,0,D,1,1,0,0,20,15,8,41,1,24,26,8,80,0,10,12,22,46,2,19,22,12,63,0
2015-10-25,Sunderland,Newcastle,3,0,H,3,8,0,1,3,9,22,34,2,9,14,19,34,2,18,14,10,52,3,9,10,14,74,1
2015-10-31,Chelsea,Liverpool,1,3,A,2,7,0,0,11,15,19,43,3,14,9,11,46,1,12,12,15,47,0,15,15,12,64,0
2015-10-31,Crystal Palace,Man United,0,0,D,5,1,0,0,15,12,11,45,1,20,15,8,41,0,1,3,12,15,2,16,12,3,44,0
2015-10-31,Man City,Norwich,2,1,H,5,3,0,1,22,24,8,75,0,9,14,21,44,1,17,28,11,79,1,5,11,28,37,1
2015-10-31,Newcastle,Stoke,0,0,D,6,2,0,0,6,12,22,38,3,12,9,12,35,2,13,16,14,54,0,16,14,16,35,2
2015-10-31,Swansea,Arsenal,0,3,A,3,5,0,0,13,12,12,47,0,22,18,8,69,2,13,11,10,35,0,10,10,11,57,0
2015-10-31,Watford,West Ham,2,0,H,5,3,0,1,13,8,10,28,1,20,22,13,44,3,4,2,1,9,0,1,1,2,14,0
2015-10-31,West Brom,Leicester,2,3,A,6,5,0,0,14,8,11,31,0,19,20,17,51,0,3,3,3,8,0,3,3,3,9,0
2015-11-01,Everton,Sunderland,6,2,H,8,9,0,0,13,13,13,40,2,6,11,19,28,2,15,13,9,70,1,12,9,13,49,0
2015-11-01,Southampton,Bournemouth,2,0,H,2,2,1,0,14,16,13,55,1,8,12,22,36,0,0,0,0,0,0,0,0,0,0,0
2015-11-02,Tottenham,Aston Villa,3,1,H,6,2,0,0,17,16,8,65,0,4,9,17,29,0,25,20,5,85,2,4,5,20,35,2
2015-11-07,Bournemouth,Newcastle,0,1,A,5,1,0,0,8,12,23,36,0,6,10,20,40,3,0,0,0,0,0,0,0,0,0,0
2015-11-07,Leicester,Watford,2,1,H,6,4,0,0,19,19,17,48,0,15,8,8,28,1,0,0,0,0,0,0,0,0,0,0
2015-11-07,Man United,West Brom,2,0,H,3,0,0,1,18,14,8,41,0,14,10,11,35,0,18,21,14,75,0,9,14,21,50,1
2015-11-07,Norwich,Swansea,1,0,H,5,0,0,0,9,14,20,41,2,12,10,13,40,0,11,13,12,43,0,5,12,13,41,0
2015-11-07,Stoke,Chelsea,1,0,H,2,4,0,0,13,9,11,36,2,10,14,20,42,2,5,5,18,35,1,23,18,5,86,0
2015-11-07,Sunderland,Southampton,0,1,A,3,4,0,0,6,11,21,32,2,16,16,11,52,2,10,9,19,41,0,16,19,9,69,1
2015-11-07,West Ham,Everton,1,1,D,5,4,0,0,17,20,15,43,4,15,17,13,43,2,3,11,19,34,3,24,19,11,59,1
2015-11-08,Arsenal,Tottenham,1,1,D,4,4,0,0,25,21,6,68,2,20,19,8,67,0,14,21,17,69,0,14,17,21,54,2
2015-11-08,Aston Villa,Man City,0,0,D,0,3,0,0,1,9,20,28,0,22,23,9,73,0,6,7,26,45,0,24,26,7,89,0
2015-11-08,Liverpool,Crystal Palace,1,2,A,4,4,0,0,14,11,12,50,1,13,9,10,43,1,7,11,13,32,0,10,13,11,26,0
2015-11-21,Chelsea,Norwich,1,0,H,7,2,0,0,10,14,18,43,2,9,12,19,40,2,20,18,4,74,0,2,4,18,28,1
2015-11-21,Everton,Aston Villa,4,0,H,9,3,0,0,13,15,14,43,2,2,9,19,27,0,16,20,14,75,0,10,14,20,42,1
2015-11-21,Man City,Liverpool,1,4,A,3,9,0,0,20,20,9,68,0,11,11,14,52,1,15,19,15,44,2,12,15,19,70,1
2015-11-21,Newcastle,Leicester,0,3,A,1,7,0,0,9,11,18,39,2,19,19,17,48,0,15,8,6,40,2,6,6,8,30,0
2015-11-21,Southampton,Stoke,0,1,A,1,4,0,0,19,17,8,52,2,15,8,9,31,2,7,9,9,29,0,7,9,9,21,1
2015-11-21,Swansea,Bournemouth,2,2,D,4,4,0,0,9,8,14,34,0,8,12,23,39,0,0,0,0,0,0,0,0,0,0,0
2015-11-21,Watford,Man United,1,2,A,5,6,0,0,14,9,10,27,1,18,15,8,42,0,0,1,6,8,0,6,6,1,20,0
2015-11-21,West Brom,Arsenal,2,1,H,1,3,0,0,13,10,13,35,1,23,20,6,65,2,5,10,21,38,0,23,21,10,78,1
2015-11-22,Tottenham,West Ham,4,1,H,12,4,0,0,20,18,7,64,0,18,20,14,45,3,17,13,12,92,2,11,12,13,64,1
2015-11-23,Crystal Palace,Sunderland,0,1,A,7,4,0,0,16,10,9,43,1,6,10,19,33,2,7,8,5,17,1,4,5,8,14,1
2015-11-28,Aston Villa,Watford,2,3,A,6,6,0,0,2,8,21,28,0,13,10,12,32,1,4,2,0,10,0,1,0,2,11,0
2015-11-28,Bournemouth,Everton,3,3,D,10,6,0,0,6,10,22,36,0,16,19,12,51,2,0,0,0,0,0,0,0,0,0,0
2015-11-28,Crystal Palace,Newcastle,5,1,H,8,2,0,0,13,8,9,44,1,8,11,21,40,2,3,4,10,23,0,12,10,4,37,0
2015-11-28,Leicester,Man United,1,1,D,3,2,0,0,21,21,16,53,0,20,17,9,40,0,3,7,19,28,0,21,19,7,55,1
2015-11-28,Man City,Southampton,3,1,H,9,8,0,0,17,19,13,62,0,18,17,9,48,2,20,19,11,77,1,8,11,19,48,0
2015-11-28,Sunderland,Stoke,2,0,H,5,3,0,1,8,10,18,35,2,17,8,8,34,2,18,15,8,50,2,9,8,15,61,2
2015-11-29,Liverpool,Swansea,1,0,H,2,0,0,0,13,15,15,53,1,9,9,15,29,0,15,16,7,82,0,6,7,16,42,0
2015-11-29,Norwich,Arsenal,1,1,D,2,3,0,0,8,11,19,35,2,22,21,8,63,2,4,9,22,35,0,19,22,9,90,0
2015-11-29,Tottenham,Chelsea,0,0,D,4,1,0,0,22,21,7,70,0,10,12,16,45,1,8,13,21,65,1,17,21,13,71,1
2015-11-29,West Ham,West Brom,1,1,D,6,3,0,0,18,18,14,45,2,16,10,11,30,1,12,16,15,61,0,12,15,16,71,1
2015-12-05,Arsenal,Sunderland,3,1,H,7,4,0,0,20,21,9,57,2,10,10,16,37,2,22,15,5,74,2,4,5,15,37,0
2015-12-05,Chelsea,Bournemouth,0,1,A,6,5,0,0,11,11,14,37,1,6,12,24,44,0,0,0,0,0,0,0,0,0,0,0
2015-12-05,Man United,West Ham,0,0,D,1,2,0,0,21,17,8,38,0,16,16,15,46,1,26,25,7,86,2,2,7,25,34,0
2015-12-05,Southampton,Aston Villa,1,1,D,5,2,0,0,15,15,12,48,2,1,8,22,28,0,12,17,13,57,0,15,13,17,52,0
2015-12-05,Stoke,Man City,2,0,H,4,4,0,0,17,8,9,32,1,17,20,14,66,0,7,5,17,32,0,19,17,5,80,0
2015-12-05,Swansea,Leicester,0,3,A,2,5,0,0,6,7,15,25,0,21,21,16,54,0,3,2,2,9,0,3,2,2,10,0
2015-12-05,Watford,Norwich,2,0,H,7,1,0,0,16,13,12,38,1,9,12,17,36,1,0,0,0,0,0,0,0,0,0,0
2015-12-05,West Brom,Tottenham,1,1,D,4,3,0,0,14,10,12,28,1,22,21,7,68,0,8,10,16,44,1,17,16,10,85,0
2015-12-06,Newcastle,Liverpool,2,0,H,1,1,0,0,8,12,25,42,1,16,16,12,54,0,11,11,20,33,6,17,20,11,68,1
2015-12-07,Everton,Crystal Palace,1,1,D,4,5,0,0,16,22,15,54,2,13,11,9,46,1,10,12,7,30,1,7,7,12,24,0
2015-12-12,Bournemouth,Man United,2,1,H,5,5,0,0,9,12,21,47,0,19,14,7,36,0,0,0,0,0,0,0,0,0,0,0
2015-12-12,Crystal Palace,Southampton,1,0,H,5,3,0,0,14,12,9,49,1,15,16,13,49,2,2,5,11,22,1,14,11,5,26,1
2015-12-12,Man City,Swansea,2,1,H,5,7,0,0,14,19,16,63,0,6,7,17,24,0,19,17,6,77,0,4,6,17,36,0
2015-12-12,Norwich,Everton,1,1,D,2,3,0,0,6,9,18,33,1,14,20,15,49,2,7,10,13,46,0,13,13,10,58,0
2015-12-12,Sunderland,Watford,0,1,A,2,6,0,0,10,11,18,39,2,16,14,12,39,0,0,0,0,0,0,0,0,0,0,0
2015-12-12,West Ham,Stoke,0,0,D,9,3,0,0,14,14,15,45,1,20,10,7,32,1,10,11,12,59,0,16,12,11,49,0
2015-12-13,Aston Villa,Arsenal,0,2,A,2,4,0,0,2,7,20,26,0,20,22,10,52,2,7,10,23,39,1,22,23,10,82,1
2015-12-13,Liverpool,West Brom,2,2,D,8,2,0,0,16,15,11,51,0,14,11,13,31,1,14,11,11,78,1,14,11,11,57,1
2015-12-13,Tottenham,Newcastle,1,2,A,8,4,0,0,20,21,8,67,0,11,14,23,39,1,17,21,10,81,1,11,10,21,51,0
2015-12-14,Leicester,Chelsea,2,1,H,5,5,0,0,21,21,14,53,0,11,10,12,41,1,6,8,17,31,2,18,17,8,56,1
2015-12-19,Chelsea,Sunderland,3,1,H,7,3,0,0,8,9,14,39,1,10,11,17,39,1,22,20,14,85,0,7,14,20,54,0
2015-12-19,Everton,Leicester,2,3,A,5,5,0,0,14,21,16,50,1,23,21,13,53,0,12,13,11,37,1,6,11,13,30,0
2015-12-19,Man United,Norwich,1,2,A,2,4,0,0,16,12,7,38,0,6,9,18,33,1,18,15,5,66,0,6,5,15,32,0
2015-12-19,Newcastle,Aston Villa,1,1,D,4,7,0,0,14,15,22,38,1,2,7,21,25,0,21,16,6,74,1,6,6,16,37,0
2015-12-19,Southampton,Tottenham,0,2,A,4,6,0,0,15,14,11,44,2,17,21,10,69,0,10,13,18,57,0,19,18,13,58,0
2015-12-19,Stoke,Crystal Palace,1,2,A,5,3,0,0,20,8,5,31,1,17,13,8,50,1,4,4,5,14,0,7,5,4,17,0
2015-12-19,West Brom,Bournemouth,1,2,A,2,7,2,0,12,12,15,27,1,9,12,22,47,0,0,0,0,0,0,0,0,0,0,0
2015-12-20,Swansea,West Ham,0,0,D,2,2,0,0,5,8,19,28,0,12,12,14,51,1,5,5,7,24,1,11,7,5,35,1
2015-12-20,Watford,Liverpool,3,0,H,5,4,0,0,16,13,11,41,0,16,16,12,52,0,0,0,5,8,0,6,5,0,23,0
2015-12-21,Arsenal,Man City,2,1,H,5,6,0,0,23,24,8,54,0,17,20,15,60,0,13,13,13,57,2,13,13,13,59,4
2015-12-26,Aston Villa,West Ham,1,1,D,8,4,0,0,3,6,19,28,0,12,10,12,46,1,15,9,7,62,1,12,7,9,42,0
2015-12-26,Bournemouth,Crystal Palace,0,0,D,4,0,0,0,12,13,21,48,0,17,14,9,50,1,0,0,0,0,0,0,0,0,0,0
2015-12-26,Chelsea,Watford,2,2,D,2,3,0,0,10,10,13,42,1,19,16,10,44,0,6,5,0,16,0,0,0,5,7,0
2015-12-26,Liverpool,Leicester,1,0,H,4,3,0,0,13,13,13,44,0,26,22,10,51,0,17,13,7,53,0,5,7,13,32,1
2015-12-26,Man City,Sunderland,4,1,H,9,3,0,0,17,20,13,58,0,10,12,17,38,1,14,20,12,92,0,14,12,20,40,0
2015-12-26,Newcastle,Everton,0,1,A,1,7,0,0,14,14,21,37,1,11,20,17,51,1,10,13,21,60,1,19,21,13,68,0
2015-12-26,Southampton,Arsenal,4,0,H,5,4,0,0,12,11,12,41,2,23,21,7,47,0,7,9,18,42,1,19,18,9,74,2
2015-12-26,Stoke,Man United,2,0,H,3,6,0,0,17,7,6,31,1,13,10,9,33,0,5,11,20,41,0,23,20,11,53,0
2015-12-26,Swansea,West Brom,1,0,H,2,3,0,0,6,7,16,26,0,12,11,14,25,3,15,15,8,44,0,9,8,15,38,0
2015-12-26,Tottenham,Norwich,3,0,H,10,3,0,0,17,19,9,67,0,8,9,17,30,1,12,9,5,58,1,9,5,9,32,0
2015-12-28,Arsenal,Bournemouth,2,0,H,6,3,0,0,20,18,11,46,0,12,12,20,46,0,0,0,0,0,0,0,0,0,0,0
2015-12-28,Crystal Palace,Swansea,0,0,D,2,3,0,0,15,12,9,42,1,8,6,14,26,0,5,3,4,17,0,5,4,3,18,1
2015-12-28,Everton,Stoke,3,4,A,3,5,0,0,13,20,16,54,1,17,8,6,29,1,12,9,9,68,0,15,9,9,38,0
2015-12-28,Man United,Chelsea,0,0,D,2,3,0,0,13,10,8,34,0,11,11,12,41,1,12,14,15,59,3,15,15,14,74,3
