Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HST,AST,HR,AR,HomeTeamPointLast20,HomeTeamGoalScoredLast20,HomeTeamGoalConcededLast20,HomeTeamShotTargetLast20,HomeTeamRedLast20,AwayTeamPointLast20,AwayTeamGoalScoredLast20,AwayTeamGoalConcededLast20,AwayTeamShotTargetLast20,AwayTeamRedLast20,HomeTeamPointH2HLast10,HomeTeamGoalScoredH2HLast10,HomeTeamGoalConcededH2HLast10,HomeTeamShotTargetH2HLast10,HomeTeamRedH2HLast10,AwayTeamPointH2HLast10,AwayTeamGoalScoredH2HLast10,AwayTeamGoalConcededH2HLast10,AwayTeamShotTargetH2HLast10,AwayTeamRedH2HLast10,HomeTeamPointWeightLast20,HomeTeamGoalScoredWeightLast20,HomeTeamGoalConcededWeightLast20,HomeTeamShotTargetWeightLast20,HomeTeamRedWeightLast20,AwayTeamPointWeightLast20,AwayTeamGoalScoredWeightLast20,AwayTeamGoalConcededWeightLast20,AwayTeamShotTargetWeightLast20,AwayTeamRedWeightLast20
2015-08-15,Swansea,Newcastle,2,0,H,6,2,0,1,29,24,28,89,1,14,20,37,74,4,17,13,8,47,0,5,8,13,42,0,0.24516615466910746,0.2419492177004672,0.280462443709538,1.3241169301339637,0.2,0.2051916800014785,0.6131865807110748,0.6964488665057409,1.0330511230524353,1.0323230720000005e-07
2015-08-15,Tottenham,Stoke,2,2,D,7,7,0,0,33,34,30,97,1,29,27,23,74,1,17,14,12,91,3,11,12,14,46,2,0.6297820820612318,1.0616023864776327,0.6885436016990724,1.873403588383542,1.3107200000000013e-12,0.2291676173478396,0.21321320975989475,0.3221889525809781,0.5101637531729502,6.5536000000000055e-12
2015-08-15,Watford,West Brom,0,0,D,5,0,0,0,18,19,35,90,1,27,20,26,66,2,0,0,0,0,0,0,0,0,0,0,0.20484106289892295,0.003215586794479289,0.13894837004672175,1.2197939897747636,0.2,0.328532787746046,0.2407711804707832,0.2054411042831519,0.7282775334836189,2.4576000000000014e-08
2015-08-15,West Ham,Leicester,1,2,A,3,6,1,0,19,16,24,74,1,31,33,26,81,1,7,6,6,35,1,10,6,6,26,1,0.26439686231166026,0.26434818540203675,0.24355410854081988,0.8532635760547229,6.400000000000002e-05,0.3200133887011639,0.4416899623055944,0.41327915837037743,0.7475145334303543,0.04000000000000001
2015-08-16,Crystal Palace,Arsenal,1,2,A,4,7,0,0,35,30,22,77,1,42,37,15,126,0,1,4,14,15,1,16,14,4,45,1,0.3450320633865752,0.10440483963098106,0.057692800197863686,0.31768522419147377,2.5600000000000013e-06,0.14903999964947418,0.14448010946302448,0.4007173366167057,1.4782750766205084,0.0
2015-08-16,Man City,Chelsea,3,0,H,8,3,0,0,39,45,21,129,0,42,34,20,99,3,12,9,10,58,2,15,10,9,43,0,0.6421519980543923,0.642243651615987,0.45798923393486035,2.522235227188096,0.0,0.14677337566888332,0.7223202251815467,1.0019335373149385,1.693323782408037,1.2800000272629764e-05
2015-08-17,Liverpool,Bournemouth,1,0,H,2,2,0,0,37,27,23,102,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0.349359925842443,0.459423872629143,0.40013061738573336,1.4136366427600116,2.4576000000000014e-08,0.0,0.0,1.0485760000000012e-14,2.0971520000000024e-14,0.0
2015-08-22,Crystal Palace,Aston Villa,2,1,H,6,2,0,0,34,31,24,81,1,19,21,36,74,3,11,5,2,33,0,5,2,5,25,0,0.725160316932876,0.5220241981549157,0.28846400098933933,1.5884261209574109,1.2800000000000005e-05,9.222671722086405e-06,0.001671202021100749,0.323983536693193,0.37907135611552145,0.2000640008192
2015-08-22,Leicester,Tottenham,1,1,D,2,6,0,0,33,33,25,84,1,31,31,29,96,1,7,16,20,59,2,16,20,16,41,0,0.6000669435058508,0.20844981152799263,0.0663957918518975,0.7375726671518343,0.2,0.1489104103061691,0.3080119323881846,0.44271800849538223,1.3670179419177826,6.5536000000000055e-12
2015-08-22,Man United,Newcastle,0,0,D,8,0,0,0,39,30,17,91,2,13,17,36,72,5,20,19,9,73,0,8,9,19,47,1,0.14660799694942245,0.10665397863848086,0.21004813242335232,0.33217492025246487,0.0016000000002621443,0.025958400007392468,0.06593290355537348,0.4822443325287249,1.1652556152621971,5.161615464857602e-07
2015-08-22,Norwich,Stoke,1,1,D,7,1,0,0,16,15,33,84,1,29,28,24,79,1,8,4,4,28,1,8,4,4,23,1,0.1283589734413422,0.04161611782561989,0.4033391749962505,0.7866756913748877,0.008000000000000002,0.14583808673920848,0.06606604879949465,0.6109447629049116,0.5508187658648237,3.276800000000003e-11
2015-08-22,Sunderland,Swansea,1,1,D,2,9,0,0,18,16,30,70,2,31,25,27,89,0,8,6,10,24,0,11,10,6,46,2,0.025666622856888328,0.0576025857887935,0.2822703277680676,0.38737551061157943,0.20001280000000002,0.2258307733455687,0.20974608850235688,0.40231221854768995,0.6205846506698809,0.0
2015-08-22,West Ham,Bournemouth,3,4,A,4,7,1,0,18,16,25,74,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0.3219843115583013,0.3217409270101941,0.21777054270412033,1.266317880273645,0.00032000000001048583,0.0,0.0,6.291456000000007e-14,1.2582912000000014e-13,0.0
2015-08-23,Everton,Man City,0,2,A,1,9,0,0,30,24,19,85,1,39,45,19,125,0,14,12,13,40,2,14,13,12,75,1,0.26566591168913606,0.20812976675501377,0.20047882660908894,0.9791153763456544,0.0003200000000000001,0.21075999027199216,0.21121825807996553,0.2899461696743015,0.6111761359405633,0.0
2015-08-23,Watford,Southampton,0,0,D,0,5,0,0,18,19,35,90,0,25,22,23,85,2,0,0,0,0,0,0,0,0,0,0,0.024205314494625225,0.016077933972396444,0.6947418502336087,1.0989699488738707,0.0,0.7251285116558247,0.2816032861796172,0.04814133452669453,0.3785962102155274,0.008000000032768002
2015-08-23,West Brom,Chelsea,2,3,A,6,5,0,1,27,19,25,63,2,42,31,18,95,3,11,11,18,45,1,17,18,11,95,1,0.6426639387302403,0.20385590235391593,0.027205521415759472,0.641387667418094,1.2288000000000008e-07,0.7338668783444166,0.611601125907733,0.009667686574724221,1.4666189120402149,6.400000136314882e-05
2015-08-24,Arsenal,Liverpool,0,0,D,5,8,0,0,45,39,14,127,0,39,26,21,98,2,16,17,15,65,2,10,15,17,62,3,0.7451999982474024,0.7224005473151432,0.003586683083539088,1.3913753831026145,0.0,0.7467996292122465,0.2971193631457254,0.0006530869286666242,1.0681832138000775,1.2288000000000008e-07
2015-08-29,Aston Villa,Sunderland,2,2,D,6,3,0,0,19,22,37,75,2,19,17,30,71,1,16,14,5,62,2,10,5,14,36,3,4.6113358610432017e-05,0.008356010105514232,0.6199176834659857,0.8953567805776279,0.0003200040960000001,0.1283331142844521,0.28801292894397795,0.41135163884034853,0.9368775530579179,6.400000000000002e-05
2015-08-29,Bournemouth,Leicester,1,1,D,2,2,0,0,3,4,5,11,0,31,33,26,83,0,0,0,0,0,0,0,0,0,0,0,3.1457280000000035e-14,4.194304000000005e-14,3.460300800000004e-13,7.025459200000007e-13,0.0,0.00033471752926396425,0.042249057639973525,0.33197895925949794,0.6878633357591919,0.0
2015-08-29,Chelsea,Crystal Palace,1,2,A,9,6,0,0,42,32,20,95,4,34,31,24,80,1,15,11,4,44,1,3,4,11,21,1,0.6693343917221138,1.058005629538696,0.048338432873642076,2.333094560201127,0.0003200000068262298,0.6258015846644109,0.6101209907745995,0.4423200049467071,0.9421306047871163,6.400000000000002e-05
2015-08-29,Liverpool,West Ham,0,3,A,1,5,1,1,37,25,21,102,2,17,18,28,73,3,22,22,12,91,0,7,12,22,40,1,0.7339981460612424,0.4855968157286269,0.0032654346433331205,1.340916069000471,6.144000000000003e-07,0.6099215577915065,0.6087046350510019,0.08885271352064346,1.3315894013682676,0.0016000000000629148
2015-08-29,Man City,Watford,2,0,H,5,0,0,0,41,46,18,132,0,19,19,32,86,0,2,1,1,13,0,2,1,1,5,0,0.053799951359992146,0.056091290399848545,0.44973084837150723,1.0558806797029108,0.0,0.1210265724731366,0.08038966986198222,0.4737092511680431,1.494849744369353,0.0
2015-08-29,Newcastle,Arsenal,0,1,A,0,9,1,0,14,17,34,67,5,43,36,14,126,0,5,11,24,38,0,23,24,11,70,3,0.1297920000369728,0.32966451777686734,0.41122166264362436,0.8262780763109853,2.580807732428801e-06,0.7259999912370216,0.6120027365757158,0.017933415417695442,0.9568769155131246,0.0
2015-08-29,Stoke,West Brom,0,1,A,5,5,2,0,30,29,22,78,1,24,20,28,66,2,18,11,5,32,0,9,5,11,66,0,0.7291904336960529,0.3303302439974837,0.05472381452456822,0.754093829324129,1.6384000000000013e-10,0.21331969365120124,0.019279511769600497,0.1360276070788288,0.20693833709053283,6.144000000000003e-07
2015-08-29,Tottenham,Everton,0,0,D,6,3,0,0,32,31,28,97,1,29,23,20,82,1,15,11,9,62,0,12,9,11,50,0,0.744552051530856,0.5400596619409332,0.2135900424769215,1.8350897095889755,3.276800000000003e-11,0.32832955844568024,0.04064883377506878,0.0023941330454655798,0.8955768817282816,0.0016000000000000003
2015-08-30,Southampton,Norwich,3,0,H,8,1,0,1,23,21,23,89,2,17,16,32,88,1,8,10,9,33,0,8,9,10,29,0,0.6256425582791335,0.4080164308980859,0.24070667263347262,0.8929810510776894,0.040000000163840005,0.6417948672067215,0.20808058912810992,0.01669587498126279,0.9333784568745114,0.04000000000000001
2015-08-30,Swansea,Man United,2,1,H,4,4,0,0,31,25,27,95,0,40,30,16,99,2,7,7,14,45,0,16,14,7,70,0,0.12915386672785395,0.04873044251179484,1.01156109273846,0.10292325334949826,0.0,0.7330399847471226,0.5332698931924043,0.050240662116761606,1.6608746012624083,0.008000000001310723
2015-09-12,Arsenal,Stoke,2,0,H,12,4,0,0,43,35,14,132,0,27,28,23,80,3,17,15,10,61,1,11,10,15,36,0,0.6299999561851393,1.060013682878589,0.08966707708847721,1.7843845775657168,0.0,0.6459521684802635,0.6516512199874184,0.27361907262285157,0.7704691466206971,8.192209715200006e-10
