Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Referee,HST,AST,HR,AR,HomeTeamPointLast20,HomeTeamGoalScoredLast20,HomeTeamGoalConcededLast20,HomeTeamShotTargetLast20,HomeTeamRedLast20,AwayTeamPointLast20,AwayTeamGoalScoredLast20,AwayTeamGoalConcededLast20,AwayTeamShotTargetLast20,AwayTeamRedLast20,HomeTeamPointH2HLast10,HomeTeamGoalScoredH2HLast10,HomeTeamGoalConcededH2HLast10,HomeTeamShotTargetH2HLast10,HomeTeamRedH2HLast10,AwayTeamPointH2HLast10,AwayTeamGoalScoredH2HLast10,AwayTeamGoalConcededH2HLast10,AwayTeamShotTargetH2HLast10,AwayTeamRedH2HLast10
2017-01-04,Tottenham,Chelsea,2,0,H,M Atkinson,2,2,0,0,39,38,19,127,0,50,43,14,111,0,8,13,21,60,1,17,21,13,55,1
2017-01-14,Burnley,Southampton,1,0,H,P Tierney,3,5,0,0,23,22,31,61,0,24,19,25,94,2,3,2,5,6,0,6,5,2,21,0
2017-01-14,Hull,Bournemouth,3,1,H,M Atkinson,3,6,0,0,13,17,44,72,2,25,29,34,82,2,0,1,6,4,0,3,6,1,10,0
2017-01-14,Leicester,Chelsea,0,3,A,A Marriner,2,3,0,0,21,24,31,70,1,49,42,15,109,0,7,9,22,36,2,22,22,9,61,1
2017-01-14,Sunderland,Stoke,1,3,A,M Dean,3,6,0,0,15,19,37,60,3,24,24,32,74,1,16,10,8,40,2,10,8,10,54,3
2017-01-14,Swansea,Arsenal,0,4,A,M Jones,3,6,0,0,15,23,45,85,0,41,44,22,101,1,16,15,16,41,0,13,16,15,64,1
2017-01-14,Tottenham,West Brom,4,0,H,A Taylor,11,0,0,0,42,39,14,124,0,29,28,24,64,0,15,13,9,66,0,9,9,13,38,1
2017-01-14,Watford,Middlesbrough,0,0,D,J Moss,5,1,0,0,22,23,36,73,3,19,17,22,50,0,6,4,4,11,0,3,4,4,19,0
2017-01-14,West Ham,Crystal Palace,3,0,H,N Swarbrick,3,1,0,0,22,23,35,69,3,16,30,37,82,0,10,10,9,33,2,10,9,10,26,2
2017-01-15,Everton,Man City,4,0,H,M Clattenburg,4,5,0,0,30,28,23,96,1,42,41,22,110,4,10,9,12,33,1,16,12,9,67,0
2017-01-15,Man United,Liverpool,1,1,D,M Oliver,3,4,0,0,39,31,19,120,1,44,48,23,131,0,22,15,9,40,1,7,9,15,52,2
2017-01-21,Bournemouth,Watford,2,2,D,L Mason,5,3,0,0,25,29,34,85,2,22,22,35,77,2,3,3,3,11,0,3,3,3,10,0
2017-01-21,Crystal Palace,Everton,0,1,A,A Taylor,2,8,0,0,16,30,39,79,0,32,31,22,94,1,10,9,14,37,0,13,14,9,42,2
2017-01-21,Liverpool,Swansea,2,3,A,K Friend,5,3,0,0,42,45,21,128,0,12,22,49,79,0,20,20,11,83,1,8,11,20,51,0
2017-01-21,Man City,Tottenham,2,2,D,A Marriner,7,2,0,0,39,39,25,111,4,44,42,13,131,0,18,24,16,76,0,12,16,24,54,2
2017-01-21,Middlesbrough,West Ham,1,3,A,M Atkinson,2,5,0,0,19,16,21,49,0,25,25,33,69,3,8,8,14,62,1,20,14,8,64,0
2017-01-21,Stoke,Man United,1,1,D,M Clattenburg,1,8,0,0,26,26,32,79,1,37,29,19,116,1,8,11,19,39,0,20,19,11,52,0
2017-01-21,West Brom,Sunderland,2,0,H,C Pawson,5,3,0,0,26,27,28,61,0,15,19,38,60,3,19,17,8,47,0,7,8,17,41,0
2017-01-22,Arsenal,Burnley,2,1,H,J Moss,8,7,1,0,44,45,18,102,1,26,23,30,61,0,13,9,2,41,0,1,2,9,15,0
2017-01-22,Chelsea,Hull,2,0,H,N Swarbrick,5,4,0,0,49,43,14,106,0,13,18,44,70,2,23,17,4,65,0,2,4,17,30,1
2017-01-22,Southampton,Leicester,3,0,H,M Oliver,7,2,0,0,23,18,25,93,2,21,23,32,67,1,14,13,9,61,0,11,9,13,41,0
2017-01-31,Arsenal,Watford,1,2,A,A Marriner,5,6,0,0,46,47,19,106,2,23,23,35,78,2,15,15,2,40,0,0,2,15,15,0
2017-01-31,Bournemouth,Crystal Palace,0,2,A,J Moss,2,4,0,0,26,31,35,85,1,16,30,39,79,0,5,3,2,11,0,2,2,3,8,0
2017-01-31,Burnley,Leicester,1,0,H,M Dean,3,5,0,0,23,22,32,66,0,20,23,35,68,1,1,2,6,10,0,7,6,2,16,0
2017-01-31,Liverpool,Chelsea,1,1,D,M Clattenburg,3,2,0,0,42,47,22,128,0,49,43,13,107,0,13,16,14,71,0,13,14,16,44,0
2017-01-31,Middlesbrough,West Brom,1,1,D,S Attwell,3,5,0,0,16,15,23,48,0,29,28,26,62,0,11,10,7,45,1,8,7,10,49,1
2017-01-31,Sunderland,Tottenham,0,0,D,L Mason,1,3,0,0,15,18,38,58,3,42,43,15,128,0,2,7,20,38,2,26,20,7,95,0
2017-01-31,Swansea,Southampton,2,1,H,R East,5,2,0,0,15,25,49,79,0,26,21,23,99,2,5,3,10,32,1,20,10,3,46,1
2017-02-01,Man United,Hull,0,0,D,M Jones,6,2,0,0,35,28,20,119,1,10,16,46,70,2,25,22,7,69,2,1,7,22,42,0
2017-02-01,Stoke,Everton,1,1,D,C Pawson,7,5,0,0,27,26,29,77,1,32,30,21,95,1,12,10,15,39,0,15,15,10,62,0
2017-02-01,West Ham,Man City,0,4,A,K Friend,1,4,0,0,25,27,34,72,3,37,37,26,112,4,8,10,18,28,0,20,18,10,70,0
2017-02-04,Chelsea,Arsenal,3,1,H,M Atkinson,6,5,0,0,47,41,14,99,0,43,45,20,104,2,21,15,5,56,0,6,5,15,37,4
2017-02-04,Crystal Palace,Sunderland,0,4,A,A Marriner,9,7,0,0,18,31,38,78,0,15,17,37,57,3,11,13,10,33,1,8,10,13,28,1
2017-02-04,Everton,Bournemouth,6,3,H,M Jones,10,8,0,0,30,30,22,91,1,25,30,36,84,1,4,5,5,13,0,4,5,5,13,0
2017-02-04,Hull,Liverpool,2,0,H,L Mason,4,5,0,0,11,16,45,70,2,42,47,22,128,0,9,9,19,29,2,15,19,9,74,0
2017-02-04,Southampton,West Ham,1,3,A,G Scott,7,4,0,0,25,21,24,94,2,25,26,35,71,3,13,12,12,60,1,13,12,12,37,1
2017-02-04,Tottenham,Middlesbrough,1,0,H,M Clattenburg,5,0,0,0,42,42,14,127,0,16,16,24,49,0,18,19,12,61,1,9,12,19,58,1
2017-02-04,Watford,Burnley,2,1,H,M Oliver,7,7,0,1,26,24,33,78,2,26,23,29,69,0,0,0,2,3,0,3,2,0,4,0
2017-02-04,West Brom,Stoke,1,0,H,K Friend,4,2,0,0,29,29,27,65,0,28,27,29,83,1,15,8,8,53,0,12,8,8,34,3
2017-02-05,Leicester,Man United,0,3,A,A Taylor,1,9,0,0,17,21,35,67,1,33,27,20,116,1,5,10,22,33,1,23,22,10,65,1
2017-02-05,Man City,Swansea,2,1,H,M Dean,5,2,0,0,37,38,25,111,4,18,26,48,81,0,23,19,9,72,0,5,9,19,44,0
2017-02-11,Arsenal,Hull,2,0,H,M Clattenburg,7,4,0,1,40,44,22,107,2,13,17,44,71,2,22,23,8,76,0,4,8,23,25,2
2017-02-11,Liverpool,Tottenham,2,0,H,A Taylor,9,2,0,0,39,43,23,122,0,42,39,14,124,0,19,21,8,66,0,7,8,21,45,1
2017-02-11,Man United,Watford,2,0,H,R Madley,11,3,0,0,36,29,18,122,1,26,22,32,77,2,12,10,5,31,0,3,5,10,21,0
2017-02-11,Middlesbrough,Everton,0,0,D,M Dean,3,3,0,0,16,15,23,45,0,30,33,25,92,1,6,5,13,49,0,21,13,5,60,0
2017-02-11,Stoke,Crystal Palace,1,0,H,M Atkinson,4,1,0,0,28,27,26,83,1,15,29,41,83,0,4,7,13,26,0,16,13,7,32,0
2017-02-11,Sunderland,Southampton,0,4,A,P Tierney,1,8,0,0,18,21,34,62,3,25,21,25,96,2,11,9,17,38,0,14,17,9,66,2
2017-02-11,West Ham,West Brom,2,2,D,M Oliver,4,3,0,0,28,27,32,71,3,32,30,26,67,0,14,18,15,54,0,11,15,18,67,1
2017-02-12,Burnley,Chelsea,1,1,D,K Friend,4,2,0,0,25,23,30,74,1,49,42,13,98,0,1,3,12,10,0,13,12,3,44,1
2017-02-12,Swansea,Leicester,2,0,H,J Moss,4,1,0,0,17,25,48,81,0,17,20,34,65,1,3,3,11,15,0,12,11,3,30,0
2017-02-13,Bournemouth,Man City,0,2,A,N Swarbrick,1,5,0,0,22,32,42,87,1,37,38,25,110,4,0,1,13,5,0,9,13,1,30,1
2017-02-25,Chelsea,Swansea,3,1,H,N Swarbrick,5,2,0,0,50,42,12,96,0,20,27,47,82,0,19,19,9,73,2,7,9,19,45,1
2017-02-25,Crystal Palace,Middlesbrough,1,0,H,R Madley,3,4,0,0,12,25,41,76,0,17,14,20,48,0,3,3,4,19,0,6,4,3,24,0
2017-02-25,Everton,Sunderland,2,0,H,S Attwell,8,1,0,0,28,30,24,89,1,18,21,37,61,2,16,17,11,73,1,13,11,17,45,0
2017-02-25,Hull,Burnley,1,1,D,M Atkinson,1,3,0,1,13,16,42,73,2,26,24,28,76,1,1,2,9,17,1,13,9,2,19,0
2017-02-25,Watford,West Ham,1,1,D,C Pawson,1,2,0,1,23,19,33,75,2,29,27,30,70,3,10,9,6,26,1,4,6,9,28,1
2017-02-25,West Brom,Bournemouth,2,1,H,M Clattenburg,4,4,0,0,30,28,26,64,0,22,32,40,86,1,1,2,4,8,2,7,4,2,16,0
2017-02-26,Tottenham,Stoke,4,0,H,J Moss,9,3,0,0,39,38,16,117,0,31,27,22,83,1,18,18,9,86,2,9,9,18,35,2
2017-02-27,Leicester,Liverpool,3,1,H,M Oliver,7,7,0,0,14,17,36,60,1,39,43,22,126,0,8,10,17,41,1,20,17,10,59,0
2017-03-04,Leicester,Hull,3,1,H,M Dean,5,4,0,0,17,19,33,64,1,14,16,38,73,1,4,2,2,10,1,4,2,2,15,2
2017-03-04,Liverpool,Arsenal,3,1,H,R Madley,7,3,0,0,36,39,24,121,0,40,42,21,105,2,10,18,21,66,2,16,21,18,61,0
2017-03-04,Man United,Bournemouth,1,1,D,K Friend,7,1,0,1,39,30,15,131,1,19,32,42,89,1,6,7,4,17,0,3,4,7,8,0
2017-03-04,Stoke,Middlesbrough,2,0,H,C Pawson,8,2,0,0,30,26,25,84,1,17,13,19,50,0,4,3,3,7,1,4,3,3,22,0
2017-03-04,Swansea,Burnley,3,2,H,A Taylor,10,4,0,0,20,27,47,79,0,24,23,29,75,2,9,3,0,16,0,0,0,3,10,0
2017-03-04,Watford,Southampton,3,4,A,J Moss,4,11,0,0,24,20,32,73,2,25,24,25,98,2,2,1,3,2,1,5,3,1,18,0
2017-03-04,West Brom,Crystal Palace,0,2,A,M Jones,1,4,0,0,32,29,26,65,0,12,23,39,75,0,14,13,14,41,0,11,14,13,42,1
2017-03-05,Sunderland,Man City,0,2,A,M Atkinson,3,7,0,0,18,19,36,58,2,37,36,25,103,3,8,12,22,35,0,20,22,12,77,0
2017-03-05,Tottenham,Everton,3,2,H,M Oliver,7,4,0,0,39,40,15,121,0,31,32,23,95,1,14,9,8,56,0,11,8,9,43,0
2017-03-06,West Ham,Chelsea,1,2,A,A Marriner,2,4,0,0,30,28,28,71,4,53,45,10,99,0,8,8,17,50,0,20,17,8,78,1
2017-03-08,Man City,Stoke,0,0,D,N Swarbrick,1,2,0,0,37,35,24,106,3,32,27,24,86,1,18,18,7,67,0,9,7,18,30,0
2017-03-11,Bournemouth,West Ham,3,2,H,R Madley,9,7,0,0,19,31,41,88,2,29,28,29,71,4,3,5,7,16,1,6,7,5,11,1
2017-03-11,Everton,West Brom,3,0,H,G Scott,5,2,0,0,30,33,25,96,1,31,28,27,59,0,18,12,8,55,0,9,8,12,35,0
2017-03-11,Hull,Swansea,2,1,H,A Marriner,7,3,0,0,14,17,39,74,1,23,29,47,86,0,7,5,5,14,1,7,5,5,14,0
2017-03-12,Liverpool,Burnley,2,1,H,C Pawson,3,1,0,0,36,40,24,122,0,24,25,31,78,2,12,11,2,42,0,3,2,11,12,0
2017-03-18,Bournemouth,Swansea,2,0,H,M Dean,6,1,0,0,19,28,42,87,2,23,28,46,83,0,7,8,4,14,0,1,4,8,13,0
2017-03-18,Crystal Palace,Watford,1,0,H,M Atkinson,0,2,0,0,14,24,38,77,0,23,21,34,70,2,4,3,3,14,0,4,3,3,8,0
2017-03-18,Everton,Hull,4,0,H,P Tierney,8,0,0,1,32,35,24,99,1,17,18,34,77,1,15,18,12,51,1,9,12,18,30,0
2017-03-18,Stoke,Chelsea,1,2,A,A Taylor,1,7,1,0,30,25,24,82,1,53,45,11,94,0,7,8,20,32,1,22,20,8,77,0
2017-03-18,Sunderland,Burnley,0,0,D,R Madley,5,3,0,0,17,18,37,59,2,24,25,30,78,2,7,6,8,28,0,7,8,6,23,0
2017-03-18,West Brom,Arsenal,3,1,H,N Swarbrick,8,2,0,0,30,27,29,57,0,37,40,24,103,2,4,7,18,29,0,25,18,7,69,1
2017-03-18,West Ham,Leicester,2,3,A,R East,7,5,0,0,26,29,32,74,3,19,22,34,68,1,8,9,11,47,2,17,11,9,38,2
2017-03-19,Man City,Liverpool,1,1,D,M Oliver,3,4,0,0,38,35,22,101,3,38,42,25,122,0,11,16,19,41,1,17,19,16,64,1
2017-03-19,Middlesbrough,Man United,1,3,A,J Moss,3,6,0,0,16,12,20,49,0,37,27,15,131,1,6,10,17,42,0,21,17,10,87,0
2017-03-19,Tottenham,Southampton,2,1,H,A Marriner,6,3,0,0,39,41,17,121,0,25,25,28,100,2,22,19,11,48,0,7,11,19,40,1
2017-04-01,Burnley,Tottenham,0,2,A,S Attwell,2,7,0,0,22,23,29,78,2,41,42,17,119,0,4,6,11,30,0,10,11,6,40,0
2017-04-01,Chelsea,Crystal Palace,1,2,A,C Pawson,11,3,0,0,53,44,12,95,0,17,25,37,74,0,21,16,6,63,1,6,6,16,33,1
2017-04-01,Hull,West Ham,2,1,H,M Jones,3,4,0,0,17,18,36,75,2,23,30,35,78,3,8,8,16,46,3,17,16,8,64,0
2017-04-01,Leicester,Stoke,2,0,H,L Mason,10,2,0,0,22,25,33,73,1,27,24,26,77,2,8,8,5,22,1,5,5,8,20,0
2017-04-01,Liverpool,Everton,3,1,H,A Taylor,6,4,0,0,36,41,25,119,0,35,38,22,99,1,18,19,7,72,0,6,7,19,42,1
2017-04-01,Man United,West Brom,0,0,D,M Dean,3,1,0,0,39,29,15,128,1,33,29,28,64,0,17,19,11,67,1,11,11,19,35,2
2017-04-01,Southampton,Bournemouth,0,0,D,J Moss,4,3,0,0,24,26,30,98,2,21,30,42,92,2,6,5,3,11,1,3,3,5,11,0
2017-04-01,Watford,Sunderland,1,0,H,L Probert,10,3,0,0,20,20,35,70,2,18,18,35,63,2,4,3,3,16,0,4,3,3,10,0
2017-04-02,Arsenal,Man City,2,2,D,A Marriner,3,5,0,0,34,40,27,102,2,38,35,22,96,3,13,15,17,41,1,13,17,15,58,2
2017-04-02,Swansea,Middlesbrough,0,0,D,R Madley,3,1,0,0,22,28,48,79,0,16,13,22,49,0,0,0,3,2,0,3,3,0,4,0
2017-04-04,Burnley,Stoke,1,0,H,K Friend,3,2,0,0,21,23,31,79,2,24,21,27,75,2,5,3,6,20,0,8,6,3,19,0
2017-04-04,Leicester,Sunderland,2,0,H,G Scott,8,3,0,0,22,24,32,79,1,18,18,35,64,2,15,11,6,45,0,9,6,11,41,1
2017-04-04,Man United,Everton,1,1,D,N Swarbrick,3,4,0,1,39,29,15,130,1,32,37,25,97,1,14,13,13,51,0,14,13,13,57,0
2017-04-04,Watford,West Brom,2,0,H,P Tierney,2,2,1,0,22,21,35,78,2,34,29,24,64,0,4,2,3,14,1,4,3,2,7,0
2017-04-05,Arsenal,West Ham,3,0,H,M Atkinson,8,2,0,0,32,39,27,99,1,23,31,35,79,3,25,30,11,98,0,4,11,30,40,0
2017-04-05,Chelsea,Man City,2,1,H,M Dean,4,7,0,0,50,41,14,100,0,38,36,23,98,3,12,9,14,32,1,15,14,9,67,3
2017-04-05,Hull,Middlesbrough,4,2,H,M Oliver,5,4,0,0,20,20,36,76,2,16,13,22,46,0,3,3,5,15,0,6,5,3,20,1
2017-04-05,Liverpool,Bournemouth,2,2,D,L Mason,8,2,0,0,36,40,24,115,0,22,30,40,92,2,6,6,5,11,0,3,5,6,15,0
2017-04-05,Southampton,Crystal Palace,3,1,H,R East,9,3,0,0,22,23,29,88,2,20,26,35,70,0,17,15,10,37,1,8,10,15,35,1
2017-04-05,Swansea,Tottenham,1,3,A,J Moss,1,8,0,0,23,27,45,76,0,43,44,17,122,0,1,9,24,32,0,28,24,9,94,0
2017-04-08,Bournemouth,Chelsea,1,3,A,A Marriner,1,5,0,0,23,31,40,87,2,50,41,15,97,0,3,2,7,12,0,6,7,2,14,0
2017-04-08,Man City,Hull,3,1,H,J Moss,7,1,0,0,35,33,25,97,3,20,22,37,79,2,18,21,9,68,1,6,9,21,42,0
2017-04-08,Middlesbrough,Burnley,0,0,D,M Atkinson,5,2,0,0,13,13,26,47,0,21,21,29,75,2,0,0,1,2,0,3,1,0,4,0
2017-04-08,Stoke,Liverpool,1,2,A,M Dean,4,4,0,0,23,20,27,73,2,34,36,25,106,0,8,14,18,37,0,20,18,14,58,0
2017-04-08,Tottenham,Watford,4,0,H,A Taylor,6,2,0,0,45,46,17,125,0,22,22,35,80,3,13,10,3,37,0,1,3,10,7,1
2017-04-08,West Brom,Southampton,0,1,A,C Kavanagh,6,3,0,0,31,27,25,61,0,24,25,29,95,2,15,8,6,31,1,12,6,8,37,3
2017-04-08,West Ham,Swansea,1,0,H,K Friend,6,1,0,0,22,30,37,79,3,23,27,45,76,0,15,12,10,51,1,9,10,12,39,1
2017-04-09,Everton,Leicester,4,2,H,R Madley,7,4,0,0,33,38,21,101,2,24,25,31,86,1,14,17,16,47,1,11,16,17,41,0
2017-04-09,Sunderland,Man United,0,3,A,C Pawson,4,9,1,0,18,17,33,66,2,40,30,12,128,1,7,7,17,41,1,22,17,7,64,0
2017-04-10,Crystal Palace,Arsenal,3,0,H,M Oliver,6,3,0,0,20,25,34,67,0,34,42,27,102,1,2,6,19,25,1,23,19,6,65,1
2017-04-15,Crystal Palace,Leicester,2,2,D,M Dean,4,2,0,0,23,26,31,68,0,24,26,33,88,1,6,4,5,23,0,9,5,4,16,0
2017-04-15,Everton,Burnley,3,1,H,M Clattenburg,7,6,0,0,35,41,22,102,2,22,21,25,75,2,9,7,4,49,0,6,4,7,20,2
2017-04-15,Southampton,Man City,0,3,A,N Swarbrick,1,5,0,0,27,26,27,97,2,37,35,25,97,3,8,14,22,44,0,20,22,14,67,1
2017-04-15,Stoke,Hull,3,1,H,S Attwell,4,3,0,0,23,21,28,71,2,20,23,37,73,2,18,11,5,30,1,6,5,11,32,1
2017-04-15,Sunderland,West Ham,2,2,D,A Marriner,4,3,0,1,15,15,35,66,2,25,29,34,82,2,10,11,9,57,1,16,9,11,59,0
2017-04-15,Tottenham,Bournemouth,4,0,H,M Oliver,14,1,0,0,47,49,16,128,0,20,31,43,86,2,7,8,1,21,0,1,1,8,4,0
2017-04-15,Watford,Swansea,1,0,H,L Mason,7,4,0,0,22,21,33,74,3,22,26,45,74,0,4,1,1,10,1,4,1,1,10,0
2017-04-16,Man United,Chelsea,2,0,H,R Madley,3,0,0,0,42,33,12,126,0,50,39,16,93,0,8,9,16,51,2,17,16,9,57,3
2017-04-16,West Brom,Liverpool,0,1,A,J Moss,2,2,0,0,28,23,26,61,0,36,38,26,108,0,13,13,12,36,0,13,12,13,73,1
2017-04-17,Middlesbrough,Arsenal,1,2,A,A Taylor,5,4,0,0,13,12,25,49,0,31,38,29,98,1,11,8,16,34,3,14,16,8,82,1
2017-04-22,Bournemouth,Middlesbrough,4,0,H,G Scott,10,2,0,1,20,30,44,84,2,13,13,26,53,0,0,0,2,3,0,3,2,0,3,0
2017-04-22,Hull,Watford,2,0,H,R Madley,3,2,1,0,19,23,39,72,2,22,20,32,78,3,0,0,1,2,0,3,1,0,0,0
2017-04-22,Swansea,Stoke,2,0,H,M Oliver,6,3,0,0,19,21,42,69,0,23,23,29,74,2,9,13,17,41,0,18,17,13,37,1
2017-04-22,West Ham,Everton,0,0,D,R East,3,0,0,0,25,30,35,83,3,38,44,22,108,2,5,11,19,33,3,23,19,11,61,2
2017-04-23,Burnley,Man United,0,2,A,A Taylor,0,6,0,0,22,21,26,76,2,42,32,11,126,0,5,2,6,14,0,8,6,2,40,1
2017-04-23,Liverpool,Crystal Palace,1,2,A,A Marriner,1,3,0,0,36,37,26,103,0,24,27,31,70,0,13,18,18,51,1,13,18,18,40,0
2017-04-25,Chelsea,Southampton,4,2,H,L Mason,7,4,0,0,47,38,18,90,0,27,25,28,91,2,18,19,12,56,0,9,12,19,31,1
2017-04-26,Arsenal,Leicester,1,0,H,M Jones,5,3,0,0,33,39,29,100,1,25,27,33,88,1,22,20,8,73,2,4,8,20,22,3
2017-04-26,Crystal Palace,Tottenham,0,1,A,J Moss,1,4,0,0,27,25,27,69,0,47,50,14,136,0,8,7,10,39,0,17,10,7,56,0
2017-04-26,Middlesbrough,Sunderland,1,0,H,M Dean,2,4,0,0,12,11,28,53,1,13,14,37,66,1,15,13,11,56,3,12,11,13,58,0
2017-04-27,Man City,Man United,0,0,D,M Atkinson,6,1,0,1,37,36,24,98,3,44,33,10,127,0,19,17,11,48,0,10,11,17,35,1
2017-04-29,Crystal Palace,Burnley,0,2,A,R Madley,5,3,0,0,24,22,28,66,0,22,21,26,72,2,4,5,5,12,0,4,5,5,14,0
2017-04-29,Southampton,Hull,0,0,D,M Dean,2,1,0,0,26,27,32,95,2,22,25,38,73,3,12,9,3,28,0,3,3,9,13,0
2017-04-29,Stoke,West Ham,0,0,D,L Probert,4,4,0,0,20,21,31,73,2,26,29,30,83,3,14,11,11,46,0,11,11,11,53,0
2017-04-29,Sunderland,Bournemouth,0,1,A,S Attwell,5,7,0,0,13,14,36,69,1,20,30,41,86,2,4,3,4,11,2,4,4,3,17,0
2017-04-29,West Brom,Leicester,0,1,A,M Clattenburg,4,1,0,0,27,22,26,61,0,24,25,32,88,1,7,9,9,22,0,7,9,9,21,0
2017-04-30,Everton,Chelsea,0,3,A,J Moss,4,5,0,0,38,43,21,102,2,47,40,19,92,0,10,14,21,53,1,19,21,14,73,0
2017-04-30,Man United,Swansea,1,1,D,N Swarbrick,6,4,0,0,44,32,9,120,1,22,23,37,75,0,19,19,11,76,0,10,11,19,48,0
2017-04-30,Middlesbrough,Man City,2,2,D,K Friend,6,4,0,0,12,11,28,51,1,35,34,23,99,3,12,14,10,57,0,15,10,14,65,1
2017-04-30,Tottenham,Arsenal,2,0,H,M Oliver,11,4,0,0,50,50,12,134,0,35,39,28,104,1,10,13,19,49,2,16,19,13,56,1
2017-05-01,Watford,Liverpool,0,1,A,C Pawson,2,8,0,0,22,20,33,78,2,36,35,24,101,0,3,4,13,24,0,12,13,4,49,0
2017-05-05,West Ham,Tottenham,1,0,H,A Taylor,5,5,0,0,26,27,28,84,3,50,47,12,130,0,11,14,16,49,2,17,16,14,82,2
2017-05-06,Bournemouth,Stoke,2,2,D,P Tierney,2,3,0,0,23,29,38,89,2,21,20,28,72,2,3,3,5,10,0,6,5,3,17,0
2017-05-06,Burnley,West Brom,2,2,D,M Jones,4,3,0,0,22,20,24,68,2,24,19,26,62,0,1,2,10,9,0,7,10,2,17,0
2017-05-06,Hull,Sunderland,0,2,A,N Swarbrick,6,5,0,0,22,22,35,68,3,10,12,36,68,1,10,9,15,52,2,16,15,9,33,5
2017-05-06,Leicester,Watford,3,0,H,R East,5,7,0,0,27,25,30,84,1,22,19,31,75,1,6,4,3,15,0,3,3,4,11,0
2017-05-06,Man City,Crystal Palace,5,0,H,M Oliver,12,2,0,0,36,35,22,98,1,23,19,27,65,0,24,19,5,51,0,3,5,19,20,0
2017-05-06,Swansea,Everton,1,0,H,M Atkinson,4,2,0,0,20,21,38,74,0,38,41,21,102,2,8,7,13,40,2,17,13,7,68,1
2017-05-07,Arsenal,Man United,2,0,H,A Marriner,4,4,0,0,32,36,29,105,1,44,32,9,124,1,7,11,13,52,1,19,13,11,42,0
2017-05-07,Liverpool,Southampton,0,0,D,R Madley,8,0,0,0,38,34,22,106,0,24,26,32,90,2,14,12,11,51,0,14,11,12,51,1
2017-05-08,Chelsea,Middlesbrough,3,0,H,C Pawson,7,1,0,0,47,40,18,93,0,13,13,29,55,1,24,18,5,80,0,6,5,18,31,0
2017-05-10,Southampton,Arsenal,0,2,A,J Moss,3,4,0,0,25,26,29,87,2,32,33,28,99,1,10,12,15,42,1,16,15,12,67,2
2017-05-12,Everton,Watford,1,0,H,K Friend,6,2,0,0,35,39,21,100,1,19,16,32,76,1,8,10,7,23,0,5,7,10,27,0
2017-05-12,West Brom,Chelsea,0,1,A,M Oliver,2,5,0,0,25,21,27,64,0,47,42,18,98,0,12,13,13,44,1,15,13,13,68,2
2017-05-13,Bournemouth,Burnley,2,1,H,L Probert,6,3,0,0,21,30,40,88,2,23,22,25,70,2,0,2,3,4,0,3,3,2,7,0
2017-05-13,Man City,Leicester,2,1,H,R Madley,5,4,0,0,39,38,18,106,1,27,24,28,83,1,11,9,13,41,0,14,13,9,39,0
2017-05-13,Middlesbrough,Southampton,1,2,A,A Taylor,3,4,0,0,13,13,29,53,1,22,25,31,87,2,11,12,13,59,1,14,13,12,50,1
2017-05-13,Stoke,Arsenal,1,4,A,M Dean,4,6,0,0,21,22,30,72,1,32,32,27,97,1,9,7,15,38,0,18,15,7,68,1
2017-05-13,Sunderland,Swansea,0,2,A,A Marriner,4,3,0,0,13,14,33,71,1,23,21,35,74,0,11,11,16,25,0,14,16,11,59,3
2017-05-14,Crystal Palace,Hull,4,0,H,M Atkinson,4,0,0,0,23,18,30,64,0,22,22,34,69,3,7,5,7,16,1,7,7,5,21,1
2017-05-14,Tottenham,Man United,2,1,H,J Moss,7,2,0,0,50,47,12,131,0,41,31,11,123,1,12,12,14,62,0,15,14,12,41,0
2017-05-14,West Ham,Liverpool,0,4,A,N Swarbrick,3,11,0,0,26,27,28,82,3,36,31,22,110,0,14,17,15,50,2,14,15,17,63,1
2017-05-15,Chelsea,Watford,4,3,H,L Mason,9,3,0,1,47,42,18,97,0,19,16,31,76,1,11,9,3,26,0,2,3,9,15,0
2017-05-16,Arsenal,Sunderland,2,0,H,R East,13,2,0,0,35,35,26,100,1,13,14,34,72,1,24,19,5,70,1,3,5,19,33,0
2017-05-16,Man City,West Brom,3,1,H,C Pawson,10,2,0,0,39,38,19,104,1,22,18,27,62,0,30,28,6,85,1,0,6,28,35,1
2017-05-17,Southampton,Man United,0,0,D,M Dean,6,1,0,0,24,27,32,87,2,38,30,12,119,1,8,11,16,50,0,20,16,11,42,0
2017-05-18,Leicester,Tottenham,1,6,A,M Oliver,5,12,0,0,27,25,29,83,1,50,46,13,129,0,12,19,19,59,1,15,19,19,50,0
2017-05-21,Arsenal,Everton,3,1,H,M Oliver,9,7,1,0,38,36,24,112,1,38,40,20,105,1,16,12,10,51,0,10,10,12,44,2
2017-05-21,Burnley,West Ham,1,2,A,R Madley,1,4,0,0,23,22,25,71,2,23,26,32,79,3,3,6,11,21,2,12,11,6,36,0
2017-05-21,Chelsea,Sunderland,5,1,H,N Swarbrick,8,3,0,0,47,45,21,100,0,10,13,36,70,1,22,20,12,77,1,7,12,20,45,0
2017-05-21,Hull,Tottenham,1,7,A,A Marriner,4,14,0,0,22,22,37,64,3,50,50,13,132,0,5,5,16,36,1,20,16,5,79,0
