Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Referee,HST,AST,HR,AR,HomeTeamPointLast20,HomeTeamGoalScoredLast20,HomeTeamGoalConcededLast20,HomeTeamShotTargetLast20,HomeTeamRedLast20,AwayTeamPointLast20,AwayTeamGoalScoredLast20,AwayTeamGoalConcededLast20,AwayTeamShotTargetLast20,AwayTeamRedLast20,HomeTeamPointH2HLast10,HomeTeamGoalScoredH2HLast10,HomeTeamGoalConcededH2HLast10,HomeTeamShotTargetH2HLast10,HomeTeamRedH2HLast10,AwayTeamPointH2HLast10,AwayTeamGoalScoredH2HLast10,AwayTeamGoalConcededH2HLast10,AwayTeamShotTargetH2HLast10,AwayTeamRedH2HLast10
2021-01-30,West Brom,Fulham,2,2,D,A Taylor,3,7,0,0,11,15,48,54,3,13,16,31,76,4,7,6,16,60,1,19,16,6,63,0
2021-01-30,Arsenal,Man United,0,0,D,M Oliver,3,3,0,0,30,26,20,83,3,40,37,27,113,1,15,16,12,48,0,12,12,16,43,1
2021-01-30,Southampton,Aston Villa,0,1,A,L Mason,5,4,0,0,29,28,26,84,0,29,36,26,116,1,21,26,13,58,0,6,13,26,46,0
2021-01-31,Chelsea,Burnley,2,0,H,G Scott,8,0,0,0,30,33,23,104,1,25,15,25,63,0,23,26,9,63,3,5,9,26,26,0
2021-01-31,Leicester,Leeds,1,3,A,C Kavanagh,8,7,0,0,39,36,22,86,0,26,32,36,97,0,10,16,12,47,0,10,12,16,46,2
2021-01-31,West Ham,Liverpool,1,3,A,J Moss,2,5,0,0,35,30,24,85,0,37,40,23,118,0,7,10,24,37,1,22,24,10,61,1
2021-01-31,Brighton,Tottenham,1,0,H,P Bankes,5,4,0,0,18,22,29,69,3,36,37,22,98,1,4,7,9,26,0,13,9,7,32,0
2021-02-02,Sheffield United,West Brom,2,1,H,P Tierney,6,4,0,0,8,12,32,59,2,12,17,47,56,3,0,0,1,5,0,3,1,0,6,0
2021-02-02,Wolves,Arsenal,2,1,H,C Pawson,7,3,0,2,20,19,30,80,0,28,23,20,80,3,6,7,19,48,3,21,19,7,75,0
2021-02-02,Man United,Southampton,9,0,H,M Dean,14,1,0,2,41,36,24,112,1,29,27,25,87,0,16,12,9,36,0,10,9,12,38,1
2021-02-02,Newcastle,Crystal Palace,1,2,A,D England,5,3,0,0,19,19,34,61,1,23,24,36,67,2,19,12,10,43,0,7,10,12,39,0
2021-02-03,Burnley,Man City,0,2,A,M Atkinson,0,6,0,0,22,13,26,57,0,44,37,13,114,0,5,8,30,28,0,23,30,8,74,1
2021-02-03,Fulham,Leicester,0,2,A,R Jones,1,5,0,0,14,17,29,79,3,36,34,25,87,0,12,7,2,28,0,3,2,7,26,0
2021-02-03,Leeds,Everton,1,2,A,M Oliver,7,6,0,0,29,35,36,104,0,36,32,25,88,2,12,9,12,46,1,12,12,9,53,0
2021-02-03,Aston Villa,West Ham,1,3,A,A Madley,2,10,0,0,32,36,24,115,1,35,31,25,84,0,10,5,9,41,1,16,9,5,36,1
2021-02-03,Liverpool,Brighton,0,1,A,K Friend,1,4,0,0,37,39,21,117,0,21,22,26,71,3,13,13,3,34,1,1,3,13,13,0
2021-02-04,Tottenham,Chelsea,0,1,A,A Marriner,2,2,0,0,33,34,21,92,1,30,32,22,107,1,15,17,13,49,1,12,13,17,34,0
2021-02-06,Aston Villa,Arsenal,1,0,H,C Kavanagh,8,3,0,0,32,35,24,113,1,25,22,21,80,5,7,10,22,43,0,22,22,10,58,2
2021-02-06,Burnley,Brighton,1,1,D,A Taylor,7,2,0,0,22,11,24,52,0,21,20,26,69,2,7,2,1,16,0,4,1,2,12,0
2021-02-06,Newcastle,Southampton,3,2,H,C Pawson,4,5,1,0,19,20,33,66,1,29,27,33,83,2,9,11,20,34,0,18,20,11,52,0
2021-02-06,Fulham,West Ham,0,0,D,M Dean,2,1,0,1,14,17,28,78,3,38,33,24,91,0,11,13,20,58,1,17,20,13,72,1
2021-02-06,Man United,Everton,3,3,D,J Moss,5,3,0,0,41,42,22,123,1,36,31,25,86,2,21,18,8,54,0,6,8,18,34,1
2021-02-07,Tottenham,West Brom,2,0,H,S Attwell,6,1,0,0,33,34,21,89,1,12,16,44,56,2,14,15,9,52,0,11,9,15,29,0
2021-02-07,Wolves,Leicester,0,0,D,M Atkinson,1,3,0,0,23,20,28,86,0,36,32,23,86,0,6,4,6,21,0,9,6,4,20,2
2021-02-07,Liverpool,Man City,1,4,A,M Oliver,3,5,0,0,34,37,22,112,0,44,36,12,111,0,21,19,13,46,1,6,13,19,29,0
2021-02-07,Sheffield United,Chelsea,1,2,A,K Friend,3,3,0,0,11,14,32,64,1,33,33,20,106,0,1,3,11,11,0,10,11,3,29,0
2021-02-08,Leeds,Crystal Palace,2,0,H,A Marriner,7,3,0,0,29,33,34,108,0,23,23,36,65,2,0,1,4,3,0,3,4,1,6,0
2021-02-13,Leicester,Liverpool,3,1,H,A Taylor,6,4,0,0,34,27,21,82,0,31,35,25,107,0,6,11,22,37,0,24,22,11,67,0
2021-02-13,Crystal Palace,Burnley,0,3,A,M Oliver,3,4,0,0,23,22,36,67,2,23,12,24,57,0,13,10,9,40,0,13,9,10,29,0
2021-02-13,Man City,Tottenham,3,0,H,P Tierney,6,3,0,0,47,38,8,111,0,33,31,19,89,1,11,14,18,68,1,17,18,14,33,0
2021-02-13,Brighton,Aston Villa,0,0,D,D England,9,1,0,0,22,19,24,66,2,32,35,24,119,1,4,4,4,10,2,4,4,4,15,0
2021-02-14,Southampton,Wolves,1,2,A,G Scott,3,4,0,0,29,27,31,81,2,24,20,24,85,0,8,10,8,38,0,8,8,10,26,0
2021-02-14,West Brom,Man United,1,1,D,C Pawson,3,7,0,0,11,13,43,54,2,42,44,19,126,0,11,6,12,23,1,17,12,6,47,1
2021-02-14,Arsenal,Leeds,4,2,H,S Attwell,5,5,0,0,25,21,19,80,5,29,31,31,108,0,14,19,10,60,1,11,10,19,32,2
2021-02-14,Everton,Fulham,0,2,A,A Madley,2,3,0,0,34,33,28,85,2,15,14,24,74,3,26,25,8,85,0,2,8,25,45,0
2021-02-15,West Ham,Sheffield United,3,0,H,S Hooper,9,5,0,0,36,29,24,85,1,11,15,33,63,1,7,3,5,19,0,7,5,3,22,0
2021-02-15,Chelsea,Newcastle,2,0,H,P Bankes,5,4,0,0,35,32,18,99,0,21,22,34,69,2,19,18,11,51,1,10,11,18,30,1
2021-02-17,Burnley,Fulham,1,1,D,J Moss,3,3,0,0,26,14,21,58,0,18,16,21,74,3,1,3,8,13,0,7,8,3,30,0
2021-02-17,Everton,Man City,1,3,A,A Marriner,2,7,0,0,31,28,28,80,2,49,40,7,115,0,7,10,14,29,1,19,14,10,58,1
2021-02-19,Wolves,Leeds,1,0,H,D Coote,5,7,0,0,24,21,25,84,0,26,32,35,104,0,6,5,5,12,0,3,5,5,14,1
2021-02-20,Southampton,Chelsea,1,1,D,A Taylor,1,3,0,0,26,27,33,83,2,35,30,18,98,0,7,14,23,39,0,22,23,14,55,0
2021-02-20,Burnley,West Brom,0,0,D,M Dean,1,3,0,1,26,15,22,57,0,12,14,42,55,2,6,6,14,21,0,12,14,6,30,1
2021-02-20,Liverpool,Everton,0,2,A,C Kavanagh,6,6,0,0,31,34,21,103,0,28,27,30,77,2,20,18,7,55,0,5,7,18,25,2
2021-02-20,Fulham,Sheffield United,1,0,H,M Atkinson,7,2,0,0,19,17,21,75,3,11,14,34,66,1,4,2,3,11,0,4,3,2,15,0
2021-02-21,West Ham,Tottenham,2,1,H,C Pawson,4,4,0,0,36,29,24,88,1,32,30,21,80,1,9,15,20,37,1,18,20,15,60,1
2021-02-21,Aston Villa,Leicester,1,2,A,M Oliver,2,7,0,0,30,32,24,115,1,37,30,19,88,0,14,17,15,59,2,14,15,17,55,3
2021-02-21,Arsenal,Man City,0,1,A,J Moss,1,3,0,0,25,23,20,80,5,49,42,8,117,0,8,10,19,29,0,20,19,10,53,0
2021-02-21,Man United,Newcastle,3,1,H,P Tierney,7,6,0,0,40,41,19,119,0,18,19,35,68,2,20,22,11,71,0,8,11,22,36,0
2021-02-22,Brighton,Crystal Palace,1,2,A,K Friend,5,2,0,0,23,17,20,72,2,23,22,35,70,2,6,7,6,23,2,6,6,7,22,0
2021-02-23,Leeds,Southampton,3,0,H,A Marriner,7,5,0,0,25,31,35,104,0,24,26,34,77,2,11,9,7,51,1,11,7,9,42,2
2021-02-27,Man City,West Ham,2,1,H,M Oliver,3,3,0,0,51,42,7,113,0,38,28,22,88,1,23,28,8,64,0,5,8,28,20,0
2021-02-27,West Brom,Brighton,1,0,H,L Mason,2,6,0,0,12,14,42,52,3,22,17,21,74,1,4,4,4,10,0,4,4,4,10,0
2021-02-27,Leeds,Aston Villa,0,1,A,P Bankes,3,4,0,0,28,34,34,109,0,27,26,24,106,1,15,11,7,43,1,9,7,11,48,0
2021-02-27,Newcastle,Wolves,1,1,D,M Dean,7,4,0,0,18,19,34,70,2,24,21,25,86,0,13,15,12,54,2,10,12,15,58,0
2021-02-28,Crystal Palace,Fulham,0,0,D,A Taylor,0,4,0,0,25,23,35,71,2,21,17,20,76,3,10,10,10,42,0,7,10,10,31,2
2021-02-28,Leicester,Arsenal,1,3,A,P Tierney,3,4,0,0,40,32,19,90,0,25,23,20,78,5,10,14,18,42,1,19,18,14,62,1
2021-02-28,Tottenham,Burnley,4,0,H,K Friend,7,3,0,0,29,25,22,76,1,27,15,21,54,0,23,23,7,70,0,5,7,23,42,0
2021-02-28,Chelsea,Man United,0,0,D,S Attwell,6,4,0,0,35,28,16,96,0,42,44,20,122,0,10,9,13,44,0,16,13,9,40,0
2021-02-28,Sheffield United,Liverpool,0,2,A,J Moss,2,8,0,0,10,13,34,62,1,30,32,21,101,0,1,2,10,11,0,13,10,2,27,0
2021-03-01,Everton,Southampton,1,0,H,M Atkinson,1,1,0,0,28,25,28,77,2,23,23,34,76,2,17,14,11,33,1,11,11,14,43,1
2021-03-02,Man City,Wolves,4,1,H,C Kavanagh,10,1,0,0,51,43,8,108,0,24,21,25,87,0,19,20,13,75,2,10,13,20,40,0
2021-03-03,Burnley,Leicester,1,1,D,A Madley,7,4,0,0,27,15,22,57,0,37,32,22,91,0,11,10,15,35,0,17,15,10,52,0
2021-03-03,Sheffield United,Aston Villa,1,0,H,R Jones,2,4,1,0,10,12,34,62,1,27,26,24,106,1,4,4,6,16,1,7,6,4,18,0
2021-03-03,Crystal Palace,Man United,0,0,D,A Marriner,2,1,0,0,23,21,34,61,2,43,44,19,124,0,8,9,17,28,0,20,17,9,50,0
2021-03-04,Fulham,Tottenham,0,1,A,D Coote,3,2,0,0,22,16,18,77,2,31,26,19,77,1,4,7,20,57,0,25,20,7,71,0
2021-03-04,West Brom,Everton,0,1,A,D England,3,3,0,0,14,14,41,51,3,30,24,26,73,1,7,8,17,30,1,19,17,8,48,0
2021-03-04,Liverpool,Chelsea,0,1,A,M Atkinson,1,5,0,0,30,32,20,104,0,35,28,16,101,0,17,14,9,52,0,8,9,14,34,1
2021-03-06,Burnley,Arsenal,1,1,D,A Marriner,5,3,0,0,27,16,23,63,0,28,26,20,78,5,4,4,18,32,0,25,18,4,67,2
2021-03-06,Sheffield United,Southampton,0,2,A,P Tierney,2,5,0,0,13,13,33,63,2,20,21,35,71,2,0,0,4,4,1,6,4,0,13,0
2021-03-06,Aston Villa,Wolves,0,0,D,A Madley,1,2,0,0,27,26,22,106,1,21,20,29,83,0,18,17,11,55,0,9,11,17,54,1
2021-03-06,Brighton,Leicester,1,2,A,M Oliver,2,4,0,0,21,16,21,77,1,35,29,22,87,0,1,1,10,12,0,13,10,1,26,2
2021-03-07,West Brom,Newcastle,0,0,D,M Atkinson,3,5,0,0,14,14,40,53,3,18,19,34,75,2,12,9,11,28,0,15,11,9,45,1
2021-03-07,Liverpool,Fulham,0,1,A,K Friend,3,3,0,0,27,30,20,100,0,19,14,19,74,2,22,23,8,88,1,7,8,23,58,0
2021-03-07,Man City,Man United,0,2,A,A Taylor,6,6,0,0,53,46,8,116,0,41,41,18,120,0,12,12,13,43,0,15,13,12,34,1
2021-03-07,Tottenham,Crystal Palace,4,1,H,S Attwell,5,1,0,0,31,26,19,76,1,24,21,32,61,1,25,15,4,50,0,4,4,15,38,0
2021-03-08,Chelsea,Everton,2,0,H,D Coote,9,1,0,0,35,26,16,97,0,33,25,24,74,0,15,16,10,56,0,12,10,16,33,1
2021-03-08,West Ham,Leeds,2,0,H,M Dean,5,2,0,0,37,28,23,89,1,25,31,35,103,0,7,6,11,40,1,13,11,6,50,1
2021-03-10,Man City,Southampton,5,2,H,J Moss,10,6,0,0,53,46,8,117,0,20,19,32,72,2,25,23,9,59,0,4,9,23,39,0
2021-03-12,Newcastle,Aston Villa,1,1,D,P Tierney,3,6,0,0,16,17,33,76,2,28,23,18,97,1,16,8,8,48,1,10,8,8,39,0
2021-03-13,Leeds,Chelsea,0,0,D,K Friend,4,8,0,0,25,30,33,101,0,35,24,15,97,0,9,9,11,44,0,15,11,9,62,0
2021-03-13,Crystal Palace,West Brom,1,0,H,S Hooper,4,1,0,0,21,18,35,56,1,15,14,39,54,3,17,18,10,47,0,11,10,18,36,1
2021-03-13,Everton,Burnley,1,2,A,J Moss,4,5,0,0,33,24,24,71,0,25,16,24,64,0,16,13,9,66,2,13,9,13,38,2
2021-03-13,Fulham,Man City,0,3,A,A Marriner,0,7,0,0,22,15,18,74,2,53,46,10,121,0,2,7,28,39,1,26,28,7,93,0
2021-03-14,Southampton,Brighton,1,2,A,S Attwell,4,6,0,0,17,19,37,70,2,21,16,21,77,1,9,8,5,16,0,3,5,8,15,1
2021-03-14,Leicester,Sheffield United,5,0,H,P Bankes,10,0,0,0,35,30,23,88,0,13,12,31,62,2,6,4,2,6,0,0,2,4,4,0
2021-03-14,Arsenal,Tottenham,2,1,H,M Oliver,3,3,0,1,26,26,21,79,5,31,28,19,78,1,10,13,15,40,1,16,15,13,65,1
2021-03-14,Man United,West Ham,1,0,H,M Atkinson,4,0,0,0,41,42,18,119,0,40,29,21,91,1,13,14,11,48,1,13,11,14,36,1
2021-03-15,Wolves,Liverpool,0,1,A,C Pawson,5,4,0,0,22,20,28,83,0,26,29,20,100,0,4,3,18,34,1,25,18,3,67,0
2021-03-19,Fulham,Leeds,1,2,A,D Coote,6,4,0,0,22,13,18,68,2,26,29,29,102,0,10,9,9,37,0,10,9,9,44,0
2021-03-20,Brighton,Newcastle,3,0,H,A Taylor,6,1,0,0,23,18,22,80,1,17,18,32,77,2,11,5,0,17,1,2,0,5,17,0
2021-03-21,West Ham,Arsenal,3,3,D,J Moss,5,7,0,0,37,28,22,84,1,29,28,19,80,5,5,10,26,33,0,23,26,10,66,0
2021-03-21,Aston Villa,Tottenham,0,2,A,M Dean,1,3,0,0,26,21,19,97,1,28,28,21,76,2,3,6,24,25,2,27,24,6,79,0
2021-04-03,Chelsea,West Brom,2,5,A,D Coote,8,7,1,0,33,22,15,102,0,15,14,39,53,3,21,20,11,54,2,6,11,20,28,1
2021-04-03,Leeds,Sheffield United,2,1,H,G Scott,8,1,0,0,28,31,30,102,0,13,12,35,57,2,3,1,0,9,0,0,0,1,4,0
2021-04-03,Leicester,Man City,0,2,A,A Taylor,2,4,0,0,38,35,20,94,0,53,47,10,122,0,10,15,20,35,0,19,20,15,63,0
2021-04-03,Arsenal,Liverpool,0,3,A,S Attwell,2,7,0,0,29,31,22,85,4,26,27,20,91,0,7,17,25,42,0,19,25,17,66,1
2021-04-04,Southampton,Burnley,3,2,H,A Marriner,9,5,0,0,16,19,38,72,2,28,18,20,68,0,11,8,10,44,0,17,10,8,31,0
2021-04-04,Newcastle,Tottenham,2,2,D,C Pawson,6,5,0,0,17,18,33,77,2,28,28,21,77,2,13,13,16,38,2,16,16,13,63,0
2021-04-04,Aston Villa,Fulham,3,1,H,A Madley,4,7,0,0,26,20,19,94,1,19,12,19,69,2,13,11,9,52,0,13,9,11,69,0
2021-04-04,Man United,Brighton,2,1,H,M Dean,7,3,0,0,41,40,16,117,0,23,19,21,83,0,9,9,7,24,0,6,7,9,16,0
2021-04-05,Everton,Crystal Palace,1,1,D,K Friend,7,6,0,0,33,24,23,74,0,24,19,34,55,1,20,15,7,50,2,5,7,15,34,0
2021-04-05,Wolves,West Ham,2,3,A,M Oliver,5,6,0,0,21,19,28,79,0,35,30,25,86,1,10,7,10,45,0,10,10,7,49,0
2021-04-09,Fulham,Wolves,0,1,A,J Moss,3,3,0,0,19,13,20,75,2,18,19,30,79,0,9,10,9,50,0,15,9,10,41,1
2021-04-10,Man City,Leeds,1,2,A,A Marriner,7,2,0,1,55,49,10,124,0,28,32,31,103,0,8,7,13,48,1,11,13,7,32,0
2021-04-10,Liverpool,Aston Villa,2,1,H,P Tierney,10,5,0,0,28,29,19,96,0,29,22,18,92,1,19,21,17,77,0,10,17,21,42,0
2021-04-10,Crystal Palace,Chelsea,1,4,A,M Oliver,1,10,0,0,25,20,33,58,1,32,24,20,107,1,9,8,19,26,0,21,19,8,70,0
2021-04-11,Burnley,Newcastle,1,2,A,A Taylor,4,5,0,0,27,19,22,70,0,15,18,35,76,2,9,9,10,24,0,9,10,9,25,0
2021-04-11,West Ham,Leicester,3,2,H,M Dean,4,5,0,0,35,31,26,90,1,38,34,20,93,0,9,14,16,41,2,18,16,14,44,1
2021-04-11,Tottenham,Man United,1,3,A,C Kavanagh,3,7,0,0,28,30,23,81,2,41,39,16,118,0,15,17,10,52,0,15,10,17,32,1
2021-04-11,Sheffield United,Arsenal,0,3,A,P Bankes,2,5,0,0,13,13,36,53,2,29,30,23,85,4,7,4,6,17,0,7,6,4,27,0
2021-04-12,West Brom,Southampton,3,0,H,S Hooper,6,4,0,0,15,18,41,54,3,19,20,37,76,2,8,5,12,24,0,20,12,5,40,1
2021-04-12,Brighton,Everton,0,0,D,D England,3,1,0,0,22,19,22,83,0,31,22,22,74,0,4,7,13,19,1,13,13,7,30,0
2021-04-16,Everton,Tottenham,2,2,D,M Oliver,7,3,0,0,32,22,21,67,0,25,29,26,81,2,7,7,16,30,0,19,16,7,53,1
2021-04-17,Newcastle,West Ham,3,2,H,K Friend,8,6,0,1,15,18,35,74,2,38,33,25,88,1,21,18,12,55,1,9,12,18,34,0
2021-04-17,Wolves,Sheffield United,1,0,H,R Jones,5,2,0,0,21,20,26,79,0,13,12,37,54,2,4,3,1,7,0,1,1,3,6,0
2021-04-18,Arsenal,Fulham,1,1,D,C Pawson,5,1,0,0,32,33,21,88,4,18,12,20,73,2,21,23,11,81,2,6,11,23,52,2
2021-04-18,Man United,Burnley,3,1,H,J Moss,9,3,0,0,43,42,17,123,0,24,19,24,72,0,21,13,5,62,2,6,5,13,16,0
2021-04-19,Leeds,Liverpool,1,1,D,A Taylor,5,7,0,0,31,33,29,102,1,28,27,20,100,0,8,14,22,43,0,17,22,14,67,1
2021-04-20,Chelsea,Brighton,0,0,D,S Attwell,4,2,0,1,32,25,20,106,1,23,18,20,82,0,13,12,2,38,0,1,2,12,13,0
2021-04-21,Tottenham,Southampton,2,1,H,D Coote,3,5,0,0,25,30,27,78,2,16,18,39,77,2,22,25,12,55,1,7,12,25,42,1
2021-04-21,Aston Villa,Man City,1,2,A,P Bankes,3,3,1,1,26,22,20,95,1,54,49,11,124,0,4,6,27,25,0,25,27,6,81,1
2021-04-22,Leicester,West Brom,3,0,H,A Madley,7,1,0,0,35,34,22,94,0,18,20,36,56,2,17,18,11,38,0,8,11,18,30,0
2021-04-23,Arsenal,Everton,0,1,A,J Moss,3,1,0,0,33,34,21,87,3,32,23,22,68,0,22,23,9,54,1,7,9,23,33,3
2021-04-24,Liverpool,Newcastle,1,1,D,A Marriner,9,4,0,0,28,27,20,101,0,18,19,32,78,2,16,14,10,44,0,10,10,14,26,4
2021-04-24,West Ham,Chelsea,0,1,A,C Kavanagh,2,6,1,0,35,33,27,86,2,33,25,19,107,1,12,9,12,30,0,15,12,9,49,1
2021-04-24,Sheffield United,Brighton,1,0,H,K Friend,3,4,0,0,13,12,35,56,2,24,18,17,80,1,4,2,1,5,1,1,1,2,7,0
2021-04-25,Wolves,Burnley,0,4,A,D England,2,7,0,0,24,21,25,77,0,23,20,27,71,0,10,7,4,27,0,4,4,7,27,0
2021-04-25,Leeds,Man United,0,0,D,C Pawson,3,4,0,0,32,33,28,100,1,43,42,16,124,0,6,10,19,43,0,18,19,10,70,0
2021-04-25,Aston Villa,West Brom,2,2,D,S Attwell,11,4,0,0,25,23,22,91,2,18,19,37,54,2,14,14,11,60,1,11,11,14,44,1
2021-04-26,Leicester,Crystal Palace,2,1,H,G Scott,5,2,0,0,35,34,22,95,0,22,16,36,53,1,14,10,15,29,2,14,15,10,46,0
2021-04-30,Southampton,Leicester,1,1,D,R Jones,3,9,1,0,13,16,41,76,2,38,36,21,98,0,9,9,21,47,2,18,21,9,58,0
2021-05-01,Crystal Palace,Man City,0,2,A,D Coote,4,3,0,0,21,16,37,50,1,54,50,12,122,1,5,5,26,18,0,23,26,5,66,0
2021-05-01,Brighton,Leeds,2,0,H,C Kavanagh,5,2,0,0,23,18,18,80,1,30,28,26,93,1,3,1,0,2,0,0,0,1,2,0
2021-05-01,Chelsea,Fulham,2,0,H,K Friend,5,3,0,0,36,25,17,110,1,18,13,21,70,2,22,14,3,94,1,4,3,14,51,1
2021-05-01,Everton,Aston Villa,1,2,A,S Hooper,3,5,0,0,32,23,22,65,0,23,22,24,92,2,20,23,12,66,0,8,12,23,39,1
2021-05-02,Newcastle,Arsenal,0,2,A,M Dean,1,5,1,0,18,19,32,77,2,32,33,21,86,2,3,5,20,27,1,27,20,5,44,0
2021-05-02,Tottenham,Sheffield United,4,0,H,A Marriner,11,1,0,0,28,31,26,79,2,16,11,32,53,2,7,7,4,24,0,4,4,7,17,0
2021-05-03,West Brom,Wolves,1,1,D,P Tierney,4,10,0,0,18,20,38,57,2,21,19,28,75,0,10,12,7,49,0,4,7,12,36,0
2021-05-03,Burnley,West Ham,1,2,A,A Taylor,3,4,0,0,23,22,26,74,0,34,32,27,86,3,10,13,14,38,1,19,14,13,63,1
2021-05-07,Leicester,Newcastle,2,4,A,D England,9,6,0,0,36,35,22,103,0,18,19,32,76,3,24,23,6,46,0,6,6,23,25,3
2021-05-08,Leeds,Tottenham,3,1,H,M Oliver,7,3,0,0,30,26,22,92,1,31,35,24,87,2,10,12,17,49,0,16,17,12,45,1
2021-05-08,Sheffield United,Crystal Palace,0,2,A,S Hooper,0,8,0,0,15,10,35,51,1,20,15,38,52,0,6,2,2,8,0,3,2,2,11,0
2021-05-08,Man City,Chelsea,1,2,A,A Taylor,4,5,0,0,54,50,12,119,1,36,24,17,108,1,19,16,10,56,2,10,10,16,28,1
2021-05-08,Liverpool,Southampton,2,0,H,K Friend,6,6,0,0,26,26,20,99,0,13,16,41,76,3,18,17,6,53,0,9,6,17,23,1
2021-05-09,Wolves,Brighton,2,1,H,J Moss,6,3,0,2,22,19,27,82,0,25,19,17,80,1,2,5,6,16,0,5,6,5,9,0
2021-05-09,Aston Villa,Man United,1,3,A,C Kavanagh,5,7,1,0,23,21,25,87,1,41,36,14,114,0,2,8,23,35,1,26,23,8,60,0
2021-05-09,West Ham,Everton,0,1,A,S Attwell,0,3,0,0,37,34,25,90,3,29,22,24,62,0,15,12,14,42,0,12,14,12,49,1
2021-05-09,Arsenal,West Brom,3,1,H,P Bankes,7,1,0,0,35,34,19,89,2,19,21,36,60,1,22,18,7,67,0,7,7,18,27,0
2021-05-10,Fulham,Burnley,0,2,A,D Coote,3,5,0,0,17,12,22,69,1,23,23,27,71,0,8,9,4,33,0,2,4,9,16,0
2021-05-11,Man United,Leicester,1,2,A,C Pawson,1,3,0,0,43,37,13,117,0,35,35,24,110,0,22,21,9,57,0,4,9,21,27,2
2021-05-11,Southampton,Crystal Palace,3,1,H,A Madley,6,4,0,0,13,16,42,79,3,23,17,31,57,0,16,14,10,49,0,13,10,14,34,0
2021-05-12,Chelsea,Arsenal,0,1,A,A Marriner,5,2,0,0,39,25,15,110,1,35,34,19,89,2,18,16,14,57,1,9,14,16,38,4
2021-05-13,Aston Villa,Everton,0,0,D,M Atkinson,2,5,0,0,22,21,27,90,2,29,21,23,63,0,10,13,23,33,1,19,23,13,65,0
2021-05-13,Man United,Liverpool,2,4,A,A Taylor,3,8,0,0,40,37,15,115,0,26,21,20,97,0,17,10,7,25,0,8,7,10,35,1
2021-05-14,Newcastle,Man City,3,4,A,K Friend,5,6,0,0,20,23,34,80,3,51,48,13,117,1,2,6,26,26,0,26,26,6,74,0
2021-05-15,Burnley,Leeds,0,4,A,G Scott,4,6,0,0,23,24,27,73,0,30,28,23,95,1,0,0,1,6,0,3,1,0,4,0
2021-05-15,Southampton,Fulham,3,1,H,C Pawson,7,3,0,0,15,19,43,83,3,16,12,24,71,1,11,13,12,48,0,14,12,13,45,0
2021-05-15,Brighton,West Ham,1,1,D,A Marriner,2,3,0,0,24,18,17,79,3,36,32,24,86,3,12,13,7,28,0,3,7,13,20,0
2021-05-16,Crystal Palace,Aston Villa,3,2,H,D Coote,8,5,0,0,23,18,31,55,0,23,20,25,87,2,17,8,7,51,0,11,7,8,42,2
2021-05-16,Tottenham,Wolves,2,0,H,M Atkinson,13,3,0,0,30,35,26,87,2,24,20,27,82,0,18,17,11,84,0,9,11,17,50,1
2021-05-16,West Brom,Liverpool,1,2,A,M Dean,3,6,0,0,18,21,38,58,1,28,24,21,103,0,7,9,12,28,0,16,12,9,45,0
2021-05-16,Everton,Sheffield United,0,1,A,A Moss,6,3,0,0,27,20,23,65,0,15,10,36,49,1,7,4,3,13,0,4,3,4,13,1
2021-05-18,Man United,Fulham,1,1,D,L Mason,6,5,0,0,37,37,18,109,0,15,12,26,70,1,26,25,9,95,0,2,9,25,62,1
2021-05-18,Southampton,Leeds,0,2,A,P Bankes,3,7,0,0,17,22,44,87,3,30,27,23,95,1,11,7,12,47,2,14,12,7,58,1
2021-05-18,Brighton,Man City,3,2,H,S Attwell,6,4,0,1,25,19,17,79,3,51,51,16,117,1,0,1,12,9,0,15,12,1,31,0
2021-05-18,Chelsea,Leicester,2,1,H,M Dean,6,3,0,0,38,24,15,110,1,37,36,24,110,0,16,16,10,48,0,10,10,16,30,1
2021-05-19,Everton,Wolves,1,0,H,A Madley,4,3,0,0,27,20,23,69,0,24,20,28,80,0,17,15,10,69,1,8,10,15,44,2
2021-05-19,Newcastle,Sheffield United,1,0,H,R Jones,5,1,0,0,20,25,36,83,3,18,11,35,49,1,6,4,3,13,1,6,3,4,27,0
2021-05-19,Tottenham,Aston Villa,1,2,A,C Pawson,4,4,0,0,30,34,26,93,1,23,22,26,88,2,27,24,6,72,0,3,6,24,21,2
2021-05-19,Crystal Palace,Arsenal,1,3,A,A Taylor,6,3,0,0,25,20,32,62,0,35,34,19,88,2,8,13,17,35,0,17,17,13,58,1
2021-05-19,Burnley,Liverpool,0,3,A,C Kavanagh,4,3,0,0,23,24,30,77,0,30,26,22,105,0,7,7,18,30,0,22,18,7,68,0
2021-05-19,West Brom,West Ham,1,3,A,M Oliver,4,9,0,0,18,22,35,60,1,36,33,25,86,3,10,12,15,37,0,16,15,12,43,0
2021-05-23,Arsenal,Brighton,2,0,H,J Moss,5,1,0,0,35,33,20,79,2,27,19,16,81,3,6,5,4,27,0,6,4,5,18,0
2021-05-23,Aston Villa,Chelsea,2,1,H,S Attwell,3,7,0,1,23,22,27,87,2,41,25,13,114,1,4,6,26,30,2,25,26,6,69,3
2021-05-23,Fulham,Newcastle,0,2,A,C Kavanagh,0,4,0,0,16,13,26,72,0,23,26,35,85,2,17,12,8,57,1,11,8,12,74,1
