Date,HomeTeam,AwayTeam,Home team Points,Home team Goal scored,Home team Goal conceded,Home team Shot on target,Home team Red Cards,Away team Points,Away team Goal scored,Away team Goal conceded,Away team Shot on target,Away team Red Cards
18/02/2023,Everton,Leeds,1226.0,1147.0,1146.0,4676.0,84.0,387.0,403.0,507.0,1515.0,25.0
18/02/2023,Nottingham,Man City,,,,,,1542.0,1591.0,878.0,5516.0,63.0
18/02/2023,Wolves,Bournemouth,392.0,358.0,513.0,1572.0,20.0,181.0,196.0,261.0,610.0,9.0
18/02/2023,Newcastle,Liverpool,1026.0,988.0,1180.0,4168.0,73.0,1697.0,1625.0,826.0,6122.0,46.0
19/02/2023,Man United,Leicester,1746.0,1611.0,861.0,6038.0,53.0,616.0,664.0,667.0,2045.0,35.0
19/02/2023,Tottenham,West Ham,1458.0,1406.0,1055.0,5576.0,58.0,961.0,980.0,1115.0,3762.0,59.0
24/02/2023,Fulham,Wolves,623.0,613.0,790.0,2895.0,41.0,392.0,358.0,513.0,1572.0,20.0
25/02/2023,Everton,Aston Villa,1226.0,1147.0,1146.0,4676.0,84.0,965.0,963.0,1100.0,3945.0,52.0
25/02/2023,Leeds,Southampton,387.0,403.0,507.0,1515.0,25.0,733.0,733.0,890.0,2983.0,42.0
25/02/2023,Leicester,Arsenal,616.0,664.0,667.0,2045.0,35.0,1683.0,1625.0,927.0,5933.0,78.0
25/02/2023,West Ham,Nottingham,961.0,980.0,1115.0,3762.0,59.0,,,,,
25/02/2023,Bournemouth,Man City,181.0,196.0,261.0,610.0,9.0,1542.0,1591.0,878.0,5516.0,63.0
25/02/2023,Crystal Palace,Liverpool,483.0,482.0,589.0,1620.0,17.0,1697.0,1625.0,826.0,6122.0,46.0
26/02/2023,Tottenham,Chelsea,1458.0,1406.0,1055.0,5576.0,58.0,1750.0,1634.0,779.0,5952.0,63.0
1/3/2023,Arsenal,Everton,1683.0,1625.0,927.0,5933.0,78.0,1226.0,1147.0,1146.0,4676.0,84.0
1/3/2023,Liverpool,Wolves,1697.0,1625.0,826.0,6122.0,46.0,392.0,358.0,513.0,1572.0,20.0
4/3/2023,Man City,Newcastle,1542.0,1591.0,878.0,5516.0,63.0,1026.0,988.0,1180.0,4168.0,73.0
4/3/2023,Arsenal,Bournemouth,1683.0,1625.0,927.0,5933.0,78.0,181.0,196.0,261.0,610.0,9.0
4/3/2023,Aston Villa,Crystal Palace,965.0,963.0,1100.0,3945.0,52.0,483.0,482.0,589.0,1620.0,17.0
4/3/2023,Brighton,West Ham,282.0,250.0,292.0,871.0,18.0,961.0,980.0,1115.0,3762.0,59.0
4/3/2023,Chelsea,Leeds,1750.0,1634.0,779.0,5952.0,63.0,387.0,403.0,507.0,1515.0,25.0
4/3/2023,Wolves,Tottenham,392.0,358.0,513.0,1572.0,20.0,1458.0,1406.0,1055.0,5576.0,58.0
4/3/2023,Southampton,Leicester,733.0,733.0,890.0,2983.0,42.0,616.0,664.0,667.0,2045.0,35.0
5/3/2023,Nottingham,Everton,,,,,,1226.0,1147.0,1146.0,4676.0,84.0
5/3/2023,Liverpool,Man United,1697.0,1625.0,826.0,6122.0,46.0,1746.0,1611.0,861.0,6038.0,53.0
6/3/2023,Brentford,Fulham,138.0,144.0,168.0,462.0,9.0,623.0,613.0,790.0,2895.0,41.0
11/3/2023,Bournemouth,Liverpool,181.0,196.0,261.0,610.0,9.0,1697.0,1625.0,826.0,6122.0,46.0
11/3/2023,Everton,Brentford,1226.0,1147.0,1146.0,4676.0,84.0,138.0,144.0,168.0,462.0,9.0
11/3/2023,Leeds,Brighton,387.0,403.0,507.0,1515.0,25.0,282.0,250.0,292.0,871.0,18.0
11/3/2023,Leicester,Chelsea,616.0,664.0,667.0,2045.0,35.0,1750.0,1634.0,779.0,5952.0,63.0
11/3/2023,Tottenham,Nottingham,1458.0,1406.0,1055.0,5576.0,58.0,,,,,
11/3/2023,Crystal Palace,Man City,483.0,482.0,589.0,1620.0,17.0,1542.0,1591.0,878.0,5516.0,63.0
12/3/2023,Fulham,Arsenal,623.0,613.0,790.0,2895.0,41.0,1683.0,1625.0,927.0,5933.0,78.0
12/3/2023,Man United,Southampton,1746.0,1611.0,861.0,6038.0,53.0,733.0,733.0,890.0,2983.0,42.0
12/3/2023,West Ham,Aston Villa,961.0,980.0,1115.0,3762.0,59.0,965.0,963.0,1100.0,3945.0,52.0
12/3/2023,Newcastle,Wolves,1026.0,988.0,1180.0,4168.0,73.0,392.0,358.0,513.0,1572.0,20.0
15/03/2023,Brighton,Crystal Palace,282.0,250.0,292.0,871.0,18.0,483.0,482.0,589.0,1620.0,17.0
15/03/2023,Southampton,Brentford,733.0,733.0,890.0,2983.0,42.0,138.0,144.0,168.0,462.0,9.0
17/03/2023,Nottingham,Newcastle,,,,,,1026.0,988.0,1180.0,4168.0,73.0
18/03/2023,Aston Villa,Bournemouth,965.0,963.0,1100.0,3945.0,52.0,181.0,196.0,261.0,610.0,9.0
18/03/2023,Brentford,Leicester,138.0,144.0,168.0,462.0,9.0,616.0,664.0,667.0,2045.0,35.0
18/03/2023,Southampton,Tottenham,733.0,733.0,890.0,2983.0,42.0,1458.0,1406.0,1055.0,5576.0,58.0
18/03/2023,Wolves,Leeds,392.0,358.0,513.0,1572.0,20.0,387.0,403.0,507.0,1515.0,25.0
18/03/2023,Chelsea,Everton,1750.0,1634.0,779.0,5952.0,63.0,1226.0,1147.0,1146.0,4676.0,84.0
19/03/2023,Arsenal,Crystal Palace,1683.0,1625.0,927.0,5933.0,78.0,483.0,482.0,589.0,1620.0,17.0
1/4/2023,Man City,Liverpool,1542.0,1591.0,878.0,5516.0,63.0,1697.0,1625.0,826.0,6122.0,46.0
1/4/2023,Arsenal,Leeds,1683.0,1625.0,927.0,5933.0,78.0,387.0,403.0,507.0,1515.0,25.0
1/4/2023,Bournemouth,Fulham,181.0,196.0,261.0,610.0,9.0,623.0,613.0,790.0,2895.0,41.0
1/4/2023,Brighton,Brentford,282.0,250.0,292.0,871.0,18.0,138.0,144.0,168.0,462.0,9.0
1/4/2023,Crystal Palace,Leicester,483.0,482.0,589.0,1620.0,17.0,616.0,664.0,667.0,2045.0,35.0
1/4/2023,Nottingham,Wolves,,,,,,392.0,358.0,513.0,1572.0,20.0
1/4/2023,Chelsea,Aston Villa,1750.0,1634.0,779.0,5952.0,63.0,965.0,963.0,1100.0,3945.0,52.0
2/4/2023,West Ham,Southampton,961.0,980.0,1115.0,3762.0,59.0,733.0,733.0,890.0,2983.0,42.0
2/4/2023,Newcastle,Man United,1026.0,988.0,1180.0,4168.0,73.0,1746.0,1611.0,861.0,6038.0,53.0
3/4/2023,Everton,Tottenham,1226.0,1147.0,1146.0,4676.0,84.0,1458.0,1406.0,1055.0,5576.0,58.0
4/4/2023,Bournemouth,Brighton,181.0,196.0,261.0,610.0,9.0,282.0,250.0,292.0,871.0,18.0
4/4/2023,Leeds,Nottingham,387.0,403.0,507.0,1515.0,25.0,,,,,
4/4/2023,Leicester,Aston Villa,616.0,664.0,667.0,2045.0,35.0,965.0,963.0,1100.0,3945.0,52.0
4/4/2023,Chelsea,Liverpool,1750.0,1634.0,779.0,5952.0,63.0,1697.0,1625.0,826.0,6122.0,46.0
5/4/2023,Man United,Brentford,1746.0,1611.0,861.0,6038.0,53.0,138.0,144.0,168.0,462.0,9.0
5/4/2023,West Ham,Newcastle,961.0,980.0,1115.0,3762.0,59.0,1026.0,988.0,1180.0,4168.0,73.0
8/4/2023,Man United,Everton,1746.0,1611.0,861.0,6038.0,53.0,1226.0,1147.0,1146.0,4676.0,84.0
8/4/2023,Aston Villa,Nottingham,965.0,963.0,1100.0,3945.0,52.0,,,,,
8/4/2023,Brentford,Newcastle,138.0,144.0,168.0,462.0,9.0,1026.0,988.0,1180.0,4168.0,73.0
8/4/2023,Fulham,West Ham,623.0,613.0,790.0,2895.0,41.0,961.0,980.0,1115.0,3762.0,59.0
8/4/2023,Leicester,Bournemouth,616.0,664.0,667.0,2045.0,35.0,181.0,196.0,261.0,610.0,9.0
8/4/2023,Tottenham,Brighton,1458.0,1406.0,1055.0,5576.0,58.0,282.0,250.0,292.0,871.0,18.0
8/4/2023,Wolves,Chelsea,392.0,358.0,513.0,1572.0,20.0,1750.0,1634.0,779.0,5952.0,63.0
8/4/2023,Southampton,Man City,733.0,733.0,890.0,2983.0,42.0,1542.0,1591.0,878.0,5516.0,63.0
9/4/2023,Leeds,Crystal Palace,387.0,403.0,507.0,1515.0,25.0,483.0,482.0,589.0,1620.0,17.0
9/4/2023,Liverpool,Arsenal,1697.0,1625.0,826.0,6122.0,46.0,1683.0,1625.0,927.0,5933.0,78.0
15/04/2023,Aston Villa,Newcastle,965.0,963.0,1100.0,3945.0,52.0,1026.0,988.0,1180.0,4168.0,73.0
15/04/2023,Chelsea,Brighton,1750.0,1634.0,779.0,5952.0,63.0,282.0,250.0,292.0,871.0,18.0
15/04/2023,Everton,Fulham,1226.0,1147.0,1146.0,4676.0,84.0,623.0,613.0,790.0,2895.0,41.0
15/04/2023,Southampton,Crystal Palace,733.0,733.0,890.0,2983.0,42.0,483.0,482.0,589.0,1620.0,17.0
15/04/2023,Tottenham,Bournemouth,1458.0,1406.0,1055.0,5576.0,58.0,181.0,196.0,261.0,610.0,9.0
15/04/2023,Wolves,Brentford,392.0,358.0,513.0,1572.0,20.0,138.0,144.0,168.0,462.0,9.0
15/04/2023,Man City,Leicester,1542.0,1591.0,878.0,5516.0,63.0,616.0,664.0,667.0,2045.0,35.0
16/04/2023,West Ham,Arsenal,961.0,980.0,1115.0,3762.0,59.0,1683.0,1625.0,927.0,5933.0,78.0
16/04/2023,Nottingham,Man United,,,,,,1746.0,1611.0,861.0,6038.0,53.0
17/04/2023,Leeds,Liverpool,387.0,403.0,507.0,1515.0,25.0,1697.0,1625.0,826.0,6122.0,46.0
21/04/2023,Arsenal,Southampton,1683.0,1625.0,927.0,5933.0,78.0,733.0,733.0,890.0,2983.0,42.0
22/04/2023,Fulham,Leeds,623.0,613.0,790.0,2895.0,41.0,387.0,403.0,507.0,1515.0,25.0
22/04/2023,Brentford,Aston Villa,138.0,144.0,168.0,462.0,9.0,965.0,963.0,1100.0,3945.0,52.0
22/04/2023,Crystal Palace,Everton,483.0,482.0,589.0,1620.0,17.0,1226.0,1147.0,1146.0,4676.0,84.0
22/04/2023,Leicester,Wolves,616.0,664.0,667.0,2045.0,35.0,392.0,358.0,513.0,1572.0,20.0
22/04/2023,Liverpool,Nottingham,1697.0,1625.0,826.0,6122.0,46.0,,,,,
23/04/2023,Bournemouth,West Ham,181.0,196.0,261.0,610.0,9.0,961.0,980.0,1115.0,3762.0,59.0
23/04/2023,Newcastle,Tottenham,1026.0,988.0,1180.0,4168.0,73.0,1458.0,1406.0,1055.0,5576.0,58.0
25/04/2023,Wolves,Crystal Palace,392.0,358.0,513.0,1572.0,20.0,483.0,482.0,589.0,1620.0,17.0
25/04/2023,Aston Villa,Fulham,965.0,963.0,1100.0,3945.0,52.0,623.0,613.0,790.0,2895.0,41.0
25/04/2023,Leeds,Leicester,387.0,403.0,507.0,1515.0,25.0,616.0,664.0,667.0,2045.0,35.0
26/04/2023,Nottingham,Brighton,,,,,,282.0,250.0,292.0,871.0,18.0
26/04/2023,Chelsea,Brentford,1750.0,1634.0,779.0,5952.0,63.0,138.0,144.0,168.0,462.0,9.0
26/04/2023,West Ham,Liverpool,961.0,980.0,1115.0,3762.0,59.0,1697.0,1625.0,826.0,6122.0,46.0
26/04/2023,Man City,Arsenal,1542.0,1591.0,878.0,5516.0,63.0,1683.0,1625.0,927.0,5933.0,78.0
27/04/2023,Everton,Newcastle,1226.0,1147.0,1146.0,4676.0,84.0,1026.0,988.0,1180.0,4168.0,73.0
27/04/2023,Southampton,Bournemouth,733.0,733.0,890.0,2983.0,42.0,181.0,196.0,261.0,610.0,9.0
27/04/2023,Tottenham,Man United,1458.0,1406.0,1055.0,5576.0,58.0,1746.0,1611.0,861.0,6038.0,53.0
29/04/2023,Crystal Palace,West Ham,483.0,482.0,589.0,1620.0,17.0,961.0,980.0,1115.0,3762.0,59.0
29/04/2023,Brentford,Nottingham,138.0,144.0,168.0,462.0,9.0,,,,,
29/04/2023,Brighton,Wolves,282.0,250.0,292.0,871.0,18.0,392.0,358.0,513.0,1572.0,20.0
30/04/2023,Bournemouth,Leeds,181.0,196.0,261.0,610.0,9.0,387.0,403.0,507.0,1515.0,25.0
30/04/2023,Fulham,Man City,623.0,613.0,790.0,2895.0,41.0,1542.0,1591.0,878.0,5516.0,63.0
30/04/2023,Man United,Aston Villa,1746.0,1611.0,861.0,6038.0,53.0,965.0,963.0,1100.0,3945.0,52.0
30/04/2023,Newcastle,Southampton,1026.0,988.0,1180.0,4168.0,73.0,733.0,733.0,890.0,2983.0,42.0
30/04/2023,Liverpool,Tottenham,1697.0,1625.0,826.0,6122.0,46.0,1458.0,1406.0,1055.0,5576.0,58.0
1/5/2023,Leicester,Everton,616.0,664.0,667.0,2045.0,35.0,1226.0,1147.0,1146.0,4676.0,84.0
2/5/2023,Arsenal,Chelsea,1683.0,1625.0,927.0,5933.0,78.0,1750.0,1634.0,779.0,5952.0,63.0
3/5/2023,Liverpool,Fulham,1697.0,1625.0,826.0,6122.0,46.0,623.0,613.0,790.0,2895.0,41.0
3/5/2023,Man City,West Ham,1542.0,1591.0,878.0,5516.0,63.0,961.0,980.0,1115.0,3762.0,59.0
4/5/2023,Brighton,Man United,282.0,250.0,292.0,871.0,18.0,1746.0,1611.0,861.0,6038.0,53.0
6/5/2023,Bournemouth,Chelsea,181.0,196.0,261.0,610.0,9.0,1750.0,1634.0,779.0,5952.0,63.0
6/5/2023,Man City,Leeds,1542.0,1591.0,878.0,5516.0,63.0,387.0,403.0,507.0,1515.0,25.0
6/5/2023,Tottenham,Crystal Palace,1458.0,1406.0,1055.0,5576.0,58.0,483.0,482.0,589.0,1620.0,17.0
6/5/2023,Wolves,Aston Villa,392.0,358.0,513.0,1572.0,20.0,965.0,963.0,1100.0,3945.0,52.0
6/5/2023,Liverpool,Brentford,1697.0,1625.0,826.0,6122.0,46.0,138.0,144.0,168.0,462.0,9.0
7/5/2023,Newcastle,Arsenal,1026.0,988.0,1180.0,4168.0,73.0,1683.0,1625.0,927.0,5933.0,78.0
7/5/2023,West Ham,Man United,961.0,980.0,1115.0,3762.0,59.0,1746.0,1611.0,861.0,6038.0,53.0
8/5/2023,Fulham,Leicester,623.0,613.0,790.0,2895.0,41.0,616.0,664.0,667.0,2045.0,35.0
8/5/2023,Brighton,Everton,282.0,250.0,292.0,871.0,18.0,1226.0,1147.0,1146.0,4676.0,84.0
8/5/2023,Nottingham,Southampton,,,,,,733.0,733.0,890.0,2983.0,42.0
13/05/2023,Leeds,Newcastle,387.0,403.0,507.0,1515.0,25.0,1026.0,988.0,1180.0,4168.0,73.0
13/05/2023,Aston Villa,Tottenham,965.0,963.0,1100.0,3945.0,52.0,1458.0,1406.0,1055.0,5576.0,58.0
13/05/2023,Chelsea,Nottingham,1750.0,1634.0,779.0,5952.0,63.0,,,,,
13/05/2023,Crystal Palace,Bournemouth,483.0,482.0,589.0,1620.0,17.0,181.0,196.0,261.0,610.0,9.0
13/05/2023,Man United,Wolves,1746.0,1611.0,861.0,6038.0,53.0,392.0,358.0,513.0,1572.0,20.0
13/05/2023,Southampton,Fulham,733.0,733.0,890.0,2983.0,42.0,623.0,613.0,790.0,2895.0,41.0
14/05/2023,Brentford,West Ham,138.0,144.0,168.0,462.0,9.0,961.0,980.0,1115.0,3762.0,59.0
14/05/2023,Everton,Man City,1226.0,1147.0,1146.0,4676.0,84.0,1542.0,1591.0,878.0,5516.0,63.0
14/05/2023,Arsenal,Brighton,1683.0,1625.0,927.0,5933.0,78.0,282.0,250.0,292.0,871.0,18.0
15/05/2023,Leicester,Liverpool,616.0,664.0,667.0,2045.0,35.0,1697.0,1625.0,826.0,6122.0,46.0
18/05/2023,Newcastle,Brighton,1026.0,988.0,1180.0,4168.0,73.0,282.0,250.0,292.0,871.0,18.0
20/05/2023,Tottenham,Brentford,1458.0,1406.0,1055.0,5576.0,58.0,138.0,144.0,168.0,462.0,9.0
20/05/2023,Bournemouth,Man United,181.0,196.0,261.0,610.0,9.0,1746.0,1611.0,861.0,6038.0,53.0
20/05/2023,Fulham,Crystal Palace,623.0,613.0,790.0,2895.0,41.0,483.0,482.0,589.0,1620.0,17.0
20/05/2023,Liverpool,Aston Villa,1697.0,1625.0,826.0,6122.0,46.0,965.0,963.0,1100.0,3945.0,52.0
20/05/2023,Wolves,Everton,392.0,358.0,513.0,1572.0,20.0,1226.0,1147.0,1146.0,4676.0,84.0
20/05/2023,Nottingham,Arsenal,,,,,,1683.0,1625.0,927.0,5933.0,78.0
21/05/2023,West Ham,Leeds,961.0,980.0,1115.0,3762.0,59.0,387.0,403.0,507.0,1515.0,25.0
21/05/2023,Brighton,Southampton,282.0,250.0,292.0,871.0,18.0,733.0,733.0,890.0,2983.0,42.0
21/05/2023,Man City,Chelsea,1542.0,1591.0,878.0,5516.0,63.0,1750.0,1634.0,779.0,5952.0,63.0
22/05/2023,Newcastle,Leicester,1026.0,988.0,1180.0,4168.0,73.0,616.0,664.0,667.0,2045.0,35.0
24/05/2023,Brighton,Man City,282.0,250.0,292.0,871.0,18.0,1542.0,1591.0,878.0,5516.0,63.0
25/05/2023,Man United,Chelsea,1746.0,1611.0,861.0,6038.0,53.0,1750.0,1634.0,779.0,5952.0,63.0
28/05/2023,Arsenal,Wolves,1683.0,1625.0,927.0,5933.0,78.0,392.0,358.0,513.0,1572.0,20.0
28/05/2023,Aston Villa,Brighton,965.0,963.0,1100.0,3945.0,52.0,282.0,250.0,292.0,871.0,18.0
28/05/2023,Brentford,Man City,138.0,144.0,168.0,462.0,9.0,1542.0,1591.0,878.0,5516.0,63.0
28/05/2023,Chelsea,Newcastle,1750.0,1634.0,779.0,5952.0,63.0,1026.0,988.0,1180.0,4168.0,73.0
28/05/2023,Crystal Palace,Nottingham,483.0,482.0,589.0,1620.0,17.0,,,,,
28/05/2023,Everton,Bournemouth,1226.0,1147.0,1146.0,4676.0,84.0,181.0,196.0,261.0,610.0,9.0
28/05/2023,Leeds,Tottenham,387.0,403.0,507.0,1515.0,25.0,1458.0,1406.0,1055.0,5576.0,58.0
28/05/2023,Leicester,West Ham,616.0,664.0,667.0,2045.0,35.0,961.0,980.0,1115.0,3762.0,59.0
28/05/2023,Man United,Fulham,1746.0,1611.0,861.0,6038.0,53.0,623.0,613.0,790.0,2895.0,41.0
28/05/2023,Southampton,Liverpool,733.0,733.0,890.0,2983.0,42.0,1697.0,1625.0,826.0,6122.0,46.0
